fold_id,validation_iso_year,candidate_id,n_predictions,mae,rmse,mean_poisson_deviance,poisson_deviance_status
kme_2018,2018,baseline_region_historical_rate,528,1.9638310744526792,3.9465296599929443,,invalid_pairs_present
kme_2018,2018,baseline_persistence_8w,528,2.679924242424242,5.2210602081349045,,invalid_pairs_present
kme_2018,2018,glm_seasonal_region_offset,528,1.4851847367062538,2.995558559651868,2.590127602595794,valid
kme_2018,2018,glm_past_kme_offset,528,1.4986166175602411,3.074643549465597,2.6378384879059675,valid
kme_2018,2018,glm_weather_only_offset,528,1.8643879436167232,3.651930154901078,3.425432411046713,valid
kme_2018,2018,glm_seasonal_region_weather_offset,528,1.4727977606061338,2.946712294537838,2.5569236279844247,valid
kme_2018,2018,glm_compact_weather_offset,528,1.4604301502285126,2.9343466831847946,2.53235258055845,valid
kme_2018,2018,catboost_compact_weather_offset,528,1.5158200532676445,3.0539020648585917,1.9704667786894798,valid
kme_2019,2019,baseline_region_historical_rate,528,1.389601554652794,2.1615760891472453,1.9589996177997298,valid
kme_2019,2019,baseline_persistence_8w,528,1.75,3.068658773253661,,invalid_pairs_present
kme_2019,2019,glm_seasonal_region_offset,528,1.0581079874720678,1.7404706907833052,1.4299827816747177,valid
kme_2019,2019,glm_past_kme_offset,528,1.0437850181370147,1.7211790838216543,1.4063508427834517,valid
kme_2019,2019,glm_weather_only_offset,528,1.3958263107835016,2.1547797867670813,2.072628582699578,valid
kme_2019,2019,glm_seasonal_region_weather_offset,528,1.1022966595998689,1.8042896793229615,1.4424894343613521,valid
kme_2019,2019,glm_compact_weather_offset,528,1.0954733647714228,1.772459659709756,1.4144174553224647,valid
kme_2019,2019,catboost_compact_weather_offset,528,0.998818446254105,1.6359257068609248,1.2169997493092584,valid
kme_2020,2020,baseline_region_historical_rate,540,2.733320159668353,4.596739665749125,5.363016844913061,valid
kme_2020,2020,baseline_persistence_8w,540,3.2777777777777777,5.780234520424852,,invalid_pairs_present
kme_2020,2020,glm_seasonal_region_offset,540,1.7574751555244033,3.181413562699085,2.298945254815385,valid
kme_2020,2020,glm_past_kme_offset,540,1.8487799207580742,3.381196607340619,2.7645338972912197,valid
kme_2020,2020,glm_weather_only_offset,540,2.925506919399262,5.02830809099888,7.429829358800518,valid
kme_2020,2020,glm_seasonal_region_weather_offset,540,2.0160799228257646,3.6928376453266942,3.046278261717838,valid
kme_2020,2020,glm_compact_weather_offset,540,2.128338064385697,3.9176755027513996,3.688911617704349,valid
kme_2020,2020,catboost_compact_weather_offset,540,1.8584030768998012,3.3801840768242024,2.5372139277484016,valid
kme_2021,2021,baseline_region_historical_rate,528,1.2430063463835193,1.7898636004989124,1.8871545316267249,valid
kme_2021,2021,baseline_persistence_8w,528,1.0113636363636365,1.6674240703261514,,invalid_pairs_present
kme_2021,2021,glm_seasonal_region_offset,528,1.5676208718806954,2.760968624367598,2.223583215564721,valid
kme_2021,2021,glm_past_kme_offset,528,1.5308246920998734,2.688470512587449,2.1791709061238,valid
kme_2021,2021,glm_weather_only_offset,528,1.186907580739677,1.6870432634413501,1.700025005532425,valid
kme_2021,2021,glm_seasonal_region_weather_offset,528,1.5495594688777832,2.7279053366209234,2.2017420538032852,valid
kme_2021,2021,glm_compact_weather_offset,528,1.5220042143619044,2.6740861136767022,2.168941860220995,valid
kme_2021,2021,catboost_compact_weather_offset,528,1.2515345680590968,2.2708982509517934,1.6830181127441017,valid
kme_2022,2022,baseline_region_historical_rate,528,1.6652496591315908,2.898028786131176,2.53074129778381,valid
kme_2022,2022,baseline_persistence_8w,528,2.090909090909091,4.000473456828314,,invalid_pairs_present
kme_2022,2022,glm_seasonal_region_offset,528,0.96696239088403,1.5391006388552524,0.9995326281024373,valid
kme_2022,2022,glm_past_kme_offset,528,0.9928720802780033,1.585173339077552,1.0278970489483763,valid
kme_2022,2022,glm_weather_only_offset,528,1.5698751450237927,2.67040507137638,2.5237516756986142,valid
kme_2022,2022,glm_seasonal_region_weather_offset,528,0.9437738514926961,1.4941239306805634,0.9998984637162935,valid
kme_2022,2022,glm_compact_weather_offset,528,0.9576798979427888,1.5227711257266627,1.0141547082157594,valid
kme_2022,2022,catboost_compact_weather_offset,528,1.079489409786416,1.9727455670880134,1.2246142710024714,valid
kme_2023,2023,baseline_region_historical_rate,528,1.2490219032625356,1.8731671949014672,1.8635549302333043,valid
kme_2023,2023,baseline_persistence_8w,528,1.143939393939394,2.4199298762692703,,invalid_pairs_present
kme_2023,2023,glm_seasonal_region_offset,528,0.9857538179809372,1.611737535898305,1.2268778407742686,valid
kme_2023,2023,glm_past_kme_offset,528,0.9468232942955931,1.5532103249152396,1.1899227191392443,valid
kme_2023,2023,glm_weather_only_offset,528,1.3973967711505324,2.279539298286501,2.067867423180823,valid
kme_2023,2023,glm_seasonal_region_weather_offset,528,1.0333834097134689,1.666658957742982,1.2960402488387068,valid
kme_2023,2023,glm_compact_weather_offset,528,0.9959639788588063,1.6135285775859738,1.2610782502683882,valid
kme_2023,2023,catboost_compact_weather_offset,528,0.8995376265502859,1.3725616645893741,1.1352595104882708,valid
kme_2024,2024,baseline_region_historical_rate,528,1.1570613290351976,1.8105829686136166,1.6125083757023264,valid
kme_2024,2024,baseline_persistence_8w,528,1.3882575757575757,2.5289984842489197,,invalid_pairs_present
kme_2024,2024,glm_seasonal_region_offset,528,1.1037775906670038,1.8671780433633174,1.4605131442080495,valid
kme_2024,2024,glm_past_kme_offset,528,1.097770245305983,1.8581357246383783,1.4402726240286197,valid
kme_2024,2024,glm_weather_only_offset,528,1.3941811108723776,2.0407775641525743,2.04464740950551,valid
kme_2024,2024,glm_seasonal_region_weather_offset,528,1.103578215536766,1.8507646742032478,1.4734666408496229,valid
kme_2024,2024,glm_compact_weather_offset,528,1.0964525735088866,1.838909871588919,1.4523891802283655,valid
kme_2024,2024,catboost_compact_weather_offset,528,1.073345909065465,1.694849726547167,1.4835483371434688,valid
kme_2025,2025,baseline_region_historical_rate,528,1.234332052219263,1.8723927432263319,1.7984432952912122,valid
kme_2025,2025,baseline_persistence_8w,528,1.2613636363636365,2.3796803961622217,,invalid_pairs_present
kme_2025,2025,glm_seasonal_region_offset,528,0.8943697906010274,1.3835473501816489,1.2195702911308821,valid
kme_2025,2025,glm_past_kme_offset,528,0.8890159728768364,1.3908651335831177,1.2117998227524278,valid
kme_2025,2025,glm_weather_only_offset,528,1.222082310488517,1.8442400612129672,1.8976213718171573,valid
kme_2025,2025,glm_seasonal_region_weather_offset,528,0.8554923957953225,1.3158598888571515,1.1837544975930432,valid
kme_2025,2025,glm_compact_weather_offset,528,0.8562909202876123,1.3323471404810099,1.1832195394520786,valid
kme_2025,2025,catboost_compact_weather_offset,528,0.9687565520333229,1.5094575044614795,1.300991989702914,valid
