municipality_code,municipality_name,year,population_total_on_1_january,denominator_status
089,Pesnica,2016,7391,valid
089,Pesnica,2017,7365,valid
089,Pesnica,2018,7369,valid
089,Pesnica,2019,7331,valid
089,Pesnica,2020,7410,valid
089,Pesnica,2021,7508,valid
089,Pesnica,2022,7576,valid
089,Pesnica,2023,7608,valid
089,Pesnica,2024,7709,valid
090,Piran,2016,17829,valid
090,Piran,2017,17782,valid
090,Piran,2018,17643,valid
090,Piran,2019,17671,valid
090,Piran,2020,17676,valid
090,Piran,2021,18457,valid
090,Piran,2022,18432,valid
090,Piran,2023,18253,valid
090,Piran,2024,18119,valid
091,Pivka,2016,6064,valid
091,Pivka,2017,6073,valid
091,Pivka,2018,6044,valid
091,Pivka,2019,6162,valid
091,Pivka,2020,6201,valid
091,Pivka,2021,6190,valid
091,Pivka,2022,6230,valid
091,Pivka,2023,6226,valid
091,Pivka,2024,6162,valid
092,Podčetrtek,2016,3325,valid
092,Podčetrtek,2017,3353,valid
092,Podčetrtek,2018,3353,valid
092,Podčetrtek,2019,3430,valid
092,Podčetrtek,2020,3446,valid
092,Podčetrtek,2021,3614,valid
092,Podčetrtek,2022,3657,valid
092,Podčetrtek,2023,3597,valid
092,Podčetrtek,2024,3618,valid
093,Podvelka,2016,2371,valid
093,Podvelka,2017,2365,valid
093,Podvelka,2018,2358,valid
093,Podvelka,2019,2355,valid
093,Podvelka,2020,2339,valid
093,Podvelka,2021,2365,valid
093,Podvelka,2022,2337,valid
093,Podvelka,2023,2310,valid
093,Podvelka,2024,2258,valid
094,Postojna,2016,16068,valid
094,Postojna,2017,16176,valid
094,Postojna,2018,16207,valid
094,Postojna,2019,16189,valid
094,Postojna,2020,16442,valid
094,Postojna,2021,16675,valid
094,Postojna,2022,16753,valid
094,Postojna,2023,17264,valid
094,Postojna,2024,17672,valid
095,Preddvor,2016,3582,valid
095,Preddvor,2017,3597,valid
095,Preddvor,2018,3619,valid
095,Preddvor,2019,3688,valid
095,Preddvor,2020,3714,valid
095,Preddvor,2021,3780,valid
095,Preddvor,2022,3811,valid
095,Preddvor,2023,3870,valid
095,Preddvor,2024,3865,valid
096,Ptuj,2016,23129,valid
096,Ptuj,2017,23117,valid
096,Ptuj,2018,23162,valid
096,Ptuj,2019,23257,valid
096,Ptuj,2020,23530,valid
096,Ptuj,2021,23611,valid
096,Ptuj,2022,23509,valid
096,Ptuj,2023,23525,valid
096,Ptuj,2024,23872,valid
097,Puconci,2016,5990,valid
097,Puconci,2017,5948,valid
097,Puconci,2018,5938,valid
097,Puconci,2019,5881,valid
097,Puconci,2020,5873,valid
097,Puconci,2021,5904,valid
097,Puconci,2022,5871,valid
097,Puconci,2023,5890,valid
097,Puconci,2024,5882,valid
098,Rače-Fram,2016,7105,valid
098,Rače-Fram,2017,7150,valid
098,Rače-Fram,2018,7247,valid
098,Rače-Fram,2019,7371,valid
098,Rače-Fram,2020,7531,valid
098,Rače-Fram,2021,7623,valid
098,Rače-Fram,2022,7749,valid
098,Rače-Fram,2023,7959,valid
098,Rače-Fram,2024,8036,valid
099,Radeče,2016,4279,valid
099,Radeče,2017,4240,valid
099,Radeče,2018,4211,valid
099,Radeče,2019,4165,valid
099,Radeče,2020,4139,valid
099,Radeče,2021,4164,valid
099,Radeče,2022,4146,valid
099,Radeče,2023,4108,valid
099,Radeče,2024,4114,valid
100,Radenci,2016,5138,valid
100,Radenci,2017,5160,valid
100,Radenci,2018,5151,valid
100,Radenci,2019,5108,valid
100,Radenci,2020,5112,valid
100,Radenci,2021,5098,valid
100,Radenci,2022,5056,valid
100,Radenci,2023,5202,valid
100,Radenci,2024,5104,valid
101,Radlje ob Dravi,2016,6215,valid
101,Radlje ob Dravi,2017,6184,valid
101,Radlje ob Dravi,2018,6191,valid
101,Radlje ob Dravi,2019,6185,valid
101,Radlje ob Dravi,2020,6169,valid
101,Radlje ob Dravi,2021,6164,valid
101,Radlje ob Dravi,2022,6181,valid
101,Radlje ob Dravi,2023,6142,valid
101,Radlje ob Dravi,2024,6180,valid
102,Radovljica,2016,18816,valid
102,Radovljica,2017,18822,valid
102,Radovljica,2018,18872,valid
102,Radovljica,2019,19025,valid
102,Radovljica,2020,19072,valid
102,Radovljica,2021,19195,valid
102,Radovljica,2022,19325,valid
102,Radovljica,2023,19315,valid
102,Radovljica,2024,19406,valid
103,Ravne na Koroškem,2016,11342,valid
103,Ravne na Koroškem,2017,11302,valid
103,Ravne na Koroškem,2018,11253,valid
103,Ravne na Koroškem,2019,11294,valid
103,Ravne na Koroškem,2020,11348,valid
103,Ravne na Koroškem,2021,11289,valid
103,Ravne na Koroškem,2022,11228,valid
103,Ravne na Koroškem,2023,11199,valid
103,Ravne na Koroškem,2024,11170,valid
104,Ribnica,2016,9347,valid
104,Ribnica,2017,9390,valid
104,Ribnica,2018,9377,valid
104,Ribnica,2019,9483,valid
104,Ribnica,2020,9527,valid
104,Ribnica,2021,9644,valid
104,Ribnica,2022,9684,valid
104,Ribnica,2023,9783,valid
104,Ribnica,2024,9807,valid
105,Rogašovci,2016,3111,valid
105,Rogašovci,2017,3065,valid
105,Rogašovci,2018,3084,valid
105,Rogašovci,2019,3060,valid
105,Rogašovci,2020,3024,valid
105,Rogašovci,2021,3114,valid
105,Rogašovci,2022,3125,valid
105,Rogašovci,2023,3104,valid
105,Rogašovci,2024,3076,valid
106,Rogaška Slatina,2016,10958,valid
106,Rogaška Slatina,2017,10994,valid
106,Rogaška Slatina,2018,11002,valid
106,Rogaška Slatina,2019,11057,valid
106,Rogaška Slatina,2020,11132,valid
106,Rogaška Slatina,2021,11323,valid
106,Rogaška Slatina,2022,11438,valid
106,Rogaška Slatina,2023,11614,valid
106,Rogaška Slatina,2024,11594,valid
107,Rogatec,2016,3093,valid
107,Rogatec,2017,3051,valid
107,Rogatec,2018,3042,valid
107,Rogatec,2019,3060,valid
107,Rogatec,2020,3106,valid
107,Rogatec,2021,3138,valid
107,Rogatec,2022,3055,valid
107,Rogatec,2023,3034,valid
107,Rogatec,2024,3049,valid
108,Ruše,2016,7150,valid
108,Ruše,2017,7075,valid
108,Ruše,2018,7087,valid
108,Ruše,2019,7070,valid
108,Ruše,2020,7017,valid
108,Ruše,2021,7055,valid
108,Ruše,2022,7091,valid
108,Ruše,2023,7127,valid
108,Ruše,2024,7149,valid
109,Semič,2016,3780,valid
109,Semič,2017,3798,valid
109,Semič,2018,3767,valid
109,Semič,2019,3824,valid
109,Semič,2020,3864,valid
109,Semič,2021,3887,valid
109,Semič,2022,3864,valid
109,Semič,2023,3832,valid
109,Semič,2024,3834,valid
110,Sevnica,2016,17510,valid
110,Sevnica,2017,17469,valid
110,Sevnica,2018,17446,valid
110,Sevnica,2019,17537,valid
110,Sevnica,2020,17642,valid
110,Sevnica,2021,17639,valid
110,Sevnica,2022,17661,valid
110,Sevnica,2023,17654,valid
110,Sevnica,2024,17632,valid
111,Sežana,2016,13160,valid
111,Sežana,2017,13236,valid
111,Sežana,2018,13276,valid
111,Sežana,2019,13425,valid
111,Sežana,2020,13551,valid
111,Sežana,2021,13802,valid
111,Sežana,2022,13842,valid
111,Sežana,2023,13824,valid
111,Sežana,2024,13839,valid
112,Slovenj Gradec,2016,16720,valid
112,Slovenj Gradec,2017,16621,valid
112,Slovenj Gradec,2018,16525,valid
112,Slovenj Gradec,2019,16596,valid
112,Slovenj Gradec,2020,16591,valid
112,Slovenj Gradec,2021,16595,valid
112,Slovenj Gradec,2022,16716,valid
112,Slovenj Gradec,2023,16955,valid
112,Slovenj Gradec,2024,17062,valid
113,Slovenska Bistrica,2016,25413,valid
113,Slovenska Bistrica,2017,25468,valid
113,Slovenska Bistrica,2018,25524,valid
113,Slovenska Bistrica,2019,25599,valid
113,Slovenska Bistrica,2020,25827,valid
113,Slovenska Bistrica,2021,25949,valid
113,Slovenska Bistrica,2022,26042,valid
113,Slovenska Bistrica,2023,26206,valid
113,Slovenska Bistrica,2024,26129,valid
114,Slovenske Konjice,2016,14623,valid
114,Slovenske Konjice,2017,14726,valid
114,Slovenske Konjice,2018,14848,valid
114,Slovenske Konjice,2019,14917,valid
114,Slovenske Konjice,2020,15042,valid
114,Slovenske Konjice,2021,15263,valid
114,Slovenske Konjice,2022,15221,valid
114,Slovenske Konjice,2023,15313,valid
114,Slovenske Konjice,2024,15485,valid
115,Starše,2016,4072,valid
115,Starše,2017,4005,valid
115,Starše,2018,3973,valid
115,Starše,2019,3974,valid
115,Starše,2020,4046,valid
115,Starše,2021,4081,valid
115,Starše,2022,4077,valid
115,Starše,2023,4132,valid
115,Starše,2024,4148,valid
116,Sveti Jurij ob Ščavnici,2016,2863,valid
116,Sveti Jurij ob Ščavnici,2017,2827,valid
116,Sveti Jurij ob Ščavnici,2018,2830,valid
116,Sveti Jurij ob Ščavnici,2019,2806,valid
116,Sveti Jurij ob Ščavnici,2020,2782,valid
116,Sveti Jurij ob Ščavnici,2021,2834,valid
116,Sveti Jurij ob Ščavnici,2022,2855,valid
116,Sveti Jurij ob Ščavnici,2023,2816,valid
116,Sveti Jurij ob Ščavnici,2024,2790,valid
117,Šenčur,2016,8580,valid
117,Šenčur,2017,8557,valid
117,Šenčur,2018,8592,valid
117,Šenčur,2019,8650,valid
117,Šenčur,2020,8814,valid
117,Šenčur,2021,8829,valid
117,Šenčur,2022,8893,valid
117,Šenčur,2023,8939,valid
117,Šenčur,2024,8786,valid
118,Šentilj,2016,8339,valid
118,Šentilj,2017,8371,valid
118,Šentilj,2018,8521,valid
118,Šentilj,2019,8438,valid
118,Šentilj,2020,8351,valid
118,Šentilj,2021,8375,valid
118,Šentilj,2022,8367,valid
118,Šentilj,2023,8403,valid
118,Šentilj,2024,8475,valid
119,Šentjernej,2016,6993,valid
119,Šentjernej,2017,7094,valid
119,Šentjernej,2018,7062,valid
119,Šentjernej,2019,7125,valid
119,Šentjernej,2020,7199,valid
119,Šentjernej,2021,7225,valid
119,Šentjernej,2022,7247,valid
119,Šentjernej,2023,7356,valid
119,Šentjernej,2024,7418,valid
120,Šentjur,2016,18990,valid
120,Šentjur,2017,19001,valid
120,Šentjur,2018,18971,valid
120,Šentjur,2019,19084,valid
120,Šentjur,2020,19225,valid
120,Šentjur,2021,19378,valid
120,Šentjur,2022,19378,valid
120,Šentjur,2023,19482,valid
120,Šentjur,2024,19579,valid
121,Škocjan,2016,3236,valid
121,Škocjan,2017,3267,valid
121,Škocjan,2018,3261,valid
121,Škocjan,2019,3290,valid
121,Škocjan,2020,3352,valid
121,Škocjan,2021,3429,valid
121,Škocjan,2022,3419,valid
121,Škocjan,2023,3423,valid
121,Škocjan,2024,3478,valid
122,Škofja Loka,2016,22927,valid
122,Škofja Loka,2017,22935,valid
122,Škofja Loka,2018,22919,valid
122,Škofja Loka,2019,23076,valid
122,Škofja Loka,2020,23297,valid
122,Škofja Loka,2021,23462,valid
122,Škofja Loka,2022,23622,valid
122,Škofja Loka,2023,23779,valid
122,Škofja Loka,2024,23901,valid
123,Škofljica,2016,10618,valid
123,Škofljica,2017,10917,valid
123,Škofljica,2018,11098,valid
123,Škofljica,2019,11180,valid
123,Škofljica,2020,11577,valid
123,Škofljica,2021,11657,valid
123,Škofljica,2022,11666,valid
123,Škofljica,2023,11897,valid
123,Škofljica,2024,12017,valid
124,Šmarje pri Jelšah,2016,10260,valid
124,Šmarje pri Jelšah,2017,10253,valid
124,Šmarje pri Jelšah,2018,10227,valid
124,Šmarje pri Jelšah,2019,10256,valid
124,Šmarje pri Jelšah,2020,10271,valid
124,Šmarje pri Jelšah,2021,10375,valid
124,Šmarje pri Jelšah,2022,10361,valid
124,Šmarje pri Jelšah,2023,10505,valid
124,Šmarje pri Jelšah,2024,10573,valid
125,Šmartno ob Paki,2016,3240,valid
125,Šmartno ob Paki,2017,3203,valid
125,Šmartno ob Paki,2018,3224,valid
125,Šmartno ob Paki,2019,3261,valid
125,Šmartno ob Paki,2020,3265,valid
125,Šmartno ob Paki,2021,3278,valid
125,Šmartno ob Paki,2022,3324,valid
125,Šmartno ob Paki,2023,3369,valid
125,Šmartno ob Paki,2024,3379,valid
126,Šoštanj,2016,8705,valid
126,Šoštanj,2017,8641,valid
126,Šoštanj,2018,8667,valid
126,Šoštanj,2019,8701,valid
126,Šoštanj,2020,8784,valid
126,Šoštanj,2021,8847,valid
126,Šoštanj,2022,8822,valid
126,Šoštanj,2023,9064,valid
126,Šoštanj,2024,9132,valid
127,Štore,2016,4239,valid
127,Štore,2017,4242,valid
127,Štore,2018,4257,valid
127,Štore,2019,4616,valid
127,Štore,2020,4529,valid
127,Štore,2021,4477,valid
127,Štore,2022,4396,valid
127,Štore,2023,4466,valid
127,Štore,2024,4452,valid
128,Tolmin,2016,11281,valid
128,Tolmin,2017,11211,valid
128,Tolmin,2018,11147,valid
128,Tolmin,2019,11073,valid
128,Tolmin,2020,11003,valid
128,Tolmin,2021,11018,valid
128,Tolmin,2022,10953,valid
128,Tolmin,2023,10899,valid
128,Tolmin,2024,10838,valid
129,Trbovlje,2016,16339,valid
129,Trbovlje,2017,16221,valid
129,Trbovlje,2018,16052,valid
129,Trbovlje,2019,16018,valid
129,Trbovlje,2020,16105,valid
129,Trbovlje,2021,16024,valid
129,Trbovlje,2022,15893,valid
129,Trbovlje,2023,15958,valid
129,Trbovlje,2024,16000,valid
130,Trebnje,2016,12354,valid
130,Trebnje,2017,12522,valid
130,Trebnje,2018,12662,valid
130,Trebnje,2019,12903,valid
130,Trebnje,2020,13133,valid
130,Trebnje,2021,13310,valid
130,Trebnje,2022,13413,valid
130,Trebnje,2023,13477,valid
130,Trebnje,2024,13574,valid
131,Tržič,2016,14872,valid
131,Tržič,2017,14870,valid
131,Tržič,2018,14766,valid
131,Tržič,2019,14880,valid
131,Tržič,2020,14961,valid
131,Tržič,2021,15054,valid
131,Tržič,2022,15011,valid
131,Tržič,2023,15058,valid
131,Tržič,2024,15120,valid
132,Turnišče,2016,3263,valid
132,Turnišče,2017,3248,valid
132,Turnišče,2018,3206,valid
132,Turnišče,2019,3194,valid
132,Turnišče,2020,3145,valid
132,Turnišče,2021,3190,valid
132,Turnišče,2022,3153,valid
132,Turnišče,2023,3163,valid
132,Turnišče,2024,3123,valid
133,Velenje,2016,32747,valid
133,Velenje,2017,32718,valid
133,Velenje,2018,32802,valid
133,Velenje,2019,33293,valid
133,Velenje,2020,33656,valid
133,Velenje,2021,33715,valid
133,Velenje,2022,33548,valid
133,Velenje,2023,33474,valid
133,Velenje,2024,33775,valid
134,Velike Lašče,2016,4264,valid
134,Velike Lašče,2017,4303,valid
134,Velike Lašče,2018,4303,valid
134,Velike Lašče,2019,4351,valid
134,Velike Lašče,2020,4410,valid
134,Velike Lašče,2021,4520,valid
134,Velike Lašče,2022,4584,valid
134,Velike Lašče,2023,4520,valid
134,Velike Lašče,2024,4537,valid
135,Videm,2016,5481,valid
135,Videm,2017,5523,valid
135,Videm,2018,5538,valid
135,Videm,2019,5568,valid
135,Videm,2020,5625,valid
135,Videm,2021,5684,valid
135,Videm,2022,5601,valid
135,Videm,2023,5614,valid
135,Videm,2024,5598,valid
136,Vipava,2016,5605,valid
136,Vipava,2017,5615,valid
136,Vipava,2018,5580,valid
136,Vipava,2019,5600,valid
136,Vipava,2020,5703,valid
136,Vipava,2021,5767,valid
136,Vipava,2022,5822,valid
136,Vipava,2023,5867,valid
136,Vipava,2024,5891,valid
137,Vitanje,2016,2269,valid
137,Vitanje,2017,2271,valid
137,Vitanje,2018,2251,valid
137,Vitanje,2019,2262,valid
137,Vitanje,2020,2272,valid
137,Vitanje,2021,2267,valid
137,Vitanje,2022,2266,valid
137,Vitanje,2023,2242,valid
137,Vitanje,2024,2238,valid
138,Vodice,2016,4804,valid
138,Vodice,2017,4831,valid
138,Vodice,2018,4861,valid
138,Vodice,2019,4958,valid
138,Vodice,2020,4985,valid
138,Vodice,2021,4983,valid
138,Vodice,2022,4974,valid
138,Vodice,2023,5123,valid
138,Vodice,2024,5201,valid
139,Vojnik,2016,8685,valid
139,Vojnik,2017,8725,valid
139,Vojnik,2018,8732,valid
139,Vojnik,2019,8801,valid
139,Vojnik,2020,8907,valid
139,Vojnik,2021,9009,valid
139,Vojnik,2022,9063,valid
139,Vojnik,2023,9146,valid
139,Vojnik,2024,9219,valid
140,Vrhnika,2016,16848,valid
140,Vrhnika,2017,16907,valid
140,Vrhnika,2018,16978,valid
140,Vrhnika,2019,17272,valid
140,Vrhnika,2020,17529,valid
140,Vrhnika,2021,17613,valid
140,Vrhnika,2022,17684,valid
140,Vrhnika,2023,17923,valid
140,Vrhnika,2024,18151,valid
141,Vuzenica,2016,2687,valid
141,Vuzenica,2017,2670,valid
141,Vuzenica,2018,2685,valid
141,Vuzenica,2019,2658,valid
141,Vuzenica,2020,2649,valid
141,Vuzenica,2021,2649,valid
141,Vuzenica,2022,2652,valid
141,Vuzenica,2023,2667,valid
141,Vuzenica,2024,2641,valid
142,Zagorje ob Savi,2016,16650,valid
142,Zagorje ob Savi,2017,16575,valid
142,Zagorje ob Savi,2018,16504,valid
142,Zagorje ob Savi,2019,16434,valid
142,Zagorje ob Savi,2020,16439,valid
142,Zagorje ob Savi,2021,16379,valid
142,Zagorje ob Savi,2022,16307,valid
142,Zagorje ob Savi,2023,16413,valid
142,Zagorje ob Savi,2024,16470,valid
143,Zavrč,2016,1722,valid
143,Zavrč,2017,1819,valid
143,Zavrč,2018,1768,valid
143,Zavrč,2019,1525,valid
143,Zavrč,2020,1479,valid
143,Zavrč,2021,1527,valid
143,Zavrč,2022,1506,valid
143,Zavrč,2023,1484,valid
143,Zavrč,2024,1478,valid
144,Zreče,2016,6395,valid
144,Zreče,2017,6409,valid
144,Zreče,2018,6402,valid
144,Zreče,2019,6443,valid
144,Zreče,2020,6550,valid
144,Zreče,2021,6600,valid
144,Zreče,2022,6576,valid
144,Zreče,2023,6645,valid
144,Zreče,2024,6653,valid
146,Železniki,2016,6705,valid
146,Železniki,2017,6675,valid
146,Železniki,2018,6709,valid
146,Železniki,2019,6689,valid
146,Železniki,2020,6720,valid
146,Železniki,2021,6699,valid
146,Železniki,2022,6685,valid
146,Železniki,2023,6643,valid
146,Železniki,2024,6672,valid
147,Žiri,2016,4870,valid
147,Žiri,2017,4841,valid
147,Žiri,2018,4871,valid
147,Žiri,2019,4876,valid
147,Žiri,2020,4933,valid
147,Žiri,2021,4981,valid
147,Žiri,2022,4990,valid
147,Žiri,2023,5055,valid
147,Žiri,2024,5047,valid
148,Benedikt,2016,2491,valid
148,Benedikt,2017,2486,valid
148,Benedikt,2018,2514,valid
148,Benedikt,2019,2577,valid
148,Benedikt,2020,2615,valid
148,Benedikt,2021,2614,valid
148,Benedikt,2022,2684,valid
148,Benedikt,2023,2735,valid
148,Benedikt,2024,2728,valid
149,Bistrica ob Sotli,2016,1365,valid
149,Bistrica ob Sotli,2017,1353,valid
149,Bistrica ob Sotli,2018,1346,valid
149,Bistrica ob Sotli,2019,1327,valid
149,Bistrica ob Sotli,2020,1336,valid
149,Bistrica ob Sotli,2021,1356,valid
149,Bistrica ob Sotli,2022,1361,valid
149,Bistrica ob Sotli,2023,1354,valid
149,Bistrica ob Sotli,2024,1348,valid
150,Bloke,2016,1538,valid
150,Bloke,2017,1522,valid
150,Bloke,2018,1532,valid
150,Bloke,2019,1555,valid
150,Bloke,2020,1564,valid
150,Bloke,2021,1616,valid
150,Bloke,2022,1610,valid
150,Bloke,2023,1564,valid
150,Bloke,2024,1566,valid
151,Braslovče,2016,5473,valid
151,Braslovče,2017,5556,valid
151,Braslovče,2018,5524,valid
151,Braslovče,2019,5523,valid
151,Braslovče,2020,5639,valid
151,Braslovče,2021,5656,valid
151,Braslovče,2022,5681,valid
151,Braslovče,2023,5723,valid
151,Braslovče,2024,5819,valid
152,Cankova,2016,1814,valid
152,Cankova,2017,1794,valid
152,Cankova,2018,1755,valid
152,Cankova,2019,1735,valid
152,Cankova,2020,1734,valid
152,Cankova,2021,1753,valid
152,Cankova,2022,1740,valid
152,Cankova,2023,1765,valid
152,Cankova,2024,1769,valid
153,Cerkvenjak,2016,2044,valid
153,Cerkvenjak,2017,2074,valid
153,Cerkvenjak,2018,2037,valid
153,Cerkvenjak,2019,2058,valid
153,Cerkvenjak,2020,2083,valid
153,Cerkvenjak,2021,2171,valid
153,Cerkvenjak,2022,2179,valid
153,Cerkvenjak,2023,2216,valid
153,Cerkvenjak,2024,2247,valid
154,Dobje,2016,981,valid
154,Dobje,2017,977,valid
154,Dobje,2018,965,valid
154,Dobje,2019,966,valid
154,Dobje,2020,949,valid
154,Dobje,2021,934,valid
154,Dobje,2022,942,valid
154,Dobje,2023,969,valid
154,Dobje,2024,970,valid
155,Dobrna,2016,2192,valid
155,Dobrna,2017,2226,valid
155,Dobrna,2018,2208,valid
155,Dobrna,2019,2226,valid
155,Dobrna,2020,2234,valid
155,Dobrna,2021,2250,valid
155,Dobrna,2022,2277,valid
155,Dobrna,2023,2297,valid
155,Dobrna,2024,2313,valid
156,Dobrovnik,2016,1277,valid
156,Dobrovnik,2017,1274,valid
156,Dobrovnik,2018,1291,valid
156,Dobrovnik,2019,1284,valid
156,Dobrovnik,2020,1284,valid
156,Dobrovnik,2021,1293,valid
156,Dobrovnik,2022,1263,valid
156,Dobrovnik,2023,1254,valid
156,Dobrovnik,2024,1258,valid
157,Dolenjske Toplice,2016,3407,valid
157,Dolenjske Toplice,2017,3447,valid
157,Dolenjske Toplice,2018,3436,valid
157,Dolenjske Toplice,2019,3489,valid
157,Dolenjske Toplice,2020,3553,valid
157,Dolenjske Toplice,2021,3593,valid
157,Dolenjske Toplice,2022,3589,valid
157,Dolenjske Toplice,2023,3611,valid
157,Dolenjske Toplice,2024,3618,valid
158,Grad,2016,2166,valid
158,Grad,2017,2110,valid
158,Grad,2018,2105,valid
158,Grad,2019,2076,valid
158,Grad,2020,2042,valid
158,Grad,2021,2087,valid
158,Grad,2022,2063,valid
158,Grad,2023,2005,valid
158,Grad,2024,1985,valid
159,Hajdina,2016,3712,valid
159,Hajdina,2017,3747,valid
159,Hajdina,2018,3745,valid
159,Hajdina,2019,3797,valid
159,Hajdina,2020,3879,valid
159,Hajdina,2021,3938,valid
159,Hajdina,2022,3873,valid
159,Hajdina,2023,3897,valid
159,Hajdina,2024,4001,valid
160,Hoče-Slivnica,2016,11273,valid
160,Hoče-Slivnica,2017,11285,valid
160,Hoče-Slivnica,2018,11415,valid
160,Hoče-Slivnica,2019,11768,valid
160,Hoče-Slivnica,2020,11753,valid
160,Hoče-Slivnica,2021,11720,valid
160,Hoče-Slivnica,2022,11723,valid
160,Hoče-Slivnica,2023,11885,valid
160,Hoče-Slivnica,2024,11981,valid
161,Hodoš,2016,375,valid
161,Hodoš,2017,367,valid
161,Hodoš,2018,362,valid
161,Hodoš,2019,354,valid
161,Hodoš,2020,353,valid
161,Hodoš,2021,369,valid
161,Hodoš,2022,362,valid
161,Hodoš,2023,357,valid
161,Hodoš,2024,346,valid
162,Horjul,2016,2970,valid
162,Horjul,2017,2980,valid
162,Horjul,2018,3017,valid
162,Horjul,2019,3016,valid
162,Horjul,2020,3024,valid
162,Horjul,2021,2985,valid
162,Horjul,2022,3006,valid
162,Horjul,2023,3024,valid
162,Horjul,2024,3044,valid
163,Jezersko,2016,624,valid
163,Jezersko,2017,625,valid
163,Jezersko,2018,629,valid
163,Jezersko,2019,634,valid
163,Jezersko,2020,625,valid
163,Jezersko,2021,666,valid
163,Jezersko,2022,667,valid
163,Jezersko,2023,671,valid
163,Jezersko,2024,662,valid
164,Komenda,2016,6001,valid
164,Komenda,2017,6108,valid
164,Komenda,2018,6192,valid
164,Komenda,2019,6268,valid
164,Komenda,2020,6387,valid
164,Komenda,2021,6444,valid
164,Komenda,2022,6482,valid
164,Komenda,2023,6643,valid
164,Komenda,2024,6739,valid
165,Kostel,2016,641,valid
165,Kostel,2017,640,valid
165,Kostel,2018,637,valid
165,Kostel,2019,639,valid
165,Kostel,2020,635,valid
165,Kostel,2021,691,valid
165,Kostel,2022,678,valid
165,Kostel,2023,621,valid
165,Kostel,2024,624,valid
166,Križevci,2016,3618,valid
166,Križevci,2017,3613,valid
166,Križevci,2018,3568,valid
166,Križevci,2019,3560,valid
166,Križevci,2020,3537,valid
166,Križevci,2021,3549,valid
166,Križevci,2022,3536,valid
166,Križevci,2023,3564,valid
166,Križevci,2024,3536,valid
167,Lovrenc na Pohorju,2016,3088,valid
167,Lovrenc na Pohorju,2017,3055,valid
167,Lovrenc na Pohorju,2018,3014,valid
167,Lovrenc na Pohorju,2019,2979,valid
167,Lovrenc na Pohorju,2020,2963,valid
167,Lovrenc na Pohorju,2021,2988,valid
167,Lovrenc na Pohorju,2022,2958,valid
167,Lovrenc na Pohorju,2023,2944,valid
167,Lovrenc na Pohorju,2024,2951,valid
168,Markovci,2016,4011,valid
168,Markovci,2017,4012,valid
168,Markovci,2018,3999,valid
168,Markovci,2019,4014,valid
168,Markovci,2020,4039,valid
168,Markovci,2021,4025,valid
168,Markovci,2022,4022,valid
168,Markovci,2023,4102,valid
168,Markovci,2024,4090,valid
169,Miklavž na Dravskem polju,2016,6525,valid
169,Miklavž na Dravskem polju,2017,6566,valid
169,Miklavž na Dravskem polju,2018,6553,valid
169,Miklavž na Dravskem polju,2019,6744,valid
169,Miklavž na Dravskem polju,2020,6929,valid
169,Miklavž na Dravskem polju,2021,6996,valid
169,Miklavž na Dravskem polju,2022,7045,valid
169,Miklavž na Dravskem polju,2023,7147,valid
169,Miklavž na Dravskem polju,2024,7189,valid
170,Mirna Peč,2016,2911,valid
170,Mirna Peč,2017,2933,valid
170,Mirna Peč,2018,2962,valid
170,Mirna Peč,2019,2974,valid
170,Mirna Peč,2020,2988,valid
170,Mirna Peč,2021,3034,valid
170,Mirna Peč,2022,3077,valid
170,Mirna Peč,2023,3130,valid
170,Mirna Peč,2024,3192,valid
171,Oplotnica,2016,4076,valid
171,Oplotnica,2017,4099,valid
171,Oplotnica,2018,4100,valid
171,Oplotnica,2019,4118,valid
171,Oplotnica,2020,4137,valid
171,Oplotnica,2021,4154,valid
171,Oplotnica,2022,4131,valid
171,Oplotnica,2023,4146,valid
171,Oplotnica,2024,4176,valid
172,Podlehnik,2016,1818,valid
172,Podlehnik,2017,1880,valid
172,Podlehnik,2018,1865,valid
172,Podlehnik,2019,1817,valid
172,Podlehnik,2020,1801,valid
172,Podlehnik,2021,1853,valid
172,Podlehnik,2022,1844,valid
172,Podlehnik,2023,1819,valid
172,Podlehnik,2024,1831,valid
173,Polzela,2016,6135,valid
173,Polzela,2017,6176,valid
173,Polzela,2018,6172,valid
173,Polzela,2019,6191,valid
173,Polzela,2020,6258,valid
173,Polzela,2021,6321,valid
173,Polzela,2022,6386,valid
173,Polzela,2023,6410,valid
173,Polzela,2024,6469,valid
174,Prebold,2016,5007,valid
174,Prebold,2017,5067,valid
174,Prebold,2018,5068,valid
174,Prebold,2019,5084,valid
174,Prebold,2020,5103,valid
174,Prebold,2021,5210,valid
174,Prebold,2022,5302,valid
174,Prebold,2023,5343,valid
174,Prebold,2024,5329,valid
175,Prevalje,2016,6763,valid
175,Prevalje,2017,6753,valid
175,Prevalje,2018,6797,valid
175,Prevalje,2019,6794,valid
175,Prevalje,2020,6799,valid
175,Prevalje,2021,6800,valid
175,Prevalje,2022,6732,valid
175,Prevalje,2023,6798,valid
175,Prevalje,2024,6737,valid
176,Razkrižje,2016,1278,valid
176,Razkrižje,2017,1289,valid
176,Razkrižje,2018,1268,valid
176,Razkrižje,2019,1265,valid
176,Razkrižje,2020,1277,valid
176,Razkrižje,2021,1265,valid
176,Razkrižje,2022,1237,valid
176,Razkrižje,2023,1233,valid
176,Razkrižje,2024,1232,valid
177,Ribnica na Pohorju,2016,1180,valid
