municipality_code,grid_cell_index,latitude,longitude,intersection_area_m2,normalized_intersection_weight
084,277,46.1,13.8,21728497.7314568,0.0777080601169427
084,309,46,13.6,10709161.277328,0.0382993872206759
084,310,46,13.7,85871162.4614233,0.307102752216669
084,311,46,13.8,69448403.6215254,0.248369711995058
084,312,46,13.9,2365132.55828216,0.00845847077395747
084,343,45.9,13.6,1683563.80990909,0.00602096285569363
084,344,45.9,13.7,42093296.6862438,0.150539097080764
084,345,45.9,13.8,28189816.6418748,0.100815803897987
084,379,45.8,13.8,7010992.27279842,0.0250735515978772
085,358,45.9,15.1,3534700.5572642,0.0149925713252464
085,359,45.9,15.2,13259626.3481941,0.056241226251222
085,360,45.9,15.3,30190.2084755569,0.000128052955706147
085,392,45.8,15.1,32736897.5657737,0.138854837565654
085,393,45.8,15.2,86391330.4837692,0.366432223374342
085,394,45.8,15.3,33331766.1426584,0.141377996012489
085,426,45.7,15.1,19594953.2479054,0.0831127642708923
085,427,45.7,15.2,41381416.1765921,0.175520902977834
085,428,45.7,15.3,5502583.76007913,0.0233394252666147
086,132,46.6,16.3,6927775.1319305,1
087,163,46.5,16,1070781.43369919,0.00755340746480402
087,164,46.5,16.1,13755666.0860656,0.0970339488787106
087,165,46.5,16.2,28982283.3687591,0.204444145793949
087,166,46.5,16.3,2505474.53606788,0.0176738870025347
087,197,46.4,16,6535343.36229247,0.0461010153745952
087,198,46.4,16.1,45472120.0056944,0.320765227974588
087,199,46.4,16.2,39700664.0520282,0.28005275658572
087,200,46.4,16.3,3739042.8905985,0.0263756109250987
088,456,45.6,14.7,14160058.2764981,0.391051854590207
088,457,45.6,14.8,5169.86923497611,0.000142773914686617
088,490,45.5,14.7,11401801.7736835,0.314878345993045
088,491,45.5,14.8,10643150.6750132,0.293927025502061
089,92,46.7,15.7,11493580.7907188,0.151491652195188
089,93,46.7,15.8,77880.0235871694,0.00102650111058058
089,125,46.6,15.6,619710.672877057,0.00816812405346704
089,126,46.6,15.7,58730453.2832639,0.774099348502298
089,127,46.6,15.8,4947775.45175148,0.0652143741384663
090,479,45.5,13.6,29266640.3393239,0.672776417632346
090,480,45.5,13.7,13951039.9851419,0.320704071072962
090,514,45.4,13.7,283607.13492515,0.00651951129469217
091,384,45.8,14.3,681540.562492947,0.00305264799557896
091,416,45.7,14.1,38874350.8002427,0.174119803839294
091,417,45.7,14.2,55226141.2610382,0.247360140689812
091,418,45.7,14.3,69475441.6775432,0.311183338821613
091,419,45.7,14.4,26629013.1535421,0.119272436742527
091,450,45.6,14.1,11284821.1238423,0.0505451743886788
091,451,45.6,14.2,18322277.5436668,0.0820662289175118
091,452,45.6,14.3,333851.630052697,0.00149533507671699
091,453,45.6,14.4,2434649.28807541,0.0109048935282675
092,260,46.2,15.5,1320173.67568689,0.02178656226075
092,261,46.2,15.6,25778163.7207147,0.425411882703194
092,294,46.1,15.5,4638565.99139992,0.0765493272842687
092,295,46.1,15.6,28858873.9490056,0.476252227751787
093,88,46.7,15.3,310760.28452715,0.00299210670232522
093,89,46.7,15.4,985676.248835707,0.00949042930293251
093,122,46.6,15.3,39243506.3829152,0.377849951610546
093,123,46.6,15.4,55056294.0532803,0.530100899774457
093,156,46.5,15.3,8263790.5774713,0.0795666126097388
094,348,45.9,14.1,7342979.10608786,0.0272099943307308
094,349,45.9,14.2,16244100.9475937,0.0601938107552823
094,350,45.9,14.3,574283.226635265,0.00212805226805345
094,381,45.8,14,841684.622668881,0.00311892945359139
094,382,45.8,14.1,77893746.7606771,0.288641486940934
094,383,45.8,14.2,86399030.2687977,0.320158492871857
094,384,45.8,14.3,22385828.1762303,0.0829524705114492
094,416,45.7,14.1,20779002.6579018,0.0769982504854186
094,417,45.7,14.2,31325823.9494148,0.116080337388182
094,418,45.7,14.3,6076829.21510593,0.0225181749945011
095,181,46.4,14.4,2251177.02446562,0.0258820276340693
095,182,46.4,14.5,8638193.83720808,0.0993142561305851
095,215,46.3,14.4,32243561.8711791,0.370707745459859
095,216,46.3,14.5,43560889.9711831,0.500824300241979
095,217,46.3,14.6,284564.626882609,0.00327167053350797
096,161,46.5,15.8,15779659.1175724,0.237001898797962
096,162,46.5,15.9,10106442.8273038,0.15179327527403
096,195,46.4,15.8,3642556.44932379,0.0547092170075541
096,196,46.4,15.9,37051648.3358494,0.556495608920454
097,62,46.8,16.1,21159785.4052498,0.1959714260318
097,63,46.8,16.2,22788084.420988,0.211051923022153
097,95,46.7,16,295414.496799833,0.0027359823882697
097,96,46.7,16.1,45486995.0649651,0.421277962798763
097,97,46.7,16.2,18243550.4386797,0.168962705759015
098,158,46.5,15.5,538792.107315039,0.0105008938005181
098,159,46.5,15.6,18104078.0957209,0.352842959015901
098,160,46.5,15.7,6717225.40140781,0.130916673827744
098,193,46.4,15.6,6324298.73983329,0.123258653065065
098,194,46.4,15.7,19624772.0514878,0.382480820290771
099,290,46.1,15.1,23116388.016834,0.444394590141678
099,291,46.1,15.2,13713478.0307216,0.263630954993551
099,324,46,15.1,5198370.24253333,0.099934626969101
099,325,46,15.2,9989471.68755365,0.192039827895669
100,95,46.7,16,767176.7282284,0.0224525339212545
100,129,46.6,16,19449123.8356273,0.569206672452783
100,130,46.6,16.1,13952525.5881965,0.408340793625962
101,87,46.7,15.2,1211779.97482778,0.0128896113527037
101,88,46.7,15.3,711342.11252582,0.00756649190425201
101,121,46.6,15.2,45566534.8364473,0.48468776257399
101,122,46.6,15.3,38803852.6705247,0.412753627144007
101,155,46.5,15.2,7718632.56181414,0.0821025070250466
102,178,46.4,14.1,1872539.04806949,0.0157745394913956
102,179,46.4,14.2,42308393.2450016,0.356412017548488
102,180,46.4,14.3,194716.403440375,0.00164031911583332
102,212,46.3,14.1,9906329.27738389,0.0834523491309655
102,213,46.3,14.2,57127368.5176857,0.481249206338741
102,214,46.3,14.3,7297069.57152402,0.0614715683745759
103,118,46.6,14.9,15082510.599834,0.237669476505781
103,119,46.6,15,14407159.0900391,0.227027319901421
103,152,46.5,14.9,5311666.00413428,0.0837009773817128
103,153,46.5,15,28658687.9555467,0.451602226211085
104,387,45.8,14.6,9943380.58492073,0.0646865040541365
104,388,45.8,14.7,40706751.9528747,0.264817126604166
104,389,45.8,14.8,3176667.56349675,0.0206657602482199
104,421,45.7,14.6,287646.452722709,0.00187127941762815
104,422,45.7,14.7,59200672.2388312,0.385129030522297
104,423,45.7,14.8,36504956.9944029,0.23748241641234
104,456,45.6,14.7,1011191.80435969,0.00657829218077186
104,457,45.6,14.8,2885195.06649185,0.0187695905604409
105,61,46.8,16,35997426.6861962,0.895729384068664
105,62,46.8,16.1,4190410.54058471,0.104270615931336
106,227,46.3,15.6,25290998.9927385,0.354226938871129
106,228,46.3,15.7,11248215.2803537,0.157543040022545
106,261,46.2,15.6,27172708.5589572,0.380582252857641
106,262,46.2,15.7,7685806.18691605,0.107647768248686
107,228,46.3,15.7,6009702.59360968,0.152145096464257
107,229,46.3,15.8,2851934.06372683,0.0722012073770188
107,262,46.2,15.7,16183051.9177051,0.409699474600196
107,263,46.2,15.8,14455122.6792864,0.365954221558528
108,123,46.6,15.4,6903.36224521611,0.000113592210762347
108,124,46.6,15.5,2408574.74063783,0.0396321849928988
108,125,46.6,15.6,880872.455877243,0.014494422588369
108,157,46.5,15.4,14588930.0753508,0.240055318126292
108,158,46.5,15.5,41442809.9941277,0.681925739982586
108,159,46.5,15.6,1445110.27071245,0.0237787420990918
109,425,45.7,15,2529628.74870745,0.0172588053688485
109,426,45.7,15.1,34467140.720529,0.235157697990377
109,427,45.7,15.2,37435445.3918419,0.255409441501677
109,428,45.7,15.3,2866398.71024159,0.01955647344491
109,459,45.6,15,4627051.57534591,0.0315688152308212
109,460,45.6,15.1,38582815.5440112,0.263237561794994
109,461,45.6,15.2,24766459.5647044,0.168973216137386
109,462,45.6,15.3,1295386.87011802,0.0088379885309859
110,291,46.1,15.2,14439043.2611047,0.0530733580835285
110,292,46.1,15.3,19607962.3543519,0.0720726705019405
110,293,46.1,15.4,9885498.21587732,0.0363359661133945
110,324,46,15.1,20243784.0568243,0.0744097500634026
110,325,46,15.2,72574960.4632888,0.2667626098844
110,326,46,15.3,82577446.4420158,0.303528586028018
110,327,46,15.4,41172539.9344793,0.151337239984404
110,359,45.9,15.2,8198157.08108787,0.0301338335595721
110,360,45.9,15.3,2824168.35918293,0.0103807500195563
110,361,45.9,15.4,534658.540693978,0.00196523576178393
111,378,45.8,13.7,5983739.8321492,0.0275269862848865
111,379,45.8,13.8,35374616.3001718,0.162733776040227
111,380,45.8,13.9,45305216.1291443,0.208417494410488
111,381,45.8,14,12470421.1692499,0.0573676533609257
111,413,45.7,13.8,18924910.0316076,0.0870602254603144
111,414,45.7,13.9,83059128.5022843,0.382096741377841
111,415,45.7,14,12627999.3895607,0.0580925601300984
111,448,45.6,13.9,3568570.56210881,0.0164164879615992
111,449,45.6,14,62620.9377392005,0.000288074973619728
112,119,46.6,15,20.1813606541214,1.16222476944145e-07
112,120,46.6,15.1,5631662.53182554,0.03243219225799
112,153,46.5,15,48928210.1043696,0.281772763899945
112,154,46.5,15.1,81419167.9662905,0.468885004036694
112,155,46.5,15.2,16095887.3870249,0.09269463703638
112,187,46.4,15,5652837.77407052,0.0325541384015521
112,188,46.4,15.1,15798768.2642744,0.0909835571451199
112,189,46.4,15.2,117659.756557859,0.000677590999842068
113,156,46.5,15.3,2647403.79670297,0.010176029351032
113,157,46.5,15.4,22087090.0820232,0.0848978449126151
113,158,46.5,15.5,35445053.6999746,0.136242875850312
113,159,46.5,15.6,3159803.88280685,0.0121455809253548
113,190,46.4,15.3,124003.405934017,0.000476641417521573
113,191,46.4,15.4,15704260.3781358,0.0603636720409558
113,192,46.4,15.5,67098139.2912014,0.257910272576189
113,193,46.4,15.6,79055804.243883,0.303872867961085
113,194,46.4,15.7,14091914.2054948,0.0541661731942547
113,226,46.3,15.5,2150375.65182905,0.00826556408811112
113,227,46.3,15.6,18357085.5564045,0.0705605399727908
113,228,46.3,15.7,239852.039434192,0.000921937709776987
114,191,46.4,15.4,6754979.22204599,0.0691474847484403
114,192,46.4,15.5,2781646.29489176,0.0284743799246395
114,225,46.3,15.4,34809346.783293,0.356326599487582
114,226,46.3,15.5,53176350.2280136,0.544340810756124
114,227,46.3,15.6,167119.779320702,0.00171072508321362
115,160,46.5,15.7,10871859.3615351,0.317646425186369
115,161,46.5,15.8,11582905.7083397,0.338421282797518
115,194,46.4,15.7,4886170.26934396,0.142760724481068
115,195,46.4,15.8,6885356.85077315,0.201171567535045
116,129,46.6,16,29110270.6007983,0.567162247467711
116,130,46.6,16.1,10616132.8455239,0.206836612639321
116,163,46.5,16,10056515.7673892,0.195933461510677
116,164,46.5,16.1,1543259.01971477,0.0300676783822904
117,215,46.3,14.4,12307524.12096,0.305502745823195
117,216,46.3,14.5,1181580.15747631,0.0293296993750728
117,249,46.2,14.4,24736762.309349,0.614026731453795
117,250,46.2,14.5,2060265.98950686,0.0511408233479369
118,91,46.7,15.6,7292526.12541412,0.11219079064049
118,92,46.7,15.7,31715417.4454504,0.48792115345301
118,93,46.7,15.8,20840943.2490945,0.320624411979973
118,125,46.6,15.6,652138.293329851,0.0100327252144689
118,126,46.6,15.7,1719698.44325263,0.0264564465993979
118,127,46.6,15.8,2780388.24400438,0.0427744721126605
119,360,45.9,15.3,14763095.4066418,0.153742631273055
119,361,45.9,15.4,10120992.5958651,0.105399849416632
119,394,45.8,15.3,47872434.5022642,0.498542740739445
119,395,45.8,15.4,23268212.3680287,0.242314778570868
120,225,46.3,15.4,40032779.4862177,0.180055452229964
120,226,46.3,15.5,17420114.7538113,0.0783504588027723
120,258,46.2,15.3,2827436.73302019,0.012716963602061
120,259,46.2,15.4,76742118.0710416,0.345163062662782
120,260,46.2,15.5,15127501.012559,0.068038968837107
120,293,46.1,15.4,41547618.9609086,0.186868746489614
120,294,46.1,15.5,28638266.9175202,0.128806347375699
121,326,46,15.3,3507920.50643384,0.0580208314964081
121,359,45.9,15.2,4189611.60069984,0.0692959684444851
121,360,45.9,15.3,52714665.3297084,0.871897954607267
121,361,45.9,15.4,47475.6833373527,0.000785245451839979
122,247,46.2,14.2,29356631.4554742,0.201031864624263
122,248,46.2,14.3,50403649.8673582,0.345160163626812
122,249,46.2,14.4,10719134.9645931,0.0734037790527721
122,281,46.1,14.2,19235432.5229635,0.131722703703611
122,282,46.1,14.3,35418528.0957156,0.242543248060594
122,283,46.1,14.4,896365.743614273,0.00613824093194756
123,318,46,14.5,3627811.35289365,0.0832024400257379
123,319,46,14.6,25132822.4180111,0.576411490703384
123,353,45.9,14.6,14841589.334228,0.340386069270878
124,226,46.3,15.5,10970323.0125596,0.101910292472633
124,227,46.3,15.6,3077761.75895295,0.0285912821944154
124,259,46.2,15.4,2196048.86629397,0.0204004915800556
124,260,46.2,15.5,69332017.6493627,0.644069111572654
124,261,46.2,15.6,22070708.96991,0.205028822180242
125,187,46.4,15,4241375.76680249,0.234256364486824
125,188,46.4,15.1,168776.274996315,0.0093217198300898
125,221,46.3,15,10641690.2737804,0.587753552760533
125,222,46.3,15.1,3053859.0005575,0.168668362922553
126,153,46.5,15,561274.294142709,0.0058628303941415
126,186,46.4,14.9,15650092.3123211,0.163474147733669
126,187,46.4,15,58274646.8700311,0.608711951434235
126,188,46.4,15.1,21216943.7540978,0.221623088765023
126,222,46.3,15.1,31399.1143510371,0.000327981672931522
127,258,46.2,15.3,26350400.670919,0.936708739206241
127,259,46.2,15.4,1780436.12819969,0.0632912607937588
128,208,46.3,13.7,13857289.5341724,0.0362534155061121
128,209,46.3,13.8,2776930.55045265,0.00726500062143565
128,241,46.2,13.6,7139203.48833488,0.0186775710940463
128,242,46.2,13.7,71266526.2015518,0.186447355356956
128,243,46.2,13.8,80586789.7702941,0.210831011839766
128,244,46.2,13.9,59092621.010827,0.154598006887835
128,245,46.2,14,22589593.2090413,0.0590988523911456
128,276,46.1,13.7,14951251.2579754,0.0391154361648425
128,277,46.1,13.8,57878975.9931828,0.151422871014902
128,278,46.1,13.9,37540575.1101303,0.0982135838649951
128,311,46,13.8,7428207.26928801,0.0194336622565997
128,312,46,13.9,7126078.30038458,0.0186432330013634
129,255,46.2,15,15885418.2091693,0.273164122030381
129,256,46.2,15.1,11885960.1855604,0.204389826935909
129,289,46.1,15,14349072.5024871,0.246745269182129
129,290,46.1,15.1,16032933.5629963,0.27570078185158
130,322,46,14.9,5121654.14872252,0.0313650500275158
130,323,46,15,9597212.02928162,0.0587734014601858
130,356,45.9,14.9,51258178.2173508,0.313905483935798
130,357,45.9,15,77427504.8355185,0.474166644633258
130,358,45.9,15.1,15354205.9239383,0.0940292770563636
130,391,45.8,15,4533002.52545365,0.0277601428868782
131,179,46.4,14.2,2919414.56558044,0.0187899994477862
131,180,46.4,14.3,73979807.7167312,0.476150445549462
131,181,46.4,14.4,56978110.9000423,0.366723755156315
131,213,46.3,14.2,571774.621548707,0.00368006824033309
131,214,46.3,14.3,20352995.9686941,0.130996394798257
131,215,46.3,14.4,568553.565255806,0.00365933680784712
132,132,46.6,16.3,21922723.8136641,0.919108448552608
132,133,46.6,16.4,1929438.40743998,0.0808915514473921
133,188,46.4,15.1,42280560.5247075,0.502833440297723
133,189,46.4,15.2,18303218.2780859,0.217676163728054
133,222,46.3,15.1,13782328.759375,0.163910215460388
133,223,46.3,15.2,9718515.96580051,0.115580180513835
134,352,45.9,14.5,14155686.7991049,0.137136953096805
134,353,45.9,14.6,26450895.5236712,0.256250033663329
134,386,45.8,14.5,10415009.5124761,0.100898154309653
134,387,45.8,14.6,43885759.948092,0.425154885738195
134,388,45.8,14.7,8315641.57798874,0.080559973192017
135,195,46.4,15.8,12238318.5421385,0.152919316539192
135,196,46.4,15.9,28778904.5276836,0.359596001359762
135,197,46.4,16,666818.50366315,0.00833198036844347
135,229,46.3,15.8,7428447.67912999,0.0928193802219183
135,230,46.3,15.9,23816780.0423197,0.297593637042184
135,231,46.3,16,7101944.67535447,0.0887396844684997
136,346,45.9,13.9,2909262.32865332,0.027103956983512
136,347,45.9,14,15374299.8383603,0.143233684142682
136,380,45.8,13.9,21538844.822229,0.200665274419055
136,381,45.8,14,62262132.7832023,0.580061190095149
136,382,45.8,14.1,5252640.93600628,0.048935894359602
137,189,46.4,15.2,2852322.44487018,0.0480713220409311
137,190,46.4,15.3,55535098.8108538,0.935955058066021
137,191,46.4,15.4,947798.242535788,0.0159736198930483
138,250,46.2,14.5,27675617.9740416,0.882756229025078
138,284,46.1,14.5,3675752.95268269,0.117243770974922
139,190,46.4,15.3,9572252.75863939,0.127113282970322
139,223,46.3,15.2,1912590.60009636,0.0253979576476397
139,224,46.3,15.3,56289991.8513715,0.747494434488536
139,225,46.3,15.4,7530062.39744111,0.0999943248935022
140,315,46,14.2,21581224.5921247,0.186562306531517
140,316,46,14.3,45507392.6208169,0.393395847178804
140,317,46,14.4,7414052.77276851,0.0640919508589344
140,349,45.9,14.2,687304.240239671,0.00594151012147829
140,350,45.9,14.3,36995161.5021426,0.319810520060308
140,351,45.9,14.4,3493240.00253169,0.0301978652489578
141,120,46.6,15.1,14827259.1605484,0.296270181682556
141,121,46.6,15.2,24172819.2405154,0.483008050956749
141,154,46.5,15.1,2799850.06863526,0.0559450724868698
141,155,46.5,15.2,8246482.12870307,0.164776694873825
142,253,46.2,14.8,4094625.26536535,0.0278235628744569
142,254,46.2,14.9,29796032.008208,0.20246828861291
142,255,46.2,15,21477198.8368688,0.145940630332996
142,287,46.1,14.8,2446571.4234171,0.0166248018840916
142,288,46.1,14.9,36324112.075104,0.24682752405434
142,289,46.1,15,46558937.7310092,0.316374624629068
142,290,46.1,15.1,6465203.29206621,0.0439319787855848
142,323,46,15,1263.96559502122,8.58882655311444e-06
143,197,46.4,16,9289215.48055072,0.482549559755951
143,198,46.4,16.1,5221669.92739719,0.271251595996675
143,231,46.3,16,2437880.17563276,0.12664126566473
143,232,46.3,16.1,2301517.19617927,0.119557578582644
144,156,46.5,15.3,4546418.49270383,0.0678528574862111
144,190,46.4,15.3,13911620.9486986,0.207623481021181
144,191,46.4,15.4,44421695.0748174,0.662969972967656
144,224,46.3,15.3,1107582.72721498,0.0165300781405217
144,225,46.3,15.4,3016765.7257716,0.0450236103844305
146,211,46.3,14,63604.0542350476,0.000388280025922463
146,212,46.3,14.1,13768532.9181098,0.0840519740864593
146,213,46.3,14.2,9399967.56763986,0.0573834434727332
146,245,46.2,14,35466421.8045898,0.216509833269008
146,246,46.2,14.1,66010228.0640188,0.402968857443081
146,247,46.2,14.2,39100996.2576667,0.238697611702795
147,279,46.1,14,1700613.70658772,0.0345328705581151
147,280,46.1,14.1,19904640.2617695,0.40418606706677
147,281,46.1,14.2,515885.041841717,0.0104756249486743
147,314,46,14.1,20323439.2959048,0.412690251632397
147,315,46,14.2,6801652.28818669,0.138115185794043
148,128,46.6,15.9,24147449.2890109,1
149,295,46.1,15.6,13083748.2944975,0.420261627539394
149,296,46.1,15.7,10308099.9480219,0.331105334915097
149,329,46,15.6,4932163.19497597,0.158425466842879
149,330,46,15.7,2808377.14411759,0.0902075707026295
150,385,45.8,14.4,878744.362739069,0.0117058293835774
150,386,45.8,14.5,58298652.6765885,0.776601376306322
150,387,45.8,14.6,5825255.39893994,0.077598729172163
150,420,45.7,14.5,7287109.79067852,0.0970722175027008
150,421,45.7,14.6,2779191.36197995,0.0370218476352371
151,221,46.3,15,41077779.5509039,0.746816038619541
151,222,46.3,15.1,8804358.25685262,0.160067949822405
151,255,46.2,15,1998653.50611974,0.0363365914694519
151,256,46.2,15.1,3123088.39234233,0.0567794200886023
152,61,46.8,16,7174033.33282773,0.234922593780386
152,62,46.8,16.1,370400.511777015,0.0121292228412243
152,95,46.7,16,19941658.8965919,0.653014282890783
152,96,46.7,16.1,3051767.48494356,0.0999339004876074
153,128,46.6,15.9,11563465.9258039,0.472098038038344
153,129,46.6,16,6551416.61333243,0.267472654770764
153,162,46.5,15.9,3396296.37004033,0.138659538859783
153,163,46.5,16,2982602.03058809,0.121769768331109
154,259,46.2,15.4,966954.276691604,0.0553075252943833
154,293,46.1,15.4,16516277.3729769,0.944692474705617
155,189,46.4,15.2,18096250.0083905,0.571464658225631
155,190,46.4,15.3,1568300.12387168,0.0495256251360366
155,223,46.3,15.2,11534279.7749289,0.364243047393927
155,224,46.3,15.3,467607.811947073,0.0147666692444053
156,98,46.7,16.3,9898773.82547396,0.317937964719783
156,99,46.7,16.4,6289849.61381738,0.202023202051983
156,132,46.6,16.3,8152405.06124022,0.261846479012552
156,133,46.6,16.4,6793264.73871192,0.218192354215682
157,391,45.8,15,22260452.2602822,0.202190019905274
157,392,45.8,15.1,4221579.73705503,0.0383442924288565
157,425,45.7,15,52900743.1031768,0.480493485755421
157,426,45.7,15.1,28857103.2762821,0.262106906796784
157,459,45.6,15,1856813.19438602,0.0168652951136639
158,62,46.8,16.1,37120932.3730694,1
159,161,46.5,15.8,794194.190312074,0.0364568291847356
159,195,46.4,15.8,19465800.8607611,0.893561531400763
159,196,46.4,15.9,1524515.78193702,0.0699816394145013
160,158,46.5,15.5,1830040.74754919,0.0340847768747118
160,159,46.5,15.6,32559548.3641034,0.606426355597869
160,160,46.5,15.7,19301263.9714119,0.359488867527419
161,30,46.9,16.3,1941499.58100244,0.107114603961122
161,64,46.8,16.3,16170187.1902616,0.892126485017204
161,65,46.8,16.4,13755.59798673,0.000758911021673374
162,315,46,14.2,2498480.23346038,0.0770243876850774
162,316,46,14.3,29939041.2912247,0.922975612314923
163,181,46.4,14.4,17356481.5293922,0.252616167326521
163,182,46.4,14.5,48453246.4383751,0.705216284133501
163,183,46.4,14.6,2271832.83352537,0.0330655554952113
163,215,46.3,14.4,625370.006338332,0.00910199304476682
164,250,46.2,14.5,15724361.1007184,0.653865293976823
164,251,46.2,14.6,8323957.7893736,0.346134706023177
165,491,45.5,14.8,21256500.3163694,0.37889727067229
165,492,45.5,14.9,34252070.9993667,0.610543411350708
165,493,45.5,15,592387.866823456,0.010559317977002
166,130,46.6,16.1,29921406.7250373,0.646297593574971
166,131,46.6,16.2,2860764.98747862,0.061792065599772
166,164,46.5,16.1,11028579.4711887,0.238215550434509
166,165,46.5,16.2,2485888.35587366,0.0536947903907476
167,122,46.6,15.3,173744.72554587,0.00206211960512412
167,123,46.6,15.4,19705969.2477073,0.233883736015584
167,124,46.6,15.5,1136960.65850806,0.0134942160505777
167,156,46.5,15.3,14598155.8124196,0.173260760606512
167,157,46.5,15.4,48638986.7512301,0.57728030498747
167,158,46.5,15.5,1589.28738222306,1.88627347320154e-05
168,196,46.4,15.9,14700081.3484417,0.493216872180612
168,197,46.4,16,15104416.7893646,0.506783127819388
169,160,46.5,15.7,12505380.5715348,1
170,357,45.9,15,3720761.13512981,0.0774221710639621
170,358,45.9,15.1,25159518.9681801,0.523523147737211
170,391,45.8,15,2606482.20133106,0.0542360833006242
170,392,45.8,15.1,16571320.8516156,0.344818597898203
171,191,46.4,15.4,17641060.4740212,0.530842610252884
171,192,46.4,15.5,15591125.7395484,0.469157389747116
172,195,46.4,15.8,56025.7351507985,0.00121816702762947
172,196,46.4,15.9,590229.36530492,0.0128333514878095
172,229,46.3,15.8,13333075.8490607,0.289900941638551
172,230,46.3,15.9,32012502.5840374,0.69604753984601
173,221,46.3,15,47493.449828416,0.00141952157680889
173,222,46.3,15.1,33409870.3580413,0.998580478423191
174,222,46.3,15.1,1412578.26863687,0.0348106602192724
174,255,46.2,15,1158775.4977688,0.0285561097879366
174,256,46.2,15.1,38007545.3334401,0.936633229992791
175,117,46.6,14.8,2951243.32745646,0.0508241951389944
175,118,46.6,14.9,29462317.8846048,0.507378900100649
175,151,46.5,14.8,586514.828179677,0.0101005375605572
175,152,46.5,14.9,24955793.0857914,0.429770763339181
175,153,46.5,15,111815.357418478,0.00192560386061795
176,165,46.5,16.2,598107.680081349,0.0605681078437904
176,166,46.5,16.3,9276852.94480581,0.93943189215621
177,121,46.6,15.2,1121980.12394035,0.018842547991643
177,122,46.6,15.3,5032327.38756647,0.084512967998818
177,155,46.5,15.2,22211327.9384692,0.37301731439672
177,156,46.5,15.3,31179396.593353,0.523627169612819
178,89,46.7,15.4,747316.692758177,0.0115871117729416
178,123,46.6,15.4,8782154.94539716,0.136166918183021
178,124,46.6,15.5,48876789.4327419,0.757832425995293
178,125,46.6,15.6,111895.43449811,0.00173493368872333
178,158,46.5,15.5,5977354.31752829,0.0926786103600215
179,386,45.8,14.5,136221.876721128,0.00275982811199951
179,387,45.8,14.6,26367109.1479225,0.534192383853055
179,388,45.8,14.7,5488860.76450114,0.111203226716168
179,421,45.7,14.6,13402286.3905471,0.271527654999365
179,422,45.7,14.7,3964348.23737577,0.0803169063194126
180,150,46.5,14.7,44647.896198441,0.000436289038157432
180,183,46.4,14.6,45780637.2842563,0.447357925179907
180,184,46.4,14.7,56438370.8508386,0.551502861954436
180,185,46.4,14.8,71934.1247218598,0.00070292382749924
181,93,46.7,15.8,15883205.4766467,0.427135426176563
181,94,46.7,15.9,5621987.77674796,0.15118800474573
181,127,46.6,15.8,10910926.683331,0.293419569854344
181,128,46.6,15.9,4769288.95998596,0.128256999223363
182,162,46.5,15.9,9144475.44431547,0.518306361073507
182,163,46.5,16,8498517.44771772,0.481693638926493
183,343,45.9,13.6,9063397.13633791,0.605228031003396
183,344,45.9,13.7,5911780.27127799,0.394771968996604
184,221,46.3,15,1732019.72991837,0.0498860047998645
184,255,46.2,15,32943171.9949396,0.948836325519091
184,256,46.2,15.1,44360.1187299905,0.00127766968104408
185,128,46.6,15.9,198132.954748024,0.00864942569746244
185,161,46.5,15.8,176474.129940716,0.00770391718221613
185,162,46.5,15.9,22532457.6937453,0.983646657120322
186,284,46.1,14.5,3585816.93191006,0.415927811313822
186,285,46.1,14.6,5035431.35774691,0.584072188686178
187,132,46.6,16.3,8941857.16111791,0.478677680869881
187,133,46.6,16.4,9738473.08713651,0.521322319130119
188,130,46.6,16.1,2715240.59944729,0.225845577452482
188,131,46.6,16.2,9307313.17413096,0.774154422547518
189,220,46.3,14.9,7205046.01190412,0.135558616347792
189,221,46.3,15,10337680.9886495,0.19449726327228
189,254,46.2,14.9,23294716.8539798,0.438276116449749
189,255,46.2,15,12313334.797697,0.231668003930179
190,222,46.3,15.1,25128044.7425826,0.214599815913915
190,223,46.3,15.2,43741685.2216919,0.373564982572325
190,256,46.2,15.1,13974225.6150513,0.119343397994177
190,257,46.2,15.2,34248618.0352879,0.292491803519583
191,228,46.3,15.7,12217.7185369275,0.000320810913789746
191,229,46.3,15.8,36052841.0835675,0.946669777813067
191,230,46.3,15.9,2018803.0983508,0.0530094112731427
192,178,46.4,14.1,13202070.1715084,0.310439496634597
192,179,46.4,14.2,29324961.0684884,0.689560503365403
193,355,45.9,14.8,372019.131828652,0.00226515904785641
193,356,45.9,14.9,12152836.3127327,0.0739964823733406
193,357,45.9,15,212912.21621896,0.00129638502890134
193,389,45.8,14.8,15873258.6346286,0.0966494793922439
193,390,45.8,14.9,74127875.2124115,0.45135159154423
193,391,45.8,15,52507072.3091296,0.319706326211891
193,392,45.8,15.1,7818919.62889226,0.0476080261108854
193,424,45.7,14.9,1170431.30131199,0.007126550290651
194,286,46.1,14.7,1421338.60033678,0.0149682870150423
194,287,46.1,14.8,2936858.80289527,0.0309284117619642
194,288,46.1,14.9,4657897.39272789,0.0490528752574849
194,320,46,14.7,2692725.27066097,0.0283574122973657
194,321,46,14.8,39781332.2690736,0.418941974208795
194,322,46,14.9,43466511.6371713,0.457751039459348
195,93,46.7,15.8,15822452.0909723,0.296128809374425
195,94,46.7,15.9,37179827.5804518,0.695847774469011
195,95,46.7,16,428698.977351583,0.00802341615656343
196,197,46.4,16,11059660.6548576,0.344468346079302
