municipality_code,week_start,week_end,weather_status,source_hour_count,minimum_present_hours,t2m_mean_c,d2m_mean_c,tp_sum_mm,stl1_mean_c,stl2_mean_c,swvl1_mean_m3_m3,swvl2_mean_m3_m3
056,2016-04-04,2016-04-10,complete,168,168,13.374944669351,6.50280869474636,14.0879073254174,13.1690141872041,12.3887898842333,0.31983409170416,0.323936069205634
057,2016-04-04,2016-04-10,complete,168,168,12.3745634346019,7.134565163895,10.6462729078308,12.0285607607783,11.2671073987674,0.323747212518346,0.323739027083544
058,2016-04-04,2016-04-10,complete,168,168,13.9894442182449,7.3344386735783,13.9500382864724,13.445384017703,12.58114772655,0.317455339167469,0.321272900291599
059,2016-04-04,2016-04-10,complete,168,168,14.1206658826404,6.93340327925837,10.2465253030746,13.978945144138,13.2279741432432,0.31808273403139,0.322608809262577
060,2016-04-04,2016-04-10,complete,168,168,11.8635227680026,7.09937138374712,13.1402768483267,11.5149486723037,10.8258639032469,0.326242237111025,0.323373496732482
061,2016-04-04,2016-04-10,complete,168,168,11.9589542851568,7.77407526298511,15.6141733649843,11.3394701494773,10.6699827660419,0.328480675183141,0.324796743324928
062,2016-04-04,2016-04-10,complete,168,168,9.8736887225909,5.69031665460015,14.9276443685678,9.92060036049893,9.15217110648865,0.339610779422951,0.33762931125415
063,2016-04-04,2016-04-10,complete,168,168,14.1727516087738,6.92287386402397,11.2184050050211,13.9193601618969,13.1277901924819,0.314494805256914,0.319571405206592
064,2016-04-04,2016-04-10,complete,168,168,10.7449507037679,7.0814310717607,14.8716492438726,10.4825967359584,9.88725130722656,0.33949274908987,0.337508465353341
065,2016-04-04,2016-04-10,complete,168,168,9.67006939155713,5.58396984278026,12.2147859011102,9.71075290277672,9.12025706455906,0.341699122562583,0.342303729223703
066,2016-04-04,2016-04-10,complete,168,168,10.1687592093415,6.09515441849473,12.7108830978554,10.1342851731361,9.52571555439463,0.341297550808457,0.340940414706806
067,2016-04-04,2016-04-10,complete,168,168,9.1151000426912,4.99147869438254,16.082829674484,9.38381940017121,8.64762003056672,0.339721219539551,0.337392360557558
068,2016-04-04,2016-04-10,complete,168,168,11.3535394091762,7.15395510644109,15.0550714418626,10.9947208636224,10.2755792115656,0.336579348164695,0.33297265826723
069,2016-04-04,2016-04-10,complete,168,168,13.7972798869385,7.31902871992981,11.5490148187312,13.3164849445144,12.4687158198376,0.315329564623667,0.318332430482585
070,2016-04-04,2016-04-10,complete,168,168,13.1106782176797,6.94057539073011,14.4438195260607,12.5967975020763,11.7366798216531,0.321791341610741,0.324093497429645
071,2016-04-04,2016-04-10,complete,168,168,11.7044393012379,7.77715863401358,16.6952964490256,11.0382014538702,10.3286110852258,0.339170540765093,0.334928979706493
072,2016-04-04,2016-04-10,complete,168,168,11.9118313098436,7.84231824700752,16.521170663211,11.1540743326825,10.4279689772726,0.33536549214974,0.331310006525725
