model_name,target_column,target_label,date,prevalence_per_100k,series_role
kme_prevalence,kme_cases_per_100k,KME prevalence per 100k,2025-12-01,0.0,observed_history
kme_prevalence,kme_cases_per_100k,KME prevalence per 100k,2026-02-01,0.0,predicted_future
kme_prevalence,kme_cases_per_100k,KME prevalence per 100k,2026-03-01,4.4095251572260565,predicted_future
kme_prevalence,kme_cases_per_100k,KME prevalence per 100k,2026-04-01,11.022219847456,predicted_future
kme_prevalence,kme_cases_per_100k,KME prevalence per 100k,2026-05-01,14.036092847923783,predicted_future
kme_prevalence,kme_cases_per_100k,KME prevalence per 100k,2026-06-01,33.434061664325114,predicted_future
kme_prevalence,kme_cases_per_100k,KME prevalence per 100k,2026-07-01,38.547767867096894,predicted_future
kme_prevalence,kme_cases_per_100k,KME prevalence per 100k,2026-08-01,32.51426425613005,predicted_future
kme_prevalence,kme_cases_per_100k,KME prevalence per 100k,2026-09-01,18.89411349917731,predicted_future
kme_prevalence,kme_cases_per_100k,KME prevalence per 100k,2026-10-01,4.940706529662165,predicted_future
lyme_prevalence,lyme_cases_per_100k,Lyme prevalence per 100k,2024-01-01,94.66349777746368,observed_history
lyme_prevalence,lyme_cases_per_100k,Lyme prevalence per 100k,2024-02-01,107.49922628966216,observed_history
lyme_prevalence,lyme_cases_per_100k,Lyme prevalence per 100k,2024-03-01,154.02874214638155,observed_history
lyme_prevalence,lyme_cases_per_100k,Lyme prevalence per 100k,2024-04-01,396.3031178141276,observed_history
lyme_prevalence,lyme_cases_per_100k,Lyme prevalence per 100k,2024-05-01,818.2776926526523,observed_history
lyme_prevalence,lyme_cases_per_100k,Lyme prevalence per 100k,2024-06-01,1006.0002221435548,observed_history
lyme_prevalence,lyme_cases_per_100k,Lyme prevalence per 100k,2024-07-01,927.3813850063392,observed_history
lyme_prevalence,lyme_cases_per_100k,Lyme prevalence per 100k,2024-08-01,604.8837061373528,observed_history
lyme_prevalence,lyme_cases_per_100k,Lyme prevalence per 100k,2024-09-01,258.31903630799417,observed_history
lyme_prevalence,lyme_cases_per_100k,Lyme prevalence per 100k,2024-10-01,316.0798146128872,observed_history
lyme_prevalence,lyme_cases_per_100k,Lyme prevalence per 100k,2024-11-01,250.2967059878701,observed_history
lyme_prevalence,lyme_cases_per_100k,Lyme prevalence per 100k,2024-12-01,149.21534395430717,observed_history
lyme_prevalence,lyme_cases_per_100k,Lyme prevalence per 100k,2025-01-01,178.09573310675373,observed_history
lyme_prevalence,lyme_cases_per_100k,Lyme prevalence per 100k,2025-02-01,99.92764291821658,observed_history
lyme_prevalence,lyme_cases_per_100k,Lyme prevalence per 100k,2025-03-01,134.82301028648268,observed_history
lyme_prevalence,lyme_cases_per_100k,Lyme prevalence per 100k,2025-04-01,296.6106226302619,observed_history
lyme_prevalence,lyme_cases_per_100k,Lyme prevalence per 100k,2025-05-01,839.0749699005804,observed_history
lyme_prevalence,lyme_cases_per_100k,Lyme prevalence per 100k,2025-06-01,1211.8209395161502,observed_history
lyme_prevalence,lyme_cases_per_100k,Lyme prevalence per 100k,2025-07-01,1714.631460231621,observed_history
lyme_prevalence,lyme_cases_per_100k,Lyme prevalence per 100k,2025-08-01,1121.410214971097,observed_history
lyme_prevalence,lyme_cases_per_100k,Lyme prevalence per 100k,2025-09-01,834.3165107139987,observed_history
lyme_prevalence,lyme_cases_per_100k,Lyme prevalence per 100k,2025-10-01,739.1473269823639,observed_history
lyme_prevalence,lyme_cases_per_100k,Lyme prevalence per 100k,2025-11-01,490.12129621791945,observed_history
lyme_prevalence,lyme_cases_per_100k,Lyme prevalence per 100k,2025-12-01,274.40447975954714,observed_history
lyme_prevalence,lyme_cases_per_100k,Lyme prevalence per 100k,2026-02-01,129.5611881439873,predicted_future
lyme_prevalence,lyme_cases_per_100k,Lyme prevalence per 100k,2026-03-01,374.52771260450027,predicted_future
lyme_prevalence,lyme_cases_per_100k,Lyme prevalence per 100k,2026-04-01,624.3333589860155,predicted_future
lyme_prevalence,lyme_cases_per_100k,Lyme prevalence per 100k,2026-05-01,917.5085220216289,predicted_future
lyme_prevalence,lyme_cases_per_100k,Lyme prevalence per 100k,2026-06-01,1077.0502172341605,predicted_future
lyme_prevalence,lyme_cases_per_100k,Lyme prevalence per 100k,2026-07-01,1195.2140707283502,predicted_future
lyme_prevalence,lyme_cases_per_100k,Lyme prevalence per 100k,2026-08-01,1143.4160155388884,predicted_future
lyme_prevalence,lyme_cases_per_100k,Lyme prevalence per 100k,2026-09-01,1006.9167295353851,predicted_future
lyme_prevalence,lyme_cases_per_100k,Lyme prevalence per 100k,2026-10-01,782.3601145622467,predicted_future
