scenario_family,year,air_temperature_c_mean_climate,near_surface_specific_humidity_g_kg_climate,precipitation_sum_mm_proxy_climate,soil_moisture_upper_portion_kg_m2_climate,air_temperature_c_mean_climate_anomaly_vs_2016_2025,near_surface_specific_humidity_g_kg_climate_anomaly_vs_2016_2025,precipitation_sum_mm_proxy_climate_anomaly_vs_2016_2025,soil_moisture_upper_portion_kg_m2_climate_anomaly_vs_2016_2025,lyme_cases,kme_cases,tick_borne_cases_total,lyme_cases_per_100k,kme_cases_per_100k,tick_borne_cases_total_per_100k,lyme_cases_lag_1y,lyme_cases_lag_2y,lyme_cases_lag_3y,lyme_cases_rolling_3y_mean,kme_cases_lag_1y,kme_cases_lag_2y,kme_cases_lag_3y,kme_cases_rolling_3y_mean,tick_borne_cases_total_lag_1y,tick_borne_cases_total_lag_2y,tick_borne_cases_total_lag_3y,tick_borne_cases_total_rolling_3y_mean,lyme_cases_per_100k_lag_1y,lyme_cases_per_100k_lag_2y,lyme_cases_per_100k_lag_3y,lyme_cases_per_100k_rolling_3y_mean,kme_cases_per_100k_lag_1y,kme_cases_per_100k_lag_2y,kme_cases_per_100k_lag_3y,kme_cases_per_100k_rolling_3y_mean,tick_borne_cases_total_per_100k_lag_1y,tick_borne_cases_total_per_100k_lag_2y,tick_borne_cases_total_per_100k_lag_3y,tick_borne_cases_total_per_100k_rolling_3y_mean,table_role,target_available,projection_horizon_years_from_2025
medium_emissions,2032,10.118383015195528,6.274156153202057,1231.925503730774,27.20621156692505,0.3815121301139381,0.0705522696177167,15.252239847183318,-0.5676981290181473,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,scenario_projection,False,7
medium_emissions,2033,9.812780432403088,6.241405248641968,1148.5280690193176,27.380464394887287,0.0759095473214976,0.0378013650576276,-68.14519486427298,-0.3934453010559089,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,scenario_projection,False,8
medium_emissions,2034,10.463752115766209,6.354244033495585,1166.8742122650146,27.22210947672526,0.7268812306846169,0.1506401499112453,-49.79905161857596,-0.5518002192179345,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,scenario_projection,False,9
medium_emissions,2035,9.95325237015883,6.209227482477824,1213.3163039684296,26.54275957743327,0.2163814850772407,0.005623598893484,-3.356959915161042,-1.2311501185099267,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,scenario_projection,False,10
medium_emissions,2036,10.270516087611515,6.286889791488648,1219.3210792541504,27.36998462677002,0.533645202529927,0.0832859079043073,2.6478153705597838,-0.4039250691731766,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,scenario_projection,False,11
medium_emissions,2037,10.52040813366572,6.485432585080464,1226.5044960975647,26.850669860839844,0.7835372485841301,0.2818287014961242,9.83123221397409,-0.9232398351033524,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,scenario_projection,False,12
medium_emissions,2038,10.513143708308538,6.36689305305481,1226.5610649585724,27.67819134394328,0.7762728232269485,0.1632891694704694,9.88780107498178,-0.0957183519999169,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,scenario_projection,False,13
medium_emissions,2039,10.97648357351621,6.400077283382416,1163.7528128623962,27.393017609914143,1.2396126884346206,0.1964733997980756,-52.92045102119437,-0.3808920860290534,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,scenario_projection,False,14
medium_emissions,2040,10.541198492050173,6.247902731100719,1100.3824548721311,27.663063844045,0.804327606968581,0.0442988475163783,-116.29080901145926,-0.110845851898194,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,scenario_projection,False,15
medium_emissions,2041,10.730207453171412,6.34544579188029,1136.4871048927307,27.48039786020915,0.9933365680898216,0.1418419082959499,-80.1861589908599,-0.2935118357340478,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,scenario_projection,False,16
medium_emissions,2042,10.385559981067976,6.351029217243195,1099.0571777820587,27.62796465555827,0.648689095986386,0.1474253336588544,-117.61608610153188,-0.1459450403849267,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,scenario_projection,False,17
medium_emissions,2043,10.027222144107023,6.3706271052360535,1246.8930704593658,27.253884474436443,0.2903512590254333,0.1670232216517133,30.21980657577524,-0.5200252215067529,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,scenario_projection,False,18
medium_emissions,2044,10.43881630897522,6.422132233778636,1244.6537046432495,27.36693827311198,0.7019454238936298,0.2185283501942958,27.980440759658904,-0.4069714228312158,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,scenario_projection,False,19
medium_emissions,2045,10.634479450682798,6.312742273012797,1095.8368599414823,27.02951780954997,0.8976085656012085,0.1091383894284572,-120.83640394210806,-0.7443918863932275,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,scenario_projection,False,20
medium_emissions,2046,10.720025663574535,6.345745146274567,1060.783781528473,27.0428679784139,0.9831547784929472,0.1421412626902265,-155.8894823551177,-0.7310417175292976,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,scenario_projection,False,21
medium_emissions,2047,10.49674474199613,6.361575345198314,1198.7115108966827,27.09416007995605,0.75987385691454,0.1579714616139735,-17.961752986907868,-0.6797496159871415,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,scenario_projection,False,22
medium_emissions,2048,10.987016161282858,6.391308267911275,1081.2280824184418,27.4157977104187,1.250145276201268,0.1877043843269348,-135.44518146514883,-0.3581119855244949,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,scenario_projection,False,23
medium_emissions,2049,10.474303185939789,6.5387135942777,1336.281479358673,26.684136231740315,0.7374323008581989,0.3351097106933594,119.60821547508247,-1.0897734642028816,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,scenario_projection,False,24
medium_emissions,2050,10.579007973273596,6.391844987869263,1180.690567970276,26.54455327987671,0.8421370881920058,0.1882411042849225,-35.98269591331473,-1.2293564160664872,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,scenario_projection,False,25
medium_emissions,2051,10.741045142213505,6.400124251842499,1182.7564623355863,26.86512883504232,1.004174257131913,0.1965203682581586,-33.91680154800406,-0.9087808609008796,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,scenario_projection,False,26
medium_emissions,2052,10.392639994621277,6.473362425963084,1245.0786321163175,26.938977241516117,0.6557691095396869,0.2697585423787441,28.40536823272714,-0.8349324544270829,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,scenario_projection,False,27
medium_emissions,2053,10.552556693553925,6.378953993320465,1207.7263734340668,26.51669724782308,0.8156858084723346,0.1753501097361249,-8.946890449523835,-1.257212448120118,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,scenario_projection,False,28
medium_emissions,2054,10.5322674314181,6.369973023732503,1174.1755867004397,26.75935157140096,0.7953965463365105,0.1663691401481628,-42.497677183151154,-1.014558124542237,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,scenario_projection,False,29
medium_emissions,2055,11.246112008889517,6.450633883476257,1064.634990692139,26.96668879191081,1.5092411238079269,0.2470299998919172,-152.03827319145194,-0.8072209040323877,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,scenario_projection,False,30
medium_emissions,2056,10.793965299924215,6.408546944459279,1156.9892423152924,26.571188926696777,1.0570944148426251,0.2049430608749389,-59.68402156829825,-1.2027207692464188,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,scenario_projection,False,31
medium_emissions,2057,10.5926946302255,6.613762398560842,1391.800556182861,27.415653069814045,0.8558237451439101,0.4101585149765014,175.12729229927072,-0.3582566261291511,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,scenario_projection,False,32
medium_emissions,2058,10.76029963294665,6.61305695772171,1297.2756428718567,27.15965461730957,1.0234287478650597,0.4094530741373701,80.60237898826608,-0.6142550786336258,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,scenario_projection,False,33
medium_emissions,2059,10.837257328132788,6.502621452013652,1212.5576453208923,26.81758483250936,1.1003864430511978,0.2990175684293117,-4.115618562698273,-0.9563248634338386,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,scenario_projection,False,34
medium_emissions,2060,10.89145048459371,6.498529652754466,1125.2113213539124,27.203576882680256,1.15457959951212,0.2949257691701259,-91.46194252967824,-0.5703328132629402,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,scenario_projection,False,35
medium_emissions,2061,11.06454055507978,6.60407296816508,1199.851277589798,27.05247179667155,1.3276696699981887,0.4004690845807399,-16.821986293792634,-0.7214378992716455,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,scenario_projection,False,36
medium_emissions,2062,11.220394949118296,6.558898230393727,1134.539179801941,26.61081568400065,1.4835240640367058,0.3552943468093872,-82.13408408164969,-1.163094011942544,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,scenario_projection,False,37
medium_emissions,2063,11.380708555380505,6.600126802921295,1182.9111082553864,26.28313398361206,1.6438376702989128,0.396522919336955,-33.762155628204255,-1.4907757123311356,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,scenario_projection,False,38
medium_emissions,2064,10.756973073507348,6.56318732102712,1163.8068586587906,26.0926349957784,1.0201021884257582,0.3595834374427795,-52.86640522480002,-1.6812747001647956,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,scenario_projection,False,39
medium_emissions,2065,10.893435388803482,6.542121291160584,1150.8428292274475,27.13631598154704,1.156564503721892,0.3385174075762434,-65.8304346561431,-0.6375937143961572,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,scenario_projection,False,40
medium_emissions,2066,11.395163118839264,6.595460017522176,1189.307283163071,26.484026590983078,1.658292233757674,0.3918561339378357,-27.36598072051993,-1.289883104960122,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,scenario_projection,False,41
medium_emissions,2067,11.239146927992502,6.583221852779388,1187.5059254169464,26.376405398050945,1.5022760429109123,0.3796179691950483,-29.1673384666442,-1.397504297892251,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,scenario_projection,False,42
medium_emissions,2068,11.168629417816796,6.60698930422465,1260.0118248462677,26.645318508148197,1.4317585327352074,0.4033854206403102,43.33856096267709,-1.1285911877950028,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,scenario_projection,False,43
medium_emissions,2069,10.938930918773016,6.60964834690094,1232.9023807048798,26.69766155878703,1.202060033691426,0.4060444633165998,16.229116821289153,-1.076248137156167,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,scenario_projection,False,44
medium_emissions,2070,10.788460731506348,6.627611597379048,1216.6595828533173,26.89767090479533,1.0515898464247575,0.4240077137947082,-0.0136810302733465,-0.8762387911478662,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,scenario_projection,False,45
medium_emissions,2071,11.027704338232676,6.548549632231395,1144.9342939853668,27.34021234512329,1.2908334531510857,0.3449457486470546,-71.73896989822379,-0.4336973508199051,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,scenario_projection,False,46
medium_emissions,2072,11.256975511709848,6.56546425819397,1193.3316054344175,26.72452227274577,1.5201046266282583,0.3618603746096296,-23.341658449172883,-1.0493874231974267,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,scenario_projection,False,47
medium_emissions,2073,10.723371833562853,6.669329921404521,1242.7241461277008,27.129407564798992,0.986500948481261,0.4657260378201808,26.0508822441102,-0.6445021311442041,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,scenario_projection,False,48
medium_emissions,2074,11.149895032246908,6.789869427680969,1292.8992850780487,26.416674931844074,1.4130241471653182,0.5862655440966291,76.2260211944581,-1.3572347640991218,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,scenario_projection,False,49
medium_emissions,2075,11.152676194906237,6.672347168127696,1270.4642083644867,26.733474254608154,1.4158053098246448,0.4687432845433559,53.79094448089609,-1.0404354413350418,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,scenario_projection,False,50
medium_emissions,2076,10.77305347720782,6.586667855580648,1225.546157360077,26.697612126668293,1.036182592126229,0.3830639719963074,8.872893476486297,-1.076297569274903,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,scenario_projection,False,51
medium_emissions,2077,10.99462774892648,6.579317172368367,1230.292648077011,27.0008815129598,1.2577568638448913,0.3757132887840271,13.6193841934205,-0.7730281829833991,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,scenario_projection,False,52
medium_emissions,2078,11.019953787326813,6.689789533615112,1273.306973695755,27.08527485529582,1.2830829022452228,0.4861856500307722,56.6337098121644,-0.6886348406473779,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,scenario_projection,False,53
medium_emissions,2079,11.170274039109549,6.701111674308777,1247.511462688446,26.590087890625,1.4334031540279586,0.4975077907244367,30.83819880485544,-1.183821805318196,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,scenario_projection,False,54
medium_emissions,2080,11.58050149679184,6.754888812700908,1153.6192944049835,26.125991503397625,1.8436306117102497,0.5512849291165676,-63.05396947860709,-1.6479181925455713,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,scenario_projection,False,55
medium_emissions,2081,11.372277935345968,6.689926087856293,1213.725121974945,27.24685017267863,1.6354070502643785,0.4863222042719526,-2.948141908645539,-0.5270595232645654,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,scenario_projection,False,56
medium_emissions,2082,10.652634650468826,6.477469642957051,1189.3588292598724,26.263868014017746,0.9157637653872364,0.2738657593727112,-27.31443462371817,-1.510041681925454,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,scenario_projection,False,57
medium_emissions,2083,11.504219392935434,6.8177869121233625,1247.2528183460236,26.693663438161213,1.7673485078538445,0.6141830285390224,30.579554462432952,-1.0802462577819831,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,scenario_projection,False,58
medium_emissions,2084,11.325728178024292,6.74153470993042,1280.3066041469574,26.34782838821411,1.588857292942702,0.5379308263460798,63.63334026336679,-1.4260813077290848,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,scenario_projection,False,59
medium_emissions,2085,10.878957937161127,6.597707311312358,1285.2673885822296,26.695749441782635,1.1420870520795372,0.3941034277280177,68.594124698639,-1.0781602541605615,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,scenario_projection,False,60
medium_emissions,2086,11.64551810423533,6.684845010439555,1153.508702993393,27.02457841237386,1.9086472191537407,0.481241126855215,-63.16456089019766,-0.7493312835693366,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,scenario_projection,False,61
medium_emissions,2087,11.327167928218842,6.599645276864369,1090.4448260068891,26.171571413675945,1.5902970431372516,0.3960413932800293,-126.22843787670126,-1.602338282267251,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,scenario_projection,False,62
medium_emissions,2088,11.533808290958405,6.734498639901479,1190.437594652176,25.751670360565186,1.7969374058768146,0.5308947563171387,-26.235669231414704,-2.0222393353780106,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,scenario_projection,False,63
medium_emissions,2089,10.858098655939102,6.647155265013377,1260.7205328941343,26.71453332901001,1.1212277708575122,0.443551381429037,44.04726901054392,-1.0593763669331864,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,scenario_projection,False,64
medium_emissions,2090,11.0001392091314,6.542190591494243,1199.8409883975985,26.010086059570312,1.2632683240498093,0.3385867079099025,-16.83227548599234,-1.7638236363728836,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,scenario_projection,False,65
medium_emissions,2091,11.31701829036077,6.830780386924744,1257.8779196739197,26.23805109659831,1.5801474052791793,0.6271765033404035,41.20465579032907,-1.5358585993448877,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,scenario_projection,False,66
medium_emissions,2092,11.296978692213694,6.6772034962972,1090.1285409927368,26.4575359026591,1.5601078071321035,0.4735996127128601,-126.5447228908538,-1.3163737932840966,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,scenario_projection,False,67
medium_emissions,2093,11.43120672305425,6.7000722487767534,1120.8659271001816,26.81851355234782,1.6943358379726607,0.4964683651924133,-95.80733678340904,-0.955396143595376,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,scenario_projection,False,68
medium_emissions,2094,11.49560123682022,6.697624683380127,1213.0580472946167,26.687016646067303,1.758730351738631,0.4940207997957868,-3.615216588973908,-1.0868930498758935,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,scenario_projection,False,69
medium_emissions,2095,11.041973779598871,6.631390233834584,1235.107716679573,26.876620928446453,1.3051028945172811,0.4277863502502441,18.43445279598245,-0.8972887674967431,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,scenario_projection,False,70
medium_emissions,2096,11.163016736507416,6.776645123958588,1319.753562450409,26.61772362391154,1.4261458514258258,0.5730412403742475,103.08029856681831,-1.1561860720316552,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,scenario_projection,False,71
medium_emissions,2097,11.575858334700266,6.797015051047008,1305.0618772506714,26.93213478724162,1.838987449618676,0.5934111674626674,88.38861336708078,-0.8417749087015771,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,scenario_projection,False,72
medium_emissions,2098,11.061995297670364,6.773415446281433,1346.1283197402954,26.744271119435627,1.3251244125887744,0.569811562697093,129.4550558567048,-1.029638576507569,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,scenario_projection,False,73
medium_emissions,2099,10.912805447975794,6.64432422320048,1255.739802122116,25.860387166341145,1.175934562894204,0.4407203396161403,39.06653823852548,-1.9135225296020515,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,scenario_projection,False,74
medium_emissions,2100,11.157736579577128,6.67233677705129,1271.411792755127,26.61263656616211,1.4208656944955376,0.4687328934669494,54.738528871536346,-1.1612731297810868,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,scenario_projection,False,75
