scenario_family,year,air_temperature_c_mean_climate,near_surface_specific_humidity_g_kg_climate,precipitation_sum_mm_proxy_climate,soil_moisture_upper_portion_kg_m2_climate,air_temperature_c_mean_climate_anomaly_vs_2016_2025,near_surface_specific_humidity_g_kg_climate_anomaly_vs_2016_2025,precipitation_sum_mm_proxy_climate_anomaly_vs_2016_2025,soil_moisture_upper_portion_kg_m2_climate_anomaly_vs_2016_2025,lyme_cases,kme_cases,tick_borne_cases_total,lyme_cases_per_100k,kme_cases_per_100k,tick_borne_cases_total_per_100k,lyme_cases_lag_1y,lyme_cases_lag_2y,lyme_cases_lag_3y,lyme_cases_rolling_3y_mean,kme_cases_lag_1y,kme_cases_lag_2y,kme_cases_lag_3y,kme_cases_rolling_3y_mean,tick_borne_cases_total_lag_1y,tick_borne_cases_total_lag_2y,tick_borne_cases_total_lag_3y,tick_borne_cases_total_rolling_3y_mean,lyme_cases_per_100k_lag_1y,lyme_cases_per_100k_lag_2y,lyme_cases_per_100k_lag_3y,lyme_cases_per_100k_rolling_3y_mean,kme_cases_per_100k_lag_1y,kme_cases_per_100k_lag_2y,kme_cases_per_100k_lag_3y,kme_cases_per_100k_rolling_3y_mean,tick_borne_cases_total_per_100k_lag_1y,tick_borne_cases_total_per_100k_lag_2y,tick_borne_cases_total_per_100k_lag_3y,tick_borne_cases_total_per_100k_rolling_3y_mean,table_role,target_available,projection_horizon_years_from_2025
high_emissions,2086,13.491111318270365,7.4064704577128095,1129.9112515449524,26.300743579864506,3.256556725502014,1.1327358464399977,-48.04988828897467,-1.4745332558949755,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,scenario_projection,False,61
high_emissions,2087,13.440676053365072,7.45292325814565,1202.083221912384,26.347118695576984,3.206121460596721,1.179188646872838,24.12208207845697,-1.428158140182493,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,scenario_projection,False,62
high_emissions,2088,13.567460219065348,7.4718812306722,1177.231927394867,26.10164388020833,3.3329056262969967,1.1981466193993882,-0.7292124390601202,-1.673632955551145,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,scenario_projection,False,63
high_emissions,2089,13.725072860717772,7.560725768407186,1189.498089313507,25.315035899480183,3.4905182679494224,1.2869911571343735,11.536949479580016,-2.4602409362792947,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,scenario_projection,False,64
high_emissions,2090,13.007554133733114,7.2272669672966,1121.676638841629,25.542125860850017,2.772999540964763,0.9535323560237884,-56.28450099229804,-2.23315097490946,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,scenario_projection,False,65
high_emissions,2091,13.818426926930746,7.560808698336284,1169.1624958515167,25.08660904566447,3.583872334162395,1.2870740870634716,-8.79864398241034,-2.688667790095007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,scenario_projection,False,66
high_emissions,2092,13.737752238909405,7.58583927154541,1255.191771030426,25.042686144510903,3.503197646141052,1.312104660272598,77.23063119649896,-2.732590691248572,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,scenario_projection,False,67
high_emissions,2093,13.774979194005333,7.618980646133423,1217.030537366867,24.896303097407024,3.54042460123698,1.3452460348606108,39.06939753294,-2.878973738352453,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,scenario_projection,False,68
high_emissions,2094,13.792063434918722,7.613916198412578,1200.987096309662,25.4211319287618,3.557508842150371,1.3401815871397655,23.0259564757348,-2.3541449069976785,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,scenario_projection,False,69
high_emissions,2095,13.864359319210052,7.6072233120600385,1250.891263961792,25.12748924891154,3.6298047264417015,1.3334887007872265,72.93012412786493,-2.6477875868479366,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,scenario_projection,False,70
high_emissions,2096,13.73346871137619,7.599687298138936,1224.8613350391388,25.80704140663147,3.498914118607839,1.325952686866124,46.90019520521173,-1.968235429128008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,scenario_projection,False,71
high_emissions,2097,14.142880320549011,7.778207898139954,1266.864049434662,25.594691197077434,3.90832572778066,1.5044732868671415,88.9029096007348,-2.180585638682043,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,scenario_projection,False,72
high_emissions,2098,13.858210961023966,7.698900421460469,1285.1670093536377,25.34636656443278,3.623656368255615,1.4251658101876572,107.20586951971065,-2.4289102713266963,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,scenario_projection,False,73
high_emissions,2099,14.072153290112814,7.722024242083232,1232.6135301589966,25.198061386744182,3.837598697344463,1.4482896308104198,54.65239032506952,-2.577215449015295,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,scenario_projection,False,74
high_emissions,2100,14.00393271446228,7.558621923128764,1154.5470836162567,25.48762822151184,3.769378121693929,1.284887311855952,-23.41405621767035,-2.2876486142476367,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,scenario_projection,False,75
medium_emissions,2026,10.41086152692636,6.199157516161601,1107.7269613742828,26.8808757464091,0.6739906418447692,-0.004446367422739,-108.94630250930776,-0.8930339495340966,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,scenario_projection,False,1
medium_emissions,2027,9.898116489251455,6.2252012093861895,1197.720380306244,27.072998046875,0.1612456041698653,0.0215973258018493,-18.95288357734671,-0.7009116490681961,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,scenario_projection,False,2
medium_emissions,2028,9.89462871477008,6.242202679316203,1189.1133785247805,27.327512900034588,0.1577578296884887,0.0385987957318629,-27.55988535881033,-0.4463967959086083,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,scenario_projection,False,3
medium_emissions,2029,9.84270212550958,6.1565922498703,1218.5098514556885,28.05615170796712,0.1058312404279906,-0.0470116337140398,1.8365875720978693,0.282242012023925,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,scenario_projection,False,4
medium_emissions,2030,10.001149762421846,6.217658340930939,1227.915031194687,27.373887221018474,0.2642788773402564,0.0140544573465986,11.241767311096282,-0.4000224749247216,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,scenario_projection,False,5
medium_emissions,2031,10.306772291660309,6.362323025862376,1218.718007326126,26.76810121536255,0.5699014065787189,0.158719142278036,2.044743442535492,-1.005808480580647,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,scenario_projection,False,6
