fold_id,validation_iso_year,candidate_id,feature,importance
tick_borne_2018,2018,catboost_combined_weather_offset,statistical_region_code,13.381198738508049
tick_borne_2018,2018,catboost_combined_weather_offset,seasonal_sin_annual,19.596613444164
tick_borne_2018,2018,catboost_combined_weather_offset,seasonal_cos_annual,47.5329762952497
tick_borne_2018,2018,catboost_combined_weather_offset,past_8w_reported_lyme_plus_kme_incidence_per_100000,5.639462152715774
tick_borne_2018,2018,catboost_combined_weather_offset,t2m_mean_c_previous_4w_mean,5.444973226643755
tick_borne_2018,2018,catboost_combined_weather_offset,tp_sum_mm_previous_4w_sum,0.8346698979407136
tick_borne_2018,2018,catboost_combined_weather_offset,stl1_mean_c_previous_4w_mean,6.114852161415434
tick_borne_2018,2018,catboost_combined_weather_offset,swvl1_mean_m3_m3_previous_4w_mean,1.4552540833625824
tick_borne_2019,2019,catboost_combined_weather_offset,statistical_region_code,7.150040348270465
tick_borne_2019,2019,catboost_combined_weather_offset,seasonal_sin_annual,16.97490104606753
tick_borne_2019,2019,catboost_combined_weather_offset,seasonal_cos_annual,59.27200192821312
tick_borne_2019,2019,catboost_combined_weather_offset,past_8w_reported_lyme_plus_kme_incidence_per_100000,6.639324046904751
tick_borne_2019,2019,catboost_combined_weather_offset,t2m_mean_c_previous_4w_mean,2.726329681470949
tick_borne_2019,2019,catboost_combined_weather_offset,tp_sum_mm_previous_4w_sum,0.18740396337227436
tick_borne_2019,2019,catboost_combined_weather_offset,stl1_mean_c_previous_4w_mean,2.30499388937001
tick_borne_2019,2019,catboost_combined_weather_offset,swvl1_mean_m3_m3_previous_4w_mean,4.745005096330881
tick_borne_2020,2020,catboost_combined_weather_offset,statistical_region_code,8.86615513811138
tick_borne_2020,2020,catboost_combined_weather_offset,seasonal_sin_annual,17.29874795002556
tick_borne_2020,2020,catboost_combined_weather_offset,seasonal_cos_annual,57.84717849644702
tick_borne_2020,2020,catboost_combined_weather_offset,past_8w_reported_lyme_plus_kme_incidence_per_100000,7.222786259616518
tick_borne_2020,2020,catboost_combined_weather_offset,t2m_mean_c_previous_4w_mean,3.235336626232714
tick_borne_2020,2020,catboost_combined_weather_offset,tp_sum_mm_previous_4w_sum,0.35617579279951
tick_borne_2020,2020,catboost_combined_weather_offset,stl1_mean_c_previous_4w_mean,3.102771785330608
tick_borne_2020,2020,catboost_combined_weather_offset,swvl1_mean_m3_m3_previous_4w_mean,2.07084795143666
tick_borne_2021,2021,catboost_combined_weather_offset,statistical_region_code,6.142185685777394
tick_borne_2021,2021,catboost_combined_weather_offset,seasonal_sin_annual,22.544624627005813
tick_borne_2021,2021,catboost_combined_weather_offset,seasonal_cos_annual,53.37523975169641
tick_borne_2021,2021,catboost_combined_weather_offset,past_8w_reported_lyme_plus_kme_incidence_per_100000,11.612555890650372
tick_borne_2021,2021,catboost_combined_weather_offset,t2m_mean_c_previous_4w_mean,3.2064827261716276
tick_borne_2021,2021,catboost_combined_weather_offset,tp_sum_mm_previous_4w_sum,0.23952740890389432
tick_borne_2021,2021,catboost_combined_weather_offset,stl1_mean_c_previous_4w_mean,2.7096241904286016
tick_borne_2021,2021,catboost_combined_weather_offset,swvl1_mean_m3_m3_previous_4w_mean,0.1697597193658792
tick_borne_2022,2022,catboost_combined_weather_offset,statistical_region_code,4.990765649356876
tick_borne_2022,2022,catboost_combined_weather_offset,seasonal_sin_annual,25.245904832929345
tick_borne_2022,2022,catboost_combined_weather_offset,seasonal_cos_annual,45.464824537414295
tick_borne_2022,2022,catboost_combined_weather_offset,past_8w_reported_lyme_plus_kme_incidence_per_100000,18.182651986689393
tick_borne_2022,2022,catboost_combined_weather_offset,t2m_mean_c_previous_4w_mean,3.3961321719882727
tick_borne_2022,2022,catboost_combined_weather_offset,tp_sum_mm_previous_4w_sum,0.12129155652229257
tick_borne_2022,2022,catboost_combined_weather_offset,stl1_mean_c_previous_4w_mean,2.0993069303553673
tick_borne_2022,2022,catboost_combined_weather_offset,swvl1_mean_m3_m3_previous_4w_mean,0.4991223347441624
