candidate_id,system_type,n_folds,n_predictions,pooled_mae,mean_fold_mae,pooled_rmse,mean_fold_rmse,pooled_mean_poisson_deviance,poisson_deviance_status,n_folds_improving_over_persistence_mae
baseline_region_historical_rate,baseline,8,4236,48.29681615252328,48.21722566655532,81.04164575936328,74.28892424952002,51.35891673117418,valid,4
baseline_persistence_8w,baseline,8,4236,50.33758262511804,50.21591435185185,90.96438251173514,81.61979431771066,,invalid_pairs_present,0
glm_seasonal_region_offset,statistical_model,8,4236,35.34393431789787,35.33132673450462,59.57416052678503,56.1200783446868,24.076482337607853,valid,6
glm_past_combined_offset,statistical_model,8,4236,33.79832423964123,33.79380371366245,59.1499412634819,53.648130027888755,25.669026575372097,valid,6
glm_weather_only_offset,statistical_model,8,4236,49.34726284315648,49.256246630503725,82.84484460226358,77.36973198494404,55.275578609120544,valid,4
glm_seasonal_region_weather_offset,statistical_model,8,4236,36.955094196120925,36.91573741187504,63.91659288114608,59.467006544392206,27.137291032764914,valid,6
glm_combined_weather_offset,statistical_model,8,4236,35.75618967311061,35.721030183470546,63.30486278668448,57.30735503276927,27.98076980896173,valid,6
catboost_combined_weather_offset,ml_challenger,8,4236,27.799611363236284,27.767957950125368,52.532208998437795,47.98624425568647,16.880995232274294,valid,7
