scenario_family,year,target_column,target_label,predicted_prevalence_per_100k,lag_1_used,rolling_3_used,table_role,model_name
medium_emissions,2041,lyme_cases_per_100k,Lyme prevalence per 100k,7064.845029473853,6800.5251115545825,7035.782239893898,scenario_projection_recursive,lyme_prevalence
medium_emissions,2042,lyme_cases_per_100k,Lyme prevalence per 100k,6910.798086778607,7064.845029473853,7033.517552731275,scenario_projection_recursive,lyme_prevalence
medium_emissions,2043,lyme_cases_per_100k,Lyme prevalence per 100k,7158.932146322105,6910.798086778607,6925.389409269014,scenario_projection_recursive,lyme_prevalence
medium_emissions,2044,lyme_cases_per_100k,Lyme prevalence per 100k,7256.493455168797,7158.932146322105,7044.858420858189,scenario_projection_recursive,lyme_prevalence
medium_emissions,2045,lyme_cases_per_100k,Lyme prevalence per 100k,7109.710304811522,7256.493455168797,7108.741229423169,scenario_projection_recursive,lyme_prevalence
medium_emissions,2046,lyme_cases_per_100k,Lyme prevalence per 100k,7125.333003317051,7109.710304811522,7175.045302100808,scenario_projection_recursive,lyme_prevalence
medium_emissions,2047,lyme_cases_per_100k,Lyme prevalence per 100k,7236.01455299203,7125.333003317051,7163.845587765791,scenario_projection_recursive,lyme_prevalence
medium_emissions,2048,lyme_cases_per_100k,Lyme prevalence per 100k,7125.872539660224,7236.01455299203,7157.019287040202,scenario_projection_recursive,lyme_prevalence
medium_emissions,2049,lyme_cases_per_100k,Lyme prevalence per 100k,7740.990222853677,7125.872539660224,7162.406698656436,scenario_projection_recursive,lyme_prevalence
medium_emissions,2050,lyme_cases_per_100k,Lyme prevalence per 100k,7448.701690785633,7740.990222853677,7367.625771835311,scenario_projection_recursive,lyme_prevalence
medium_emissions,2051,lyme_cases_per_100k,Lyme prevalence per 100k,7386.210214538258,7448.701690785633,7438.521484433179,scenario_projection_recursive,lyme_prevalence
medium_emissions,2052,lyme_cases_per_100k,Lyme prevalence per 100k,7453.5597799886455,7386.210214538258,7525.300709392523,scenario_projection_recursive,lyme_prevalence
medium_emissions,2053,lyme_cases_per_100k,Lyme prevalence per 100k,7470.609432761739,7453.5597799886455,7429.4905617708455,scenario_projection_recursive,lyme_prevalence
medium_emissions,2054,lyme_cases_per_100k,Lyme prevalence per 100k,7335.625656341854,7470.609432761739,7436.793142429548,scenario_projection_recursive,lyme_prevalence
medium_emissions,2055,lyme_cases_per_100k,Lyme prevalence per 100k,7381.878360384798,7335.625656341854,7419.931623030746,scenario_projection_recursive,lyme_prevalence
medium_emissions,2056,lyme_cases_per_100k,Lyme prevalence per 100k,7479.775373234406,7381.878360384798,7396.03781649613,scenario_projection_recursive,lyme_prevalence
medium_emissions,2057,lyme_cases_per_100k,Lyme prevalence per 100k,7661.9464437864135,7479.775373234406,7399.09312998702,scenario_projection_recursive,lyme_prevalence
medium_emissions,2058,lyme_cases_per_100k,Lyme prevalence per 100k,7674.165176196619,7661.9464437864135,7507.866725801872,scenario_projection_recursive,lyme_prevalence
medium_emissions,2059,lyme_cases_per_100k,Lyme prevalence per 100k,7576.479129977795,7674.165176196619,7605.295664405813,scenario_projection_recursive,lyme_prevalence
medium_emissions,2060,lyme_cases_per_100k,Lyme prevalence per 100k,7355.054102679776,7576.479129977795,7637.530249986943,scenario_projection_recursive,lyme_prevalence
medium_emissions,2061,lyme_cases_per_100k,Lyme prevalence per 100k,7654.742332746166,7355.054102679776,7535.2328029513965,scenario_projection_recursive,lyme_prevalence
medium_emissions,2062,lyme_cases_per_100k,Lyme prevalence per 100k,7704.295058494349,7654.742332746166,7528.758521801246,scenario_projection_recursive,lyme_prevalence
medium_emissions,2063,lyme_cases_per_100k,Lyme prevalence per 100k,7950.132541975818,7704.295058494349,7571.363831306764,scenario_projection_recursive,lyme_prevalence
medium_emissions,2064,lyme_cases_per_100k,Lyme prevalence per 100k,7825.935572209603,7950.132541975818,7769.723311072111,scenario_projection_recursive,lyme_prevalence
medium_emissions,2065,lyme_cases_per_100k,Lyme prevalence per 100k,7456.642966974601,7825.935572209603,7826.78772422659,scenario_projection_recursive,lyme_prevalence
medium_emissions,2066,lyme_cases_per_100k,Lyme prevalence per 100k,7888.379629532124,7456.642966974601,7744.23702705334,scenario_projection_recursive,lyme_prevalence
medium_emissions,2067,lyme_cases_per_100k,Lyme prevalence per 100k,7872.764971790026,7888.379629532124,7723.652722905444,scenario_projection_recursive,lyme_prevalence
medium_emissions,2068,lyme_cases_per_100k,Lyme prevalence per 100k,7876.4796681970165,7872.764971790026,7739.2625227655835,scenario_projection_recursive,lyme_prevalence
medium_emissions,2069,lyme_cases_per_100k,Lyme prevalence per 100k,7787.79768743563,7876.4796681970165,7879.208089839723,scenario_projection_recursive,lyme_prevalence
medium_emissions,2070,lyme_cases_per_100k,Lyme prevalence per 100k,7696.097899688193,7787.79768743563,7845.6807758075565,scenario_projection_recursive,lyme_prevalence
medium_emissions,2071,lyme_cases_per_100k,Lyme prevalence per 100k,7415.79893224864,7696.097899688193,7786.791751773613,scenario_projection_recursive,lyme_prevalence
medium_emissions,2072,lyme_cases_per_100k,Lyme prevalence per 100k,7748.014127080713,7415.79893224864,7633.231506457487,scenario_projection_recursive,lyme_prevalence
medium_emissions,2073,lyme_cases_per_100k,Lyme prevalence per 100k,7685.3610020024735,7748.014127080713,7619.970319672516,scenario_projection_recursive,lyme_prevalence
medium_emissions,2074,lyme_cases_per_100k,Lyme prevalence per 100k,8214.80420874502,7685.3610020024735,7616.391353777275,scenario_projection_recursive,lyme_prevalence
medium_emissions,2075,lyme_cases_per_100k,Lyme prevalence per 100k,7930.499882563854,8214.80420874502,7882.726445942735,scenario_projection_recursive,lyme_prevalence
medium_emissions,2076,lyme_cases_per_100k,Lyme prevalence per 100k,7718.908180507629,7930.499882563854,7943.555031103783,scenario_projection_recursive,lyme_prevalence
medium_emissions,2077,lyme_cases_per_100k,Lyme prevalence per 100k,7656.5187287237895,7718.908180507629,7954.737423938835,scenario_projection_recursive,lyme_prevalence
medium_emissions,2078,lyme_cases_per_100k,Lyme prevalence per 100k,7816.858401517078,7656.5187287237895,7768.642263931758,scenario_projection_recursive,lyme_prevalence
medium_emissions,2079,lyme_cases_per_100k,Lyme prevalence per 100k,7998.441688266314,7816.858401517078,7730.7617702495,scenario_projection_recursive,lyme_prevalence
medium_emissions,2080,lyme_cases_per_100k,Lyme prevalence per 100k,8195.949358767877,7998.441688266314,7823.93960616906,scenario_projection_recursive,lyme_prevalence
medium_emissions,2081,lyme_cases_per_100k,Lyme prevalence per 100k,7756.295789799087,8195.949358767877,8003.749816183757,scenario_projection_recursive,lyme_prevalence
medium_emissions,2082,lyme_cases_per_100k,Lyme prevalence per 100k,7672.184915814412,7756.295789799087,7983.562278944427,scenario_projection_recursive,lyme_prevalence
medium_emissions,2083,lyme_cases_per_100k,Lyme prevalence per 100k,8171.739800757577,7672.184915814412,7874.810021460459,scenario_projection_recursive,lyme_prevalence
medium_emissions,2084,lyme_cases_per_100k,Lyme prevalence per 100k,8191.9251245245505,8171.739800757577,7866.740168790359,scenario_projection_recursive,lyme_prevalence
medium_emissions,2085,lyme_cases_per_100k,Lyme prevalence per 100k,7815.539708404527,8191.9251245245505,8011.94994703218,scenario_projection_recursive,lyme_prevalence
medium_emissions,2086,lyme_cases_per_100k,Lyme prevalence per 100k,7816.876175927326,7815.539708404527,8059.734877895552,scenario_projection_recursive,lyme_prevalence
medium_emissions,2087,lyme_cases_per_100k,Lyme prevalence per 100k,7873.608697535986,7816.876175927326,7941.447002952135,scenario_projection_recursive,lyme_prevalence
medium_emissions,2088,lyme_cases_per_100k,Lyme prevalence per 100k,8331.937861067003,7873.608697535986,7835.341527289279,scenario_projection_recursive,lyme_prevalence
medium_emissions,2089,lyme_cases_per_100k,Lyme prevalence per 100k,7837.173040579647,8331.937861067003,8007.474244843438,scenario_projection_recursive,lyme_prevalence
medium_emissions,2090,lyme_cases_per_100k,Lyme prevalence per 100k,7915.435025508719,7837.173040579647,8014.239866394212,scenario_projection_recursive,lyme_prevalence
medium_emissions,2091,lyme_cases_per_100k,Lyme prevalence per 100k,8315.88778173945,7915.435025508719,8028.181975718457,scenario_projection_recursive,lyme_prevalence
medium_emissions,2092,lyme_cases_per_100k,Lyme prevalence per 100k,7858.563730354679,8315.88778173945,8022.831949275939,scenario_projection_recursive,lyme_prevalence
medium_emissions,2093,lyme_cases_per_100k,Lyme prevalence per 100k,7828.658354984641,7858.563730354679,8029.962179200949,scenario_projection_recursive,lyme_prevalence
medium_emissions,2094,lyme_cases_per_100k,Lyme prevalence per 100k,7984.704424063464,7828.658354984641,8001.036622359589,scenario_projection_recursive,lyme_prevalence
medium_emissions,2095,lyme_cases_per_100k,Lyme prevalence per 100k,7774.095117205081,7984.704424063464,7890.642169800928,scenario_projection_recursive,lyme_prevalence
medium_emissions,2096,lyme_cases_per_100k,Lyme prevalence per 100k,8160.234283645865,7774.095117205081,7862.485965417728,scenario_projection_recursive,lyme_prevalence
medium_emissions,2097,lyme_cases_per_100k,Lyme prevalence per 100k,8135.464476645866,8160.234283645865,7973.011274971471,scenario_projection_recursive,lyme_prevalence
medium_emissions,2098,lyme_cases_per_100k,Lyme prevalence per 100k,8117.714608307195,8135.464476645866,8023.264625832271,scenario_projection_recursive,lyme_prevalence
medium_emissions,2099,lyme_cases_per_100k,Lyme prevalence per 100k,8133.126145121558,8117.714608307195,8137.804456199642,scenario_projection_recursive,lyme_prevalence
medium_emissions,2100,lyme_cases_per_100k,Lyme prevalence per 100k,7974.373339060532,8133.126145121558,8128.768410024873,scenario_projection_recursive,lyme_prevalence
high_emissions,2026,kme_cases_per_100k,KME prevalence per 100k,190.7332325106725,127.0130530917857,124.90479710507212,scenario_projection_recursive,kme_prevalence
high_emissions,2027,kme_cases_per_100k,KME prevalence per 100k,187.4757277363193,190.7332325106725,154.5842324762386,scenario_projection_recursive,kme_prevalence
high_emissions,2028,kme_cases_per_100k,KME prevalence per 100k,179.2833475575701,187.4757277363193,168.4073377795925,scenario_projection_recursive,kme_prevalence
high_emissions,2029,kme_cases_per_100k,KME prevalence per 100k,182.26829050250998,179.2833475575701,185.8307692681873,scenario_projection_recursive,kme_prevalence
high_emissions,2030,kme_cases_per_100k,KME prevalence per 100k,186.7637170331788,182.26829050250998,183.00912193213313,scenario_projection_recursive,kme_prevalence
high_emissions,2031,kme_cases_per_100k,KME prevalence per 100k,186.51244881853162,186.7637170331788,182.7717850310863,scenario_projection_recursive,kme_prevalence
high_emissions,2032,kme_cases_per_100k,KME prevalence per 100k,196.66535038654965,186.51244881853162,185.18148545140681,scenario_projection_recursive,kme_prevalence
high_emissions,2033,kme_cases_per_100k,KME prevalence per 100k,189.01423709340065,196.66535038654965,189.98050541275336,scenario_projection_recursive,kme_prevalence
high_emissions,2034,kme_cases_per_100k,KME prevalence per 100k,205.81676861462515,189.01423709340065,190.73067876616065,scenario_projection_recursive,kme_prevalence
high_emissions,2035,kme_cases_per_100k,KME prevalence per 100k,189.5272028157017,205.81676861462515,197.16545203152518,scenario_projection_recursive,kme_prevalence
high_emissions,2036,kme_cases_per_100k,KME prevalence per 100k,190.11788358061492,189.5272028157017,194.78606950790916,scenario_projection_recursive,kme_prevalence
high_emissions,2037,kme_cases_per_100k,KME prevalence per 100k,203.45136981008926,190.11788358061492,195.15395167031394,scenario_projection_recursive,kme_prevalence
high_emissions,2038,kme_cases_per_100k,KME prevalence per 100k,200.864084125935,203.45136981008926,194.36548540213528,scenario_projection_recursive,kme_prevalence
high_emissions,2039,kme_cases_per_100k,KME prevalence per 100k,209.23540714394449,200.864084125935,198.14444583887973,scenario_projection_recursive,kme_prevalence
high_emissions,2040,kme_cases_per_100k,KME prevalence per 100k,192.01772039231275,209.23540714394449,204.5169536933229,scenario_projection_recursive,kme_prevalence
high_emissions,2041,kme_cases_per_100k,KME prevalence per 100k,203.4996871577397,192.01772039231275,200.70573722073073,scenario_projection_recursive,kme_prevalence
high_emissions,2042,kme_cases_per_100k,KME prevalence per 100k,198.7193411188844,203.4996871577397,201.58427156466564,scenario_projection_recursive,kme_prevalence
high_emissions,2043,kme_cases_per_100k,KME prevalence per 100k,200.61084436252094,198.7193411188844,198.07891622297893,scenario_projection_recursive,kme_prevalence
high_emissions,2044,kme_cases_per_100k,KME prevalence per 100k,196.0524995635828,200.61084436252094,200.94329087971502,scenario_projection_recursive,kme_prevalence
high_emissions,2045,kme_cases_per_100k,KME prevalence per 100k,200.162579185889,196.0524995635828,198.46089501499603,scenario_projection_recursive,kme_prevalence
high_emissions,2046,kme_cases_per_100k,KME prevalence per 100k,203.23980125832375,200.162579185889,198.94197437066427,scenario_projection_recursive,kme_prevalence
high_emissions,2047,kme_cases_per_100k,KME prevalence per 100k,204.5386602857789,203.23980125832375,199.81829333593188,scenario_projection_recursive,kme_prevalence
high_emissions,2048,kme_cases_per_100k,KME prevalence per 100k,200.23724131784206,204.5386602857789,202.64701357666388,scenario_projection_recursive,kme_prevalence
high_emissions,2049,kme_cases_per_100k,KME prevalence per 100k,199.8357669337767,200.23724131784206,202.67190095398155,scenario_projection_recursive,kme_prevalence
high_emissions,2050,kme_cases_per_100k,KME prevalence per 100k,209.79661975240418,199.8357669337767,201.53722284579922,scenario_projection_recursive,kme_prevalence
high_emissions,2051,kme_cases_per_100k,KME prevalence per 100k,208.98351067400674,209.79661975240418,203.28987600134099,scenario_projection_recursive,kme_prevalence
