model_name,target_column,target_label,scenario_family,year,prevalence_per_100k,series_role
kme_prevalence,kme_cases_per_100k,KME prevalence per 100k,high_emissions,2027,187.4757277363193,predicted_future
kme_prevalence,kme_cases_per_100k,KME prevalence per 100k,high_emissions,2028,179.2833475575701,predicted_future
kme_prevalence,kme_cases_per_100k,KME prevalence per 100k,high_emissions,2029,182.26829050250998,predicted_future
kme_prevalence,kme_cases_per_100k,KME prevalence per 100k,high_emissions,2030,186.7637170331788,predicted_future
kme_prevalence,kme_cases_per_100k,KME prevalence per 100k,high_emissions,2031,186.51244881853162,predicted_future
kme_prevalence,kme_cases_per_100k,KME prevalence per 100k,high_emissions,2032,196.66535038654965,predicted_future
kme_prevalence,kme_cases_per_100k,KME prevalence per 100k,high_emissions,2033,189.01423709340065,predicted_future
kme_prevalence,kme_cases_per_100k,KME prevalence per 100k,high_emissions,2034,205.81676861462515,predicted_future
kme_prevalence,kme_cases_per_100k,KME prevalence per 100k,high_emissions,2035,189.5272028157017,predicted_future
kme_prevalence,kme_cases_per_100k,KME prevalence per 100k,medium_emissions,2016,135.79445503508035,observed_history
kme_prevalence,kme_cases_per_100k,KME prevalence per 100k,medium_emissions,2017,168.6770572507053,observed_history
kme_prevalence,kme_cases_per_100k,KME prevalence per 100k,medium_emissions,2018,252.4088866223532,observed_history
kme_prevalence,kme_cases_per_100k,KME prevalence per 100k,medium_emissions,2019,180.71698086484423,observed_history
kme_prevalence,kme_cases_per_100k,KME prevalence per 100k,medium_emissions,2020,301.5523875503833,observed_history
kme_prevalence,kme_cases_per_100k,KME prevalence per 100k,medium_emissions,2021,100.59888726883833,observed_history
kme_prevalence,kme_cases_per_100k,KME prevalence per 100k,medium_emissions,2022,205.7939450450572,observed_history
kme_prevalence,kme_cases_per_100k,KME prevalence per 100k,medium_emissions,2023,101.69492639717312,observed_history
kme_prevalence,kme_cases_per_100k,KME prevalence per 100k,medium_emissions,2024,146.00641182625756,observed_history
kme_prevalence,kme_cases_per_100k,KME prevalence per 100k,medium_emissions,2025,127.0130530917857,observed_history
kme_prevalence,kme_cases_per_100k,KME prevalence per 100k,medium_emissions,2026,191.6980548089992,predicted_future
kme_prevalence,kme_cases_per_100k,KME prevalence per 100k,medium_emissions,2027,187.36170333102768,predicted_future
kme_prevalence,kme_cases_per_100k,KME prevalence per 100k,medium_emissions,2028,184.27363437711398,predicted_future
kme_prevalence,kme_cases_per_100k,KME prevalence per 100k,medium_emissions,2029,173.6762774218951,predicted_future
kme_prevalence,kme_cases_per_100k,KME prevalence per 100k,medium_emissions,2030,184.0786903378387,predicted_future
kme_prevalence,kme_cases_per_100k,KME prevalence per 100k,medium_emissions,2031,195.89086002726674,predicted_future
kme_prevalence,kme_cases_per_100k,KME prevalence per 100k,medium_emissions,2032,187.56583819587263,predicted_future
kme_prevalence,kme_cases_per_100k,KME prevalence per 100k,medium_emissions,2033,180.2898499286812,predicted_future
kme_prevalence,kme_cases_per_100k,KME prevalence per 100k,medium_emissions,2034,189.83947401286923,predicted_future
kme_prevalence,kme_cases_per_100k,KME prevalence per 100k,medium_emissions,2035,190.04035748526925,predicted_future
lyme_prevalence,lyme_cases_per_100k,Lyme prevalence per 100k,high_emissions,2016,6665.520506295102,observed_history
lyme_prevalence,lyme_cases_per_100k,Lyme prevalence per 100k,high_emissions,2017,7502.82165437696,observed_history
lyme_prevalence,lyme_cases_per_100k,Lyme prevalence per 100k,high_emissions,2018,12445.572814895637,observed_history
lyme_prevalence,lyme_cases_per_100k,Lyme prevalence per 100k,high_emissions,2019,6378.821000256395,observed_history
lyme_prevalence,lyme_cases_per_100k,Lyme prevalence per 100k,high_emissions,2020,12089.509355429003,observed_history
lyme_prevalence,lyme_cases_per_100k,Lyme prevalence per 100k,high_emissions,2021,4758.976392895206,observed_history
lyme_prevalence,lyme_cases_per_100k,Lyme prevalence per 100k,high_emissions,2022,6546.207394766579,observed_history
lyme_prevalence,lyme_cases_per_100k,Lyme prevalence per 100k,high_emissions,2023,4058.111824801481,observed_history
lyme_prevalence,lyme_cases_per_100k,Lyme prevalence per 100k,high_emissions,2024,5082.948490830592,observed_history
lyme_prevalence,lyme_cases_per_100k,Lyme prevalence per 100k,high_emissions,2025,7939.903481400254,observed_history
lyme_prevalence,lyme_cases_per_100k,Lyme prevalence per 100k,high_emissions,2026,6922.319157781094,predicted_future
lyme_prevalence,lyme_cases_per_100k,Lyme prevalence per 100k,high_emissions,2027,6950.865525777931,predicted_future
lyme_prevalence,lyme_cases_per_100k,Lyme prevalence per 100k,high_emissions,2028,6723.82966317518,predicted_future
lyme_prevalence,lyme_cases_per_100k,Lyme prevalence per 100k,high_emissions,2029,6854.911666144334,predicted_future
lyme_prevalence,lyme_cases_per_100k,Lyme prevalence per 100k,high_emissions,2030,6998.253251347954,predicted_future
lyme_prevalence,lyme_cases_per_100k,Lyme prevalence per 100k,high_emissions,2031,7005.4632146604745,predicted_future
lyme_prevalence,lyme_cases_per_100k,Lyme prevalence per 100k,high_emissions,2032,7377.396880827673,predicted_future
lyme_prevalence,lyme_cases_per_100k,Lyme prevalence per 100k,high_emissions,2033,7127.705233038145,predicted_future
lyme_prevalence,lyme_cases_per_100k,Lyme prevalence per 100k,high_emissions,2034,7727.96841269074,predicted_future
lyme_prevalence,lyme_cases_per_100k,Lyme prevalence per 100k,high_emissions,2035,7175.870649885997,predicted_future
lyme_prevalence,lyme_cases_per_100k,Lyme prevalence per 100k,medium_emissions,2016,6665.520506295102,observed_history
lyme_prevalence,lyme_cases_per_100k,Lyme prevalence per 100k,medium_emissions,2017,7502.82165437696,observed_history
lyme_prevalence,lyme_cases_per_100k,Lyme prevalence per 100k,medium_emissions,2018,12445.572814895637,observed_history
lyme_prevalence,lyme_cases_per_100k,Lyme prevalence per 100k,medium_emissions,2019,6378.821000256395,observed_history
lyme_prevalence,lyme_cases_per_100k,Lyme prevalence per 100k,medium_emissions,2020,12089.509355429003,observed_history
lyme_prevalence,lyme_cases_per_100k,Lyme prevalence per 100k,medium_emissions,2021,4758.976392895206,observed_history
lyme_prevalence,lyme_cases_per_100k,Lyme prevalence per 100k,medium_emissions,2022,6546.207394766579,observed_history
lyme_prevalence,lyme_cases_per_100k,Lyme prevalence per 100k,medium_emissions,2023,4058.111824801481,observed_history
lyme_prevalence,lyme_cases_per_100k,Lyme prevalence per 100k,medium_emissions,2024,5082.948490830592,observed_history
lyme_prevalence,lyme_cases_per_100k,Lyme prevalence per 100k,medium_emissions,2025,7939.903481400254,observed_history
lyme_prevalence,lyme_cases_per_100k,Lyme prevalence per 100k,medium_emissions,2026,6985.034168743854,predicted_future
lyme_prevalence,lyme_cases_per_100k,Lyme prevalence per 100k,medium_emissions,2027,6962.659118536398,predicted_future
lyme_prevalence,lyme_cases_per_100k,Lyme prevalence per 100k,medium_emissions,2028,6885.52601113644,predicted_future
lyme_prevalence,lyme_cases_per_100k,Lyme prevalence per 100k,medium_emissions,2029,6555.235565439199,predicted_future
lyme_prevalence,lyme_cases_per_100k,Lyme prevalence per 100k,medium_emissions,2030,6908.723278893076,predicted_future
lyme_prevalence,lyme_cases_per_100k,Lyme prevalence per 100k,medium_emissions,2031,7337.558474076674,predicted_future
lyme_prevalence,lyme_cases_per_100k,Lyme prevalence per 100k,medium_emissions,2032,7052.03356595947,predicted_future
lyme_prevalence,lyme_cases_per_100k,Lyme prevalence per 100k,medium_emissions,2033,6805.401129395376,predicted_future
lyme_prevalence,lyme_cases_per_100k,Lyme prevalence per 100k,medium_emissions,2034,7146.263555974397,predicted_future
lyme_prevalence,lyme_cases_per_100k,Lyme prevalence per 100k,medium_emissions,2035,7149.215303978427,predicted_future
