municipality_code,year,population
158,2020,2042
158,2021,2087
158,2022,2063
158,2023,2005
158,2024,1985
158,2025,1969
159,2008,3785
159,2009,3720
159,2010,3765
159,2011,3748
159,2012,3738
159,2013,3736
159,2014,3732
159,2015,3740
159,2016,3712
159,2017,3747
159,2018,3745
159,2019,3797
159,2020,3879
159,2021,3938
159,2022,3873
159,2023,3897
159,2024,4001
159,2025,4059
160,2008,10775
160,2009,10844
160,2010,10820
160,2011,10861
160,2012,10943
160,2013,11189
160,2014,11224
160,2015,11188
160,2016,11273
160,2017,11285
160,2018,11415
160,2019,11768
160,2020,11753
160,2021,11720
160,2022,11723
160,2023,11885
160,2024,11981
160,2025,11913
161,2008,335
161,2009,322
161,2010,315
161,2011,316
161,2012,379
161,2013,375
161,2014,362
161,2015,367
161,2016,375
161,2017,367
161,2018,362
161,2019,354
161,2020,353
161,2021,369
161,2022,362
161,2023,357
161,2024,346
161,2025,335
162,2008,2740
162,2009,2838
162,2010,2872
162,2011,2872
162,2012,2867
162,2013,2909
162,2014,2937
162,2015,2950
162,2016,2970
162,2017,2980
162,2018,3017
162,2019,3016
162,2020,3024
162,2021,2985
162,2022,3006
162,2023,3024
162,2024,3044
162,2025,3051
163,2008,691
163,2009,664
163,2010,666
163,2011,664
163,2012,640
163,2013,634
163,2014,652
163,2015,645
163,2016,624
163,2017,625
163,2018,629
163,2019,634
163,2020,625
163,2021,666
163,2022,667
163,2023,671
163,2024,662
163,2025,681
164,2008,4849
164,2009,5082
164,2010,5314
164,2011,5457
164,2012,5682
164,2013,5746
164,2014,5868
164,2015,5932
164,2016,6001
164,2017,6108
164,2018,6192
164,2019,6268
164,2020,6387
164,2021,6444
164,2022,6482
164,2023,6643
164,2024,6739
164,2025,6761
165,2008,691
165,2009,647
165,2010,665
165,2011,663
165,2012,632
165,2013,644
165,2014,650
165,2015,646
165,2016,641
165,2017,640
165,2018,637
165,2019,639
165,2020,635
165,2021,691
165,2022,678
165,2023,621
165,2024,624
165,2025,610
166,2008,3550
166,2009,3750
166,2010,3747
166,2011,3729
166,2012,3772
166,2013,3753
166,2014,3702
166,2015,3693
166,2016,3618
166,2017,3613
166,2018,3568
166,2019,3560
166,2020,3537
166,2021,3549
166,2022,3536
166,2023,3564
166,2024,3536
166,2025,3528
167,2008,3163
167,2009,3120
167,2010,3127
167,2011,3113
167,2012,3124
167,2013,3096
167,2014,3119
167,2015,3116
167,2016,3088
167,2017,3055
167,2018,3014
167,2019,2979
167,2020,2963
167,2021,2988
167,2022,2958
167,2023,2944
167,2024,2951
167,2025,2944
168,2008,4022
168,2009,3973
168,2010,3996
168,2011,3985
168,2012,3988
168,2013,4015
168,2014,3987
168,2015,3989
168,2016,4011
168,2017,4012
168,2018,3999
168,2019,4014
168,2020,4039
168,2021,4025
168,2022,4022
168,2023,4102
168,2024,4090
168,2025,4073
169,2008,6236
169,2009,6240
169,2010,6290
169,2011,6268
169,2012,6379
169,2013,6402
169,2014,6437
169,2015,6460
169,2016,6525
169,2017,6566
169,2018,6553
169,2019,6744
169,2020,6929
169,2021,6996
169,2022,7045
169,2023,7147
169,2024,7189
169,2025,7261
170,2008,2795
170,2009,2779
170,2010,2785
170,2011,2807
170,2012,2835
170,2013,2846
170,2014,2882
170,2015,2873
170,2016,2911
170,2017,2933
170,2018,2962
170,2019,2974
170,2020,2988
170,2021,3034
170,2022,3077
170,2023,3130
170,2024,3192
170,2025,3203
171,2008,3966
171,2009,3918
171,2010,3949
171,2011,3965
171,2012,4002
171,2013,4029
171,2014,4030
171,2015,4046
171,2016,4076
171,2017,4099
171,2018,4100
171,2019,4118
171,2020,4137
171,2021,4154
171,2022,4131
171,2023,4146
171,2024,4176
171,2025,4203
172,2008,1937
172,2009,1892
172,2010,1891
172,2011,1897
172,2012,1861
172,2013,1873
172,2014,1856
172,2015,1814
172,2016,1818
172,2017,1880
172,2018,1865
172,2019,1817
172,2020,1801
172,2021,1853
172,2022,1844
172,2023,1819
172,2024,1831
172,2025,1821
173,2008,5636
173,2009,5872
173,2010,5923
173,2011,5966
173,2012,5959
173,2013,5995
173,2014,6060
173,2015,6084
173,2016,6135
173,2017,6176
173,2018,6172
173,2019,6191
173,2020,6258
173,2021,6321
173,2022,6386
173,2023,6410
173,2024,6469
173,2025,6629
174,2008,4606
174,2009,4599
174,2010,4734
174,2011,4916
174,2012,4998
174,2013,5052
174,2014,5002
174,2015,4999
174,2016,5007
174,2017,5067
174,2018,5068
174,2019,5084
174,2020,5103
174,2021,5210
174,2022,5302
174,2023,5343
174,2024,5329
174,2025,5317
175,2008,6679
175,2009,6741
175,2010,6833
175,2011,6844
175,2012,6826
175,2013,6814
175,2014,6787
175,2015,6780
175,2016,6763
175,2017,6753
175,2018,6797
175,2019,6794
175,2020,6799
175,2021,6800
175,2022,6732
175,2023,6798
175,2024,6737
175,2025,6701
176,2008,1346
176,2009,1344
176,2010,1344
176,2011,1353
176,2012,1342
176,2013,1335
176,2014,1296
176,2015,1287
176,2016,1278
176,2017,1289
176,2018,1268
176,2019,1265
176,2020,1277
176,2021,1265
176,2022,1237
176,2023,1233
176,2024,1232
176,2025,1216
177,2008,1258
177,2009,1228
177,2010,1253
177,2011,1232
177,2012,1205
177,2013,1198
177,2014,1183
177,2015,1175
177,2016,1180
177,2017,1179
177,2018,1148
177,2019,1128
177,2020,1116
177,2021,1142
177,2022,1141
177,2023,1099
177,2024,1085
177,2025,1099
178,2008,4550
178,2009,4563
178,2010,4541
178,2011,4531
178,2012,4549
178,2013,4532
178,2014,4459
178,2015,4521
178,2016,4522
178,2017,4470
178,2018,4480
178,2019,4494
178,2020,4493
178,2021,4562
178,2022,4513
178,2023,4473
178,2024,4469
178,2025,4402
179,2008,2205
179,2009,2148
179,2010,2168
179,2011,2154
179,2012,2167
179,2013,2187
179,2014,2181
179,2015,2190
179,2016,2186
179,2017,2184
179,2018,2171
179,2019,2177
179,2020,2185
179,2021,2249
179,2022,2269
179,2023,2284
179,2024,2308
179,2025,2318
180,2008,540
180,2009,505
180,2010,515
180,2011,517
180,2012,516
180,2013,518
180,2014,523
180,2015,504
180,2016,514
180,2017,521
180,2018,513
180,2019,514
180,2020,513
180,2021,529
180,2022,524
180,2023,511
180,2024,514
180,2025,504
181,2008,2378
181,2009,2368
181,2010,2370
181,2011,2338
181,2012,2337
181,2013,2342
181,2014,2330
181,2015,2325
181,2016,2319
181,2017,2309
181,2018,2286
181,2019,2285
181,2020,2294
181,2021,2323
181,2022,2326
181,2023,2326
181,2024,2360
181,2025,2376
182,2008,1237
182,2009,1207
182,2010,1209
182,2011,1221
182,2012,1181
182,2013,1138
182,2014,1164
182,2015,1164
182,2016,1160
182,2017,1143
182,2018,1157
182,2019,1180
182,2020,1180
182,2021,1203
182,2022,1201
182,2023,1193
182,2024,1196
182,2025,1184
183,2008,6446
183,2009,6339
183,2010,6406
183,2011,6351
183,2012,6346
183,2013,6348
183,2014,6302
183,2015,6280
183,2016,6279
183,2017,6244
183,2018,6168
183,2019,6234
183,2020,6292
183,2021,6292
183,2022,6164
183,2023,6175
183,2024,6267
183,2025,6383
184,2008,1495
184,2009,1510
184,2010,1516
184,2011,1590
184,2012,1614
184,2013,1603
184,2014,1620
184,2015,1655
184,2016,1645
184,2017,1647
184,2018,1668
184,2019,1645
184,2020,1669
184,2021,1670
184,2022,1693
184,2023,1735
184,2024,1750
184,2025,1789
185,2008,1311
185,2009,1312
185,2010,1326
185,2011,1347
185,2012,1352
185,2013,1348
185,2014,1348
185,2015,1316
185,2016,1341
185,2017,1371
185,2018,1365
185,2019,1359
185,2020,1366
185,2021,1374
185,2022,1385
185,2023,1404
185,2024,1398
185,2025,1397
186,2008,3664
186,2009,3682
186,2010,3776
186,2011,3844
186,2012,3835
186,2013,3874
186,2014,3851
186,2015,3858
186,2016,3889
186,2017,3881
186,2018,3869
186,2019,3922
186,2020,3940
186,2021,3925
186,2022,3900
186,2023,3956
186,2024,4073
186,2025,4026
187,2008,1523
187,2009,1483
187,2010,1459
187,2011,1491
187,2012,1489
187,2013,1469
187,2014,1456
187,2015,1439
187,2016,1449
187,2017,1443
187,2018,1439
187,2019,1416
187,2020,1392
187,2021,1380
187,2022,1387
187,2023,1393
187,2024,1394
187,2025,1392
188,2008,1328
188,2009,1308
188,2010,1313
188,2011,1287
188,2012,1284
188,2013,1299
188,2014,1296
188,2015,1295
188,2016,1299
188,2017,1315
188,2018,1291
188,2019,1288
188,2020,1325
188,2021,1344
188,2022,1371
188,2023,1368
188,2024,1358
188,2025,1379
189,2008,2554
189,2009,2564
189,2010,2614
189,2011,2588
189,2012,2618
189,2013,2652
189,2014,2597
189,2015,2603
189,2016,2599
189,2017,2604
189,2018,2602
189,2019,2616
189,2020,2624
189,2021,2646
189,2022,2672
189,2023,2683
189,2024,2725
189,2025,2763
190,2008,21188
190,2009,21210
190,2010,21494
190,2011,21483
190,2012,21532
190,2013,21413
190,2014,21255
190,2015,21264
190,2016,21306
190,2017,21261
190,2018,21243
190,2019,21340
190,2020,21492
190,2021,21528
190,2022,21477
190,2023,21675
190,2024,21788
190,2025,21823
191,2008,1404
191,2009,1326
191,2010,1343
191,2011,1326
191,2012,1355
191,2013,1340
191,2014,1335
191,2015,1324
191,2016,1301
191,2017,1300
191,2018,1296
191,2019,1293
191,2020,1309
191,2021,1303
191,2022,1309
191,2023,1293
191,2024,1288
191,2025,1318
192,2008,4256
192,2009,4264
192,2010,4321
192,2011,4355
192,2012,4402
192,2013,4401
192,2014,4389
192,2015,4370
192,2016,4381
192,2017,4392
192,2018,4411
192,2019,4398
192,2020,4394
192,2021,4465
192,2022,4479
192,2023,4509
192,2024,4535
192,2025,4525
193,2008,4601
193,2009,4527
193,2010,4519
193,2011,4536
193,2012,4566
193,2013,4568
193,2014,4560
193,2015,4548
193,2016,4592
193,2017,4606
193,2018,4621
193,2019,4628
193,2020,4702
193,2021,4741
193,2022,4719
193,2023,4681
193,2024,4663
193,2025,4691
194,2008,5278
194,2009,5419
194,2010,5391
194,2011,5446
194,2012,5472
194,2013,5522
194,2014,5476
194,2015,5498
194,2016,5515
194,2017,5545
194,2018,5565
194,2019,5603
194,2020,5642
194,2021,5661
194,2022,5700
194,2023,5768
194,2024,5756
194,2025,5810
195,2008,3646
195,2009,3629
195,2010,3611
195,2011,3637
195,2012,3633
195,2013,3610
195,2014,3623
195,2015,3591
195,2016,3581
195,2017,3544
195,2018,3546
195,2019,3516
195,2020,3533
195,2021,3556
195,2022,3556
195,2023,3536
195,2024,3580
195,2025,3563
196,2008,2326
196,2009,2283
196,2010,2313
196,2011,2299
196,2012,2296
196,2013,2312
196,2014,2343
196,2015,2339
196,2016,2287
196,2017,2344
196,2018,2324
196,2019,2391
196,2020,2345
196,2021,2378
196,2022,2363
196,2023,2366
196,2024,2378
196,2025,2364
197,2008,2467
197,2009,2413
197,2010,2421
197,2011,2404
197,2012,2413
197,2013,2416
197,2014,2399
197,2015,2455
197,2016,2419
197,2017,2425
197,2018,2437
197,2019,2450
197,2020,2432
197,2021,2446
197,2022,2453
197,2023,2472
197,2024,2464
197,2025,2448
198,2008,2106
198,2009,2089
198,2010,2102
198,2011,2071
198,2012,2080
198,2013,2037
198,2014,2023
198,2015,2036
198,2016,2039
198,2017,2025
198,2018,2019
198,2019,2015
198,2020,2010
198,2021,2051
198,2022,2048
198,2023,2038
198,2024,2028
198,2025,2058
199,2008,2968
199,2009,2892
199,2010,2915
199,2011,2932
199,2012,2964
199,2013,2981
199,2014,3032
199,2015,3029
199,2016,3032
199,2017,3045
199,2018,3033
199,2019,3057
199,2020,3089
199,2021,3164
199,2022,3164
199,2023,3229
199,2024,3223
199,2025,3270
200,2008,4298
200,2009,4525
200,2010,4572
200,2011,4567
200,2012,4577
200,2013,4556
200,2014,4469
200,2015,4453
200,2016,4421
200,2017,4432
200,2018,4360
200,2019,4431
200,2020,4449
200,2021,4467
200,2022,4493
200,2023,4432
200,2024,4396
200,2025,4398
201,2008,4272
201,2009,4229
201,2010,4296
201,2011,4304
201,2012,4286
201,2013,4309
201,2014,4324
201,2015,4297
201,2016,4323
201,2017,4365
201,2018,4307
201,2019,4354
201,2020,4371
201,2021,4383
201,2022,4377
201,2023,4384
201,2024,4417
201,2025,4414
202,2008,2274
202,2009,2142
202,2010,2146
202,2011,2130
202,2012,2135
202,2013,2110
202,2014,2059
202,2015,2039
202,2016,2042
202,2017,2019
202,2018,1977
202,2019,1957
202,2020,1902
202,2021,1919
202,2022,1904
202,2023,1911
202,2024,1867
202,2025,1839
203,2008,3823
203,2009,3792
203,2010,3796
203,2011,3847
203,2012,3858
203,2013,3890
203,2014,3842
203,2015,3807
203,2016,3821
203,2017,3837
203,2018,3873
203,2019,3912
203,2020,3936
203,2021,3881
203,2022,3881
203,2023,3878
203,2024,3905
203,2025,3980
204,2008,2272
204,2009,2197
204,2010,2130
204,2011,2110
204,2012,2118
204,2013,2100
204,2014,2087
204,2015,2052
204,2016,2054
204,2017,2071
204,2018,2065
204,2019,2078
204,2020,2101
204,2021,2193
204,2022,2194
204,2023,2168
204,2024,2222
204,2025,2270
205,2008,2207
205,2009,2073
205,2010,2096
205,2011,2090
205,2012,2115
205,2013,2112
205,2014,2071
205,2015,2052
205,2016,2051
205,2017,2006
205,2018,2011
205,2019,2015
205,2020,1988
205,2021,2007
205,2022,2015
205,2023,1979
205,2024,1978
205,2025,1988
206,2008,3059
206,2009,3164
206,2010,3189
206,2011,3168
206,2012,3160
206,2013,3224
206,2014,3244
206,2015,3265
206,2016,3293
206,2017,3296
206,2018,3310
206,2019,3378
206,2020,3462
206,2021,3521
206,2022,3522
206,2023,3544
206,2024,3583
206,2025,3607
207,2008,2884
207,2009,2904
207,2010,2909
207,2011,2935
207,2012,2908
207,2013,2874
207,2014,2846
207,2015,2815
207,2016,2822
207,2017,2816
207,2018,2792
207,2019,2762
207,2020,2738
207,2021,2769
207,2022,2779
207,2023,2793
207,2024,2744
207,2025,2732
208,2008,3484
208,2009,3538
208,2010,3575
208,2011,3581
208,2012,3631
208,2013,3660
208,2014,3620
208,2015,3636
208,2016,3606
208,2017,3653
208,2018,3631
208,2019,3669
208,2020,3656
208,2021,3620
208,2022,3681
208,2023,3764
208,2024,3812
208,2025,3860
209,2008,2297
209,2009,2287
209,2010,2310
209,2011,2290
209,2012,2295
209,2013,2306
209,2014,2338
209,2015,2350
209,2016,2328
209,2017,2308
209,2018,2267
209,2019,2314
209,2020,2322
209,2021,2355
209,2022,2324
209,2023,2318
209,2024,2328
209,2025,2326
210,2008,2148
210,2009,2114
210,2010,2124
210,2011,2079
210,2012,2091
210,2013,2109
210,2014,2076
210,2015,2083
210,2016,2076
210,2017,2097
210,2018,2055
210,2019,2075
210,2020,2098
210,2021,2114
210,2022,2118
210,2023,2132
210,2024,2186
210,2025,2180
211,2008,2404
211,2009,2807
211,2010,2812
211,2011,2823
211,2012,2828
211,2013,2845
211,2014,2890
211,2015,2900
211,2016,2923
211,2017,2853
211,2018,2908
211,2019,2947
211,2020,2969
211,2021,2898
211,2022,2935
211,2023,2939
211,2024,2995
211,2025,2936
212,2008,
212,2009,
212,2010,
212,2011,
212,2012,2609
212,2013,2577
212,2014,2554
212,2015,2523
212,2016,2515
212,2017,2555
212,2018,2575
212,2019,2616
212,2020,2649
212,2021,2683
212,2022,2694
212,2023,2714
212,2024,2753
212,2025,2822
213,2008,
213,2009,
213,2010,
213,2011,
213,2012,
213,2013,
213,2014,
213,2015,3219
213,2016,3235
213,2017,3229
213,2018,3209
213,2019,3206
213,2020,3224
213,2021,3261
213,2022,3282
213,2023,3388
213,2024,3325
213,2025,3446
