fold_id,candidate_id,candidate_name,n_original_train,n_common_train,n_train_excluded_incomplete_weather,n_validation,n_parameters,design_matrix_rank,offset,offset_coefficient,weather_scaling_fit_scope,weather_scaling_means,weather_scaling_standard_deviations,train_target_end_max,validation_start,latest_training_weather_week_end,latest_validation_weather_week_end,converged,iterations,warning_count,warning_messages,deviance,pearson_chi2
fold_05_validate_2021,statistical_baseline_s1,S1 baseline on common weather support,54484,50880,3604,10176,3,3,log(population),1,,,,2020-12-28,2021-01-04,2020-11-29,2021-11-28,true,6,0,[],99895.1302200129,133586.165684485
fold_05_validate_2021,statistical_baseline_s1_plus_static_geography,S1 plus fixed municipality area,54484,50880,3604,10176,4,4,log(population),1,,,,2020-12-28,2021-01-04,2020-11-29,2021-11-28,true,6,0,[],99696.4788969918,131537.591108726
fold_05_validate_2021,statistical_baseline_s1_plus_weather,S1 plus lagged ERA5-Land weather,54484,50880,3604,10176,24,24,log(population),1,training_fold_only,"{""d2m_mean_c_lag_1w"": 6.926151146354391, ""d2m_mean_c_lag_2w"": 6.952934956804901, ""d2m_mean_c_previous_4w_mean"": 6.960678261076346, ""stl1_mean_c_lag_1w"": 11.283950900354903, ""stl1_mean_c_lag_2w"": 11.323374121045491, ""stl1_mean_c_previous_4w_mean"": 11.332657551495792, ""stl2_mean_c_lag_1w"": 11.240888065818952, ""stl2_mean_c_lag_2w"": 11.274863677947513, ""stl2_mean_c_previous_4w_mean"": 11.27965377733998, ""swvl1_mean_m3_m3_lag_1w"": 0.35948523073789296, ""swvl1_mean_m3_m3_lag_2w"": 0.35937418958026973, ""swvl1_mean_m3_m3_previous_4w_mean"": 0.3592823291868843, ""swvl2_mean_m3_m3_lag_1w"": 0.35907656350035416, ""swvl2_mean_m3_m3_lag_2w"": 0.35891347369759197, ""swvl2_mean_m3_m3_previous_4w_mean"": 0.3588196559295513, ""t2m_mean_c_lag_1w"": 11.238283367484641, ""t2m_mean_c_lag_2w"": 11.278360505216323, ""t2m_mean_c_previous_4w_mean"": 11.29146138938158, ""tp_sum_mm_lag_1w"": 23.87072227780632, ""tp_sum_mm_lag_2w"": 23.939616177352285, ""tp_sum_mm_previous_4w_sum"": 95.54855108950477}","{""d2m_mean_c_lag_1w"": 7.14931345130762, ""d2m_mean_c_lag_2w"": 7.1299627216116495, ""d2m_mean_c_previous_4w_mean"": 6.753619399561345, ""stl1_mean_c_lag_1w"": 7.41579612914861, ""stl1_mean_c_lag_2w"": 7.388504713133698, ""stl1_mean_c_previous_4w_mean"": 7.1923829203022835, ""stl2_mean_c_lag_1w"": 7.0074375404909715, ""stl2_mean_c_lag_2w"": 6.98559119214675, ""stl2_mean_c_previous_4w_mean"": 6.829781872623726, ""swvl1_mean_m3_m3_lag_1w"": 0.03852330169644042, ""swvl1_mean_m3_m3_lag_2w"": 0.03860336475060437, ""swvl1_mean_m3_m3_previous_4w_mean"": 0.032717524431820647, ""swvl2_mean_m3_m3_lag_1w"": 0.040330723613691596, ""swvl2_mean_m3_m3_lag_2w"": 0.04039379761464888, ""swvl2_mean_m3_m3_previous_4w_mean"": 0.03544190015248016, ""t2m_mean_c_lag_1w"": 7.7403023103439965, ""t2m_mean_c_lag_2w"": 7.712728278726155, ""t2m_mean_c_previous_4w_mean"": 7.433325008666022, ""tp_sum_mm_lag_1w"": 22.91861812981426, ""tp_sum_mm_lag_2w"": 22.876350787625018, ""tp_sum_mm_previous_4w_sum"": 55.82057716000454}",2020-12-28,2021-01-04,2020-11-29,2021-11-28,true,6,0,[],96756.2069441743,127914.626076801
fold_05_validate_2021,statistical_baseline_s1_plus_static_geography_weather,S1 plus fixed municipality area and lagged ERA5-Land weather,54484,50880,3604,10176,25,25,log(population),1,training_fold_only,"{""d2m_mean_c_lag_1w"": 6.926151146354391, ""d2m_mean_c_lag_2w"": 6.952934956804901, ""d2m_mean_c_previous_4w_mean"": 6.960678261076346, ""stl1_mean_c_lag_1w"": 11.283950900354903, ""stl1_mean_c_lag_2w"": 11.323374121045491, ""stl1_mean_c_previous_4w_mean"": 11.332657551495792, ""stl2_mean_c_lag_1w"": 11.240888065818952, ""stl2_mean_c_lag_2w"": 11.274863677947513, ""stl2_mean_c_previous_4w_mean"": 11.27965377733998, ""swvl1_mean_m3_m3_lag_1w"": 0.35948523073789296, ""swvl1_mean_m3_m3_lag_2w"": 0.35937418958026973, ""swvl1_mean_m3_m3_previous_4w_mean"": 0.3592823291868843, ""swvl2_mean_m3_m3_lag_1w"": 0.35907656350035416, ""swvl2_mean_m3_m3_lag_2w"": 0.35891347369759197, ""swvl2_mean_m3_m3_previous_4w_mean"": 0.3588196559295513, ""t2m_mean_c_lag_1w"": 11.238283367484641, ""t2m_mean_c_lag_2w"": 11.278360505216323, ""t2m_mean_c_previous_4w_mean"": 11.29146138938158, ""tp_sum_mm_lag_1w"": 23.87072227780632, ""tp_sum_mm_lag_2w"": 23.939616177352285, ""tp_sum_mm_previous_4w_sum"": 95.54855108950477}","{""d2m_mean_c_lag_1w"": 7.14931345130762, ""d2m_mean_c_lag_2w"": 7.1299627216116495, ""d2m_mean_c_previous_4w_mean"": 6.753619399561345, ""stl1_mean_c_lag_1w"": 7.41579612914861, ""stl1_mean_c_lag_2w"": 7.388504713133698, ""stl1_mean_c_previous_4w_mean"": 7.1923829203022835, ""stl2_mean_c_lag_1w"": 7.0074375404909715, ""stl2_mean_c_lag_2w"": 6.98559119214675, ""stl2_mean_c_previous_4w_mean"": 6.829781872623726, ""swvl1_mean_m3_m3_lag_1w"": 0.03852330169644042, ""swvl1_mean_m3_m3_lag_2w"": 0.03860336475060437, ""swvl1_mean_m3_m3_previous_4w_mean"": 0.032717524431820647, ""swvl2_mean_m3_m3_lag_1w"": 0.040330723613691596, ""swvl2_mean_m3_m3_lag_2w"": 0.04039379761464888, ""swvl2_mean_m3_m3_previous_4w_mean"": 0.03544190015248016, ""t2m_mean_c_lag_1w"": 7.7403023103439965, ""t2m_mean_c_lag_2w"": 7.712728278726155, ""t2m_mean_c_previous_4w_mean"": 7.433325008666022, ""tp_sum_mm_lag_1w"": 22.91861812981426, ""tp_sum_mm_lag_2w"": 22.876350787625018, ""tp_sum_mm_previous_4w_sum"": 55.82057716000454}",2020-12-28,2021-01-04,2020-11-29,2021-11-28,true,6,0,[],96594.4998353898,126032.988772913
fold_06_validate_2022,statistical_baseline_s1,S1 baseline on common weather support,65508,61904,3604,10176,3,3,log(population),1,,,,2021-12-27,2022-01-03,2021-11-28,2022-11-27,true,6,0,[],122076.700476334,165735.924134707
fold_06_validate_2022,statistical_baseline_s1_plus_static_geography,S1 plus fixed municipality area,65508,61904,3604,10176,4,4,log(population),1,,,,2021-12-27,2022-01-03,2021-11-28,2022-11-27,true,6,0,[],121897.674396924,163509.151801832
fold_06_validate_2022,statistical_baseline_s1_plus_weather,S1 plus lagged ERA5-Land weather,65508,61904,3604,10176,24,24,log(population),1,training_fold_only,"{""d2m_mean_c_lag_1w"": 6.729054714084317, ""d2m_mean_c_lag_2w"": 6.742916492061609, ""d2m_mean_c_previous_4w_mean"": 6.7473658968481, ""stl1_mean_c_lag_1w"": 11.099252678672006, ""stl1_mean_c_lag_2w"": 11.12566155099674, ""stl1_mean_c_previous_4w_mean"": 11.132997836309285, ""stl2_mean_c_lag_1w"": 11.056894677038937, ""stl2_mean_c_lag_2w"": 11.079377115371752, ""stl2_mean_c_previous_4w_mean"": 11.083846948776092, ""swvl1_mean_m3_m3_lag_1w"": 0.3587136371396084, ""swvl1_mean_m3_m3_lag_2w"": 0.35855293005413397, ""swvl1_mean_m3_m3_previous_4w_mean"": 0.35849192560065135, ""swvl2_mean_m3_m3_lag_1w"": 0.3584567498245078, ""swvl2_mean_m3_m3_lag_2w"": 0.3582924905698461, ""swvl2_mean_m3_m3_previous_4w_mean"": 0.3582226474305086, ""t2m_mean_c_lag_1w"": 11.051278092466978, ""t2m_mean_c_lag_2w"": 11.079447019024853, ""t2m_mean_c_previous_4w_mean"": 11.088996359454859, ""tp_sum_mm_lag_1w"": 23.763559137473997, ""tp_sum_mm_lag_2w"": 23.664228659917764, ""tp_sum_mm_previous_4w_sum"": 94.80071710480546}","{""d2m_mean_c_lag_1w"": 7.080413608348051, ""d2m_mean_c_lag_2w"": 7.073078636702647, ""d2m_mean_c_previous_4w_mean"": 6.696734497483921, ""stl1_mean_c_lag_1w"": 7.4130292419140895, ""stl1_mean_c_lag_2w"": 7.398579879786858, ""stl1_mean_c_previous_4w_mean"": 7.200137595299511, ""stl2_mean_c_lag_1w"": 7.00405242415067, ""stl2_mean_c_lag_2w"": 6.992809303771433, ""stl2_mean_c_previous_4w_mean"": 6.834512856234207, ""swvl1_mean_m3_m3_lag_1w"": 0.04047829924026974, ""swvl1_mean_m3_m3_lag_2w"": 0.04051594215133427, ""swvl1_mean_m3_m3_previous_4w_mean"": 0.03454981240504218, ""swvl2_mean_m3_m3_lag_1w"": 0.04164851849628406, ""swvl2_mean_m3_m3_lag_2w"": 0.041682943828143304, ""swvl2_mean_m3_m3_previous_4w_mean"": 0.036748341439846774, ""t2m_mean_c_lag_1w"": 7.7447239887595565, ""t2m_mean_c_lag_2w"": 7.728522426475137, ""t2m_mean_c_previous_4w_mean"": 7.446075430089246, ""tp_sum_mm_lag_1w"": 22.738865706292103, ""tp_sum_mm_lag_2w"": 22.685916089255016, ""tp_sum_mm_previous_4w_sum"": 54.50445060975802}",2021-12-27,2022-01-03,2021-11-28,2022-11-27,true,6,0,[],117435.22343359,157476.106197258
fold_06_validate_2022,statistical_baseline_s1_plus_static_geography_weather,S1 plus fixed municipality area and lagged ERA5-Land weather,65508,61904,3604,10176,25,25,log(population),1,training_fold_only,"{""d2m_mean_c_lag_1w"": 6.729054714084317, ""d2m_mean_c_lag_2w"": 6.742916492061609, ""d2m_mean_c_previous_4w_mean"": 6.7473658968481, ""stl1_mean_c_lag_1w"": 11.099252678672006, ""stl1_mean_c_lag_2w"": 11.12566155099674, ""stl1_mean_c_previous_4w_mean"": 11.132997836309285, ""stl2_mean_c_lag_1w"": 11.056894677038937, ""stl2_mean_c_lag_2w"": 11.079377115371752, ""stl2_mean_c_previous_4w_mean"": 11.083846948776092, ""swvl1_mean_m3_m3_lag_1w"": 0.3587136371396084, ""swvl1_mean_m3_m3_lag_2w"": 0.35855293005413397, ""swvl1_mean_m3_m3_previous_4w_mean"": 0.35849192560065135, ""swvl2_mean_m3_m3_lag_1w"": 0.3584567498245078, ""swvl2_mean_m3_m3_lag_2w"": 0.3582924905698461, ""swvl2_mean_m3_m3_previous_4w_mean"": 0.3582226474305086, ""t2m_mean_c_lag_1w"": 11.051278092466978, ""t2m_mean_c_lag_2w"": 11.079447019024853, ""t2m_mean_c_previous_4w_mean"": 11.088996359454859, ""tp_sum_mm_lag_1w"": 23.763559137473997, ""tp_sum_mm_lag_2w"": 23.664228659917764, ""tp_sum_mm_previous_4w_sum"": 94.80071710480546}","{""d2m_mean_c_lag_1w"": 7.080413608348051, ""d2m_mean_c_lag_2w"": 7.073078636702647, ""d2m_mean_c_previous_4w_mean"": 6.696734497483921, ""stl1_mean_c_lag_1w"": 7.4130292419140895, ""stl1_mean_c_lag_2w"": 7.398579879786858, ""stl1_mean_c_previous_4w_mean"": 7.200137595299511, ""stl2_mean_c_lag_1w"": 7.00405242415067, ""stl2_mean_c_lag_2w"": 6.992809303771433, ""stl2_mean_c_previous_4w_mean"": 6.834512856234207, ""swvl1_mean_m3_m3_lag_1w"": 0.04047829924026974, ""swvl1_mean_m3_m3_lag_2w"": 0.04051594215133427, ""swvl1_mean_m3_m3_previous_4w_mean"": 0.03454981240504218, ""swvl2_mean_m3_m3_lag_1w"": 0.04164851849628406, ""swvl2_mean_m3_m3_lag_2w"": 0.041682943828143304, ""swvl2_mean_m3_m3_previous_4w_mean"": 0.036748341439846774, ""t2m_mean_c_lag_1w"": 7.7447239887595565, ""t2m_mean_c_lag_2w"": 7.728522426475137, ""t2m_mean_c_previous_4w_mean"": 7.446075430089246, ""tp_sum_mm_lag_1w"": 22.738865706292103, ""tp_sum_mm_lag_2w"": 22.685916089255016, ""tp_sum_mm_previous_4w_sum"": 54.50445060975802}",2021-12-27,2022-01-03,2021-11-28,2022-11-27,true,6,0,[],117318.23248077,155698.819454677
fold_07_validate_2023,statistical_baseline_s1,S1 baseline on common weather support,76532,72928,3604,10176,3,3,log(population),1,,,,2022-12-26,2023-01-02,2022-11-27,2023-11-26,true,6,0,[],145537.265966259,198582.163348167
fold_07_validate_2023,statistical_baseline_s1_plus_static_geography,S1 plus fixed municipality area,76532,72928,3604,10176,4,4,log(population),1,,,,2022-12-26,2023-01-02,2022-11-27,2023-11-26,true,6,0,[],145422.027749657,196639.025609988
fold_07_validate_2023,statistical_baseline_s1_plus_weather,S1 plus lagged ERA5-Land weather,76532,72928,3604,10176,24,24,log(population),1,training_fold_only,"{""d2m_mean_c_lag_1w"": 6.638660188653773, ""d2m_mean_c_lag_2w"": 6.6507443467912575, ""d2m_mean_c_previous_4w_mean"": 6.650290504092643, ""stl1_mean_c_lag_1w"": 11.078168014381273, ""stl1_mean_c_lag_2w"": 11.098302394903445, ""stl1_mean_c_previous_4w_mean"": 11.101492726357348, ""stl2_mean_c_lag_1w"": 11.031724531740856, ""stl2_mean_c_lag_2w"": 11.048157292152352, ""stl2_mean_c_previous_4w_mean"": 11.048579041533397, ""swvl1_mean_m3_m3_lag_1w"": 0.3570569694224411, ""swvl1_mean_m3_m3_lag_2w"": 0.3568572817282382, ""swvl1_mean_m3_m3_previous_4w_mean"": 0.3568105349041802, ""swvl2_mean_m3_m3_lag_1w"": 0.35653652449543266, ""swvl2_mean_m3_m3_lag_2w"": 0.35631932902809055, ""swvl2_mean_m3_m3_previous_4w_mean"": 0.35628352117079787, ""t2m_mean_c_lag_1w"": 11.045299137778382, ""t2m_mean_c_lag_2w"": 11.068351246598072, ""t2m_mean_c_previous_4w_mean"": 11.073806436127246, ""tp_sum_mm_lag_1w"": 22.98676184384988, ""tp_sum_mm_lag_2w"": 22.942772991008628, ""tp_sum_mm_previous_4w_sum"": 91.658560580236}","{""d2m_mean_c_lag_1w"": 7.09792451050359, ""d2m_mean_c_lag_2w"": 7.091409637853747, ""d2m_mean_c_previous_4w_mean"": 6.730053069153487, ""stl1_mean_c_lag_1w"": 7.4739410481945505, ""stl1_mean_c_lag_2w"": 7.464176363217299, ""stl1_mean_c_previous_4w_mean"": 7.2744099918777145, ""stl2_mean_c_lag_1w"": 7.0666956767690685, ""stl2_mean_c_lag_2w"": 7.059722010461138, ""stl2_mean_c_previous_4w_mean"": 6.907726392696047, ""swvl1_mean_m3_m3_lag_1w"": 0.0422469804119885, ""swvl1_mean_m3_m3_lag_2w"": 0.04221883546888214, ""swvl1_mean_m3_m3_previous_4w_mean"": 0.036420688499904846, ""swvl2_mean_m3_m3_lag_1w"": 0.0439756066654856, ""swvl2_mean_m3_m3_lag_2w"": 0.04393512308792343, ""swvl2_mean_m3_m3_previous_4w_mean"": 0.03917418030738184, ""t2m_mean_c_lag_1w"": 7.7976898546291284, ""t2m_mean_c_lag_2w"": 7.784855195139376, ""t2m_mean_c_previous_4w_mean"": 7.515763476555882, ""tp_sum_mm_lag_1w"": 22.46269414367048, ""tp_sum_mm_lag_2w"": 22.460990076331846, ""tp_sum_mm_previous_4w_sum"": 54.133476768744956}",2022-12-26,2023-01-02,2022-11-27,2023-11-26,true,6,0,[],139676.192194704,187862.629743968
fold_07_validate_2023,statistical_baseline_s1_plus_static_geography_weather,S1 plus fixed municipality area and lagged ERA5-Land weather,76532,72928,3604,10176,25,25,log(population),1,training_fold_only,"{""d2m_mean_c_lag_1w"": 6.638660188653773, ""d2m_mean_c_lag_2w"": 6.6507443467912575, ""d2m_mean_c_previous_4w_mean"": 6.650290504092643, ""stl1_mean_c_lag_1w"": 11.078168014381273, ""stl1_mean_c_lag_2w"": 11.098302394903445, ""stl1_mean_c_previous_4w_mean"": 11.101492726357348, ""stl2_mean_c_lag_1w"": 11.031724531740856, ""stl2_mean_c_lag_2w"": 11.048157292152352, ""stl2_mean_c_previous_4w_mean"": 11.048579041533397, ""swvl1_mean_m3_m3_lag_1w"": 0.3570569694224411, ""swvl1_mean_m3_m3_lag_2w"": 0.3568572817282382, ""swvl1_mean_m3_m3_previous_4w_mean"": 0.3568105349041802, ""swvl2_mean_m3_m3_lag_1w"": 0.35653652449543266, ""swvl2_mean_m3_m3_lag_2w"": 0.35631932902809055, ""swvl2_mean_m3_m3_previous_4w_mean"": 0.35628352117079787, ""t2m_mean_c_lag_1w"": 11.045299137778382, ""t2m_mean_c_lag_2w"": 11.068351246598072, ""t2m_mean_c_previous_4w_mean"": 11.073806436127246, ""tp_sum_mm_lag_1w"": 22.98676184384988, ""tp_sum_mm_lag_2w"": 22.942772991008628, ""tp_sum_mm_previous_4w_sum"": 91.658560580236}","{""d2m_mean_c_lag_1w"": 7.09792451050359, ""d2m_mean_c_lag_2w"": 7.091409637853747, ""d2m_mean_c_previous_4w_mean"": 6.730053069153487, ""stl1_mean_c_lag_1w"": 7.4739410481945505, ""stl1_mean_c_lag_2w"": 7.464176363217299, ""stl1_mean_c_previous_4w_mean"": 7.2744099918777145, ""stl2_mean_c_lag_1w"": 7.0666956767690685, ""stl2_mean_c_lag_2w"": 7.059722010461138, ""stl2_mean_c_previous_4w_mean"": 6.907726392696047, ""swvl1_mean_m3_m3_lag_1w"": 0.0422469804119885, ""swvl1_mean_m3_m3_lag_2w"": 0.04221883546888214, ""swvl1_mean_m3_m3_previous_4w_mean"": 0.036420688499904846, ""swvl2_mean_m3_m3_lag_1w"": 0.0439756066654856, ""swvl2_mean_m3_m3_lag_2w"": 0.04393512308792343, ""swvl2_mean_m3_m3_previous_4w_mean"": 0.03917418030738184, ""t2m_mean_c_lag_1w"": 7.7976898546291284, ""t2m_mean_c_lag_2w"": 7.784855195139376, ""t2m_mean_c_previous_4w_mean"": 7.515763476555882, ""tp_sum_mm_lag_1w"": 22.46269414367048, ""tp_sum_mm_lag_2w"": 22.460990076331846, ""tp_sum_mm_previous_4w_sum"": 54.133476768744956}",2022-12-26,2023-01-02,2022-11-27,2023-11-26,true,6,0,[],139585.519104836,186173.35864723
fold_08_validate_2024,statistical_baseline_s1,S1 baseline on common weather support,87556,83952,3604,10388,3,3,log(population),1,,,,2023-12-25,2024-01-01,2023-11-26,2024-12-01,true,6,0,[],165434.10607702,227715.41004497
fold_08_validate_2024,statistical_baseline_s1_plus_static_geography,S1 plus fixed municipality area,87556,83952,3604,10388,4,4,log(population),1,,,,2023-12-25,2024-01-01,2023-11-26,2024-12-01,true,6,0,[],165355.921807161,225925.540186826
fold_08_validate_2024,statistical_baseline_s1_plus_weather,S1 plus lagged ERA5-Land weather,87556,83952,3604,10388,24,24,log(population),1,training_fold_only,"{""d2m_mean_c_lag_1w"": 6.729505200815465, ""d2m_mean_c_lag_2w"": 6.743134367203477, ""d2m_mean_c_previous_4w_mean"": 6.745152023722832, ""stl1_mean_c_lag_1w"": 11.11317151758378, ""stl1_mean_c_lag_2w"": 11.1311943377572, ""stl1_mean_c_previous_4w_mean"": 11.134681048199669, ""stl2_mean_c_lag_1w"": 11.06975278214088, ""stl2_mean_c_lag_2w"": 11.08389120592682, ""stl2_mean_c_previous_4w_mean"": 11.084978511883174, ""swvl1_mean_m3_m3_lag_1w"": 0.3587142287224103, ""swvl1_mean_m3_m3_lag_2w"": 0.35861345703177067, ""swvl1_mean_m3_m3_previous_4w_mean"": 0.35854669558859614, ""swvl2_mean_m3_m3_lag_1w"": 0.3586501896685383, ""swvl2_mean_m3_m3_lag_2w"": 0.3585340097729241, ""swvl2_mean_m3_m3_previous_4w_mean"": 0.35846478601002907, ""t2m_mean_c_lag_1w"": 11.053379318400276, ""t2m_mean_c_lag_2w"": 11.072419270129602, ""t2m_mean_c_previous_4w_mean"": 11.077177263570778, ""tp_sum_mm_lag_1w"": 23.713830148885492, ""tp_sum_mm_lag_2w"": 23.73006533892818, ""tp_sum_mm_previous_4w_sum"": 94.89998262675064}","{""d2m_mean_c_lag_1w"": 7.100224758873777, ""d2m_mean_c_lag_2w"": 7.09168573499481, ""d2m_mean_c_previous_4w_mean"": 6.727447271677243, ""stl1_mean_c_lag_1w"": 7.418888288227856, ""stl1_mean_c_lag_2w"": 7.409706569751219, ""stl1_mean_c_previous_4w_mean"": 7.217263498968175, ""stl2_mean_c_lag_1w"": 7.013979322853564, ""stl2_mean_c_lag_2w"": 7.0078425131191215, ""stl2_mean_c_previous_4w_mean"": 6.853923935030126, ""swvl1_mean_m3_m3_lag_1w"": 0.04163375998512986, ""swvl1_mean_m3_m3_lag_2w"": 0.04166689593848133, ""swvl1_mean_m3_m3_previous_4w_mean"": 0.03564882992179982, ""swvl2_mean_m3_m3_lag_1w"": 0.04314270224260874, ""swvl2_mean_m3_m3_lag_2w"": 0.043168372755238556, ""swvl2_mean_m3_m3_previous_4w_mean"": 0.0382261309215874, ""t2m_mean_c_lag_1w"": 7.769246130797997, ""t2m_mean_c_lag_2w"": 7.759213770606639, ""t2m_mean_c_previous_4w_mean"": 7.485734949150515, ""tp_sum_mm_lag_1w"": 23.854194306261203, ""tp_sum_mm_lag_2w"": 23.8458494366874, ""tp_sum_mm_previous_4w_sum"": 56.5667029281943}",2023-12-25,2024-01-01,2023-11-26,2024-12-01,true,6,0,[],161160.179980738,219213.884128436
fold_08_validate_2024,statistical_baseline_s1_plus_static_geography_weather,S1 plus fixed municipality area and lagged ERA5-Land weather,87556,83952,3604,10388,25,25,log(population),1,training_fold_only,"{""d2m_mean_c_lag_1w"": 6.729505200815465, ""d2m_mean_c_lag_2w"": 6.743134367203477, ""d2m_mean_c_previous_4w_mean"": 6.745152023722832, ""stl1_mean_c_lag_1w"": 11.11317151758378, ""stl1_mean_c_lag_2w"": 11.1311943377572, ""stl1_mean_c_previous_4w_mean"": 11.134681048199669, ""stl2_mean_c_lag_1w"": 11.06975278214088, ""stl2_mean_c_lag_2w"": 11.08389120592682, ""stl2_mean_c_previous_4w_mean"": 11.084978511883174, ""swvl1_mean_m3_m3_lag_1w"": 0.3587142287224103, ""swvl1_mean_m3_m3_lag_2w"": 0.35861345703177067, ""swvl1_mean_m3_m3_previous_4w_mean"": 0.35854669558859614, ""swvl2_mean_m3_m3_lag_1w"": 0.3586501896685383, ""swvl2_mean_m3_m3_lag_2w"": 0.3585340097729241, ""swvl2_mean_m3_m3_previous_4w_mean"": 0.35846478601002907, ""t2m_mean_c_lag_1w"": 11.053379318400276, ""t2m_mean_c_lag_2w"": 11.072419270129602, ""t2m_mean_c_previous_4w_mean"": 11.077177263570778, ""tp_sum_mm_lag_1w"": 23.713830148885492, ""tp_sum_mm_lag_2w"": 23.73006533892818, ""tp_sum_mm_previous_4w_sum"": 94.89998262675064}","{""d2m_mean_c_lag_1w"": 7.100224758873777, ""d2m_mean_c_lag_2w"": 7.09168573499481, ""d2m_mean_c_previous_4w_mean"": 6.727447271677243, ""stl1_mean_c_lag_1w"": 7.418888288227856, ""stl1_mean_c_lag_2w"": 7.409706569751219, ""stl1_mean_c_previous_4w_mean"": 7.217263498968175, ""stl2_mean_c_lag_1w"": 7.013979322853564, ""stl2_mean_c_lag_2w"": 7.0078425131191215, ""stl2_mean_c_previous_4w_mean"": 6.853923935030126, ""swvl1_mean_m3_m3_lag_1w"": 0.04163375998512986, ""swvl1_mean_m3_m3_lag_2w"": 0.04166689593848133, ""swvl1_mean_m3_m3_previous_4w_mean"": 0.03564882992179982, ""swvl2_mean_m3_m3_lag_1w"": 0.04314270224260874, ""swvl2_mean_m3_m3_lag_2w"": 0.043168372755238556, ""swvl2_mean_m3_m3_previous_4w_mean"": 0.0382261309215874, ""t2m_mean_c_lag_1w"": 7.769246130797997, ""t2m_mean_c_lag_2w"": 7.759213770606639, ""t2m_mean_c_previous_4w_mean"": 7.485734949150515, ""tp_sum_mm_lag_1w"": 23.854194306261203, ""tp_sum_mm_lag_2w"": 23.8458494366874, ""tp_sum_mm_previous_4w_sum"": 56.5667029281943}",2023-12-25,2024-01-01,2023-11-26,2024-12-01,true,6,0,[],161090.456876349,217527.771902554
