candidate_id,candidate_name,municipality_code,municipality_name,n_issue_weeks,observed_total,predicted_total,mae,rmse,median_absolute_error,maximum_absolute_error,mean_signed_error_prediction_minus_observation,mean_poisson_deviance,poisson_deviance_status
catboost_poisson_s3_weather_offset,Frozen CatBoost Poisson final model,001,Ajdovščina,47,318,315.878815320519,3.40329894365988,5.13377349524384,1.54030967006924,14.5941999334237,-0.0451315889251308,3.1787971358577,valid
catboost_poisson_s3_weather_offset,Frozen CatBoost Poisson final model,002,Beltinci,47,42,49.8520173620384,0.814300369129988,1.01105431708169,0.70276219539782,2.39482126858754,0.167064199192307,1.19622591197209,valid
catboost_poisson_s3_weather_offset,Frozen CatBoost Poisson final model,003,Bled,47,75,69.3346551872629,0.952072296729177,1.16977461279774,0.775185760881204,3.17543093394306,-0.120539251334832,1.07026715819695,valid
catboost_poisson_s3_weather_offset,Frozen CatBoost Poisson final model,004,Bohinj,47,98,64.9123319539137,1.53303940911878,2.01712551963809,1.17987810612355,4.74404105207055,-0.703992937150772,2.28235224276363,valid
catboost_poisson_s3_weather_offset,Frozen CatBoost Poisson final model,005,Borovnica,47,74,60.8893236244871,1.09912480891091,1.58596714696337,0.578203010838554,4.32221158155004,-0.278950561181126,1.60839811287681,valid
catboost_poisson_s3_weather_offset,Frozen CatBoost Poisson final model,006,Bovec,47,87,52.297697735137,1.30144848640661,1.66763462493476,0.898482493262499,4.41812701527582,-0.738346856699212,2.25790298011778,valid
catboost_poisson_s3_weather_offset,Frozen CatBoost Poisson final model,007,Brda,47,75,61.0564695193632,1.2239950503767,1.54606477577473,0.750703057885859,4.77309215171372,-0.296670861290144,1.76230954693742,valid
catboost_poisson_s3_weather_offset,Frozen CatBoost Poisson final model,008,Brezovica,47,160,113.736998252437,2.04182355647931,3.82344192468807,1.00342207265115,14.9802341067103,-0.984319186118371,2.98802674293472,valid
catboost_poisson_s3_weather_offset,Frozen CatBoost Poisson final model,009,Brežice,47,76,96.1433654789727,1.3919863964181,1.88110249952207,0.97867970461876,4.45134067067233,0.428582244233461,1.61063049045128,valid
catboost_poisson_s3_weather_offset,Frozen CatBoost Poisson final model,010,Tišina,47,20,27.6598322108336,0.46718835060505,0.617691180151967,0.343572745314235,2.03460707159146,0.162975153421991,0.624716600076267,valid
catboost_poisson_s3_weather_offset,Frozen CatBoost Poisson final model,011,Celje,47,88,132.832712932083,1.24889192244924,1.59138287280602,0.870042154709978,4.08934624334461,0.953887509193247,1.25207574203154,valid
catboost_poisson_s3_weather_offset,Frozen CatBoost Poisson final model,012,Cerklje na Gorenjskem,47,87,70.5214543603723,1.51478948450354,1.90968204261417,0.964930484851606,4.50500722582505,-0.350607354034632,2.01578489917084,valid
catboost_poisson_s3_weather_offset,Frozen CatBoost Poisson final model,013,Cerknica,47,84,81.968060303745,1.34598635487595,1.7669683570106,1.10915682402662,4.46949267136411,-0.0432327594947876,1.60146187596155,valid
catboost_poisson_s3_weather_offset,Frozen CatBoost Poisson final model,014,Cerkno,47,72,50.7499209623125,0.996970061110937,1.42739794507076,0.699107367394726,4.39521974640747,-0.452129341227393,1.32734870679501,valid
catboost_poisson_s3_weather_offset,Frozen CatBoost Poisson final model,015,Črenšovci,47,22,24.5991816033493,0.646134842702236,0.768671316320228,0.568296995232654,1.56391290678817,0.0553017362414746,1.20827495918613,valid
catboost_poisson_s3_weather_offset,Frozen CatBoost Poisson final model,016,Črna na Koroškem,47,44,28.8231724593559,0.749771772016041,1.05285535087347,0.528314219709928,2.66115621741426,-0.322911224269023,1.17646973726313,valid
catboost_poisson_s3_weather_offset,Frozen CatBoost Poisson final model,017,Črnomelj,47,134,120.640151440114,1.66506978409842,2.21542777667984,1.18996619388931,6.03682254728768,-0.284252097018848,1.53883288256644,valid
catboost_poisson_s3_weather_offset,Frozen CatBoost Poisson final model,018,Destrnik,47,28,22.3926098251777,0.556059849564919,0.686428635039157,0.615062017194208,1.54811481913443,-0.11930617393239,0.978306884783023,valid
catboost_poisson_s3_weather_offset,Frozen CatBoost Poisson final model,019,Divača,47,4,23.8909756681711,0.450293904064424,0.561236347292605,0.355961307875692,1.29745252922347,0.42321224825896,0.87567795320267,valid
catboost_poisson_s3_weather_offset,Frozen CatBoost Poisson final model,020,Dobrepolje,47,63,38.1469332485116,0.96382191131889,1.3372078766919,0.592106120545281,3.57598036907702,-0.528788654286987,1.5812794681455,valid
catboost_poisson_s3_weather_offset,Frozen CatBoost Poisson final model,021,Dobrova-Polhov Gradec,47,137,104.697534268797,1.26167000103148,1.60559877469598,1.02879003617094,3.77134271405682,-0.687286504919209,1.2543946620032,valid
catboost_poisson_s3_weather_offset,Frozen CatBoost Poisson final model,022,Dol pri Ljubljani,47,83,64.8355620650241,0.816959163864705,1.1834174904378,0.48887425570656,3.67170371218304,-0.386477402871827,0.768391966181312,valid
catboost_poisson_s3_weather_offset,Frozen CatBoost Poisson final model,023,Domžale,47,379,276.069706745666,4.12139116434783,6.26826787565637,1.78807086279384,18.5168238557747,-2.19000623945392,4.33889509481417,valid
catboost_poisson_s3_weather_offset,Frozen CatBoost Poisson final model,024,Dornava,47,13,20.1968371674958,0.552361277929331,0.716877497373399,0.43243286256083,1.86414648142907,0.153124195053103,1.0591416195439,valid
catboost_poisson_s3_weather_offset,Frozen CatBoost Poisson final model,025,Dravograd,47,104,90.1853183403353,2.17197118463402,2.84696352838907,1.44829507964222,6.20370003298052,-0.293929397014143,3.23164320673875,valid
catboost_poisson_s3_weather_offset,Frozen CatBoost Poisson final model,026,Duplek,47,56,51.6116090478982,0.666005720678881,0.89894810631469,0.53429360457695,2.57261379020913,-0.0933700202574844,1.00156431320818,valid
catboost_poisson_s3_weather_offset,Frozen CatBoost Poisson final model,027,Gorenja vas-Poljane,47,141,87.3918883735187,1.82480750018547,3.04947174105741,0.838410367032287,10.7332177847468,-1.14059811971237,2.57517897941331,valid
catboost_poisson_s3_weather_offset,Frozen CatBoost Poisson final model,028,Gorišnica,47,12,23.5369289077435,0.454988915689956,0.591199642923033,0.351602714709055,1.51065408747299,0.245466572505181,0.803021014898311,valid
catboost_poisson_s3_weather_offset,Frozen CatBoost Poisson final model,029,Gornja Radgona,47,67,55.2063743688789,1.2245498543378,1.58932313322826,0.854001266094974,4.40771631899552,-0.250928204917471,2.01343162990411,valid
catboost_poisson_s3_weather_offset,Frozen CatBoost Poisson final model,030,Gornji Grad,47,52,29.9999195536354,0.907996475769105,1.49004863967922,0.487151920952837,5.13510459475021,-0.468086818007757,1.99595847083879,valid
catboost_poisson_s3_weather_offset,Frozen CatBoost Poisson final model,031,Gornji Petrovci,47,36,18.7613247767255,0.769245311609123,1.16883515670496,0.535393611097212,3.85983092593559,-0.366780323899458,1.83433345660491,valid
catboost_poisson_s3_weather_offset,Frozen CatBoost Poisson final model,032,Grosuplje,47,178,161.595923392957,2.00311913465619,2.98101671998462,1.21274329110277,8.27179953334183,-0.349022906532836,1.89186219137502,valid
catboost_poisson_s3_weather_offset,Frozen CatBoost Poisson final model,033,Šalovci,47,8,8.08898063056637,0.309313051216554,0.42509345286221,0.224397987031703,0.929590870199453,0.00189320490566738,0.801804286750388,valid
catboost_poisson_s3_weather_offset,Frozen CatBoost Poisson final model,034,Hrastnik,47,32,56.3579022203741,0.98651476768854,1.36426195706086,0.686451816167177,4.23064803744303,0.518253238731364,1.72299467652667,valid
catboost_poisson_s3_weather_offset,Frozen CatBoost Poisson final model,035,Hrpelje-Kozina,47,36,30.9654663620537,1.00999119459256,1.42921232032745,0.580697441972885,4.31064033831166,-0.107117736977581,2.0452563375777,valid
catboost_poisson_s3_weather_offset,Frozen CatBoost Poisson final model,036,Idrija,47,168,116.140068537797,1.89796786717246,2.74302393817498,1.26859984037822,8.73233498242063,-1.10340279706815,2.3587319895111,valid
catboost_poisson_s3_weather_offset,Frozen CatBoost Poisson final model,037,Ig,47,118,83.5970905903068,1.0187089540939,1.49141825434308,0.73517569951793,4.55768064976188,-0.731976795950918,0.967004288724043,valid
catboost_poisson_s3_weather_offset,Frozen CatBoost Poisson final model,038,Ilirska Bistrica,47,36,72.3369892815394,1.22433323394383,1.43261192435849,1.14194246917685,3.24598742273662,0.773127431522114,1.6737811165305,valid
catboost_poisson_s3_weather_offset,Frozen CatBoost Poisson final model,039,Ivančna Gorica,47,208,154.769155265063,1.99344867494234,3.03318009059263,1.23589873197524,10.1804182717233,-1.13257116457314,1.82235598823045,valid
catboost_poisson_s3_weather_offset,Frozen CatBoost Poisson final model,040,Izola,47,67,93.2657516659618,1.28924489294503,1.59289922009046,1.20704702247033,3.6121567165664,0.558845780126847,1.4748029639093,valid
catboost_poisson_s3_weather_offset,Frozen CatBoost Poisson final model,041,Jesenice,47,275,264.855513452259,2.96628999356282,3.5211622866528,2.39507209162587,7.980662042477,-0.215840139313638,2.32171695879096,valid
catboost_poisson_s3_weather_offset,Frozen CatBoost Poisson final model,042,Juršinci,47,20,17.8984613676932,0.461053698748217,0.650695753853921,0.267023240896022,1.77657532576659,-0.0447135879214218,0.804845263224051,valid
catboost_poisson_s3_weather_offset,Frozen CatBoost Poisson final model,043,Kamnik,47,357,274.206362086003,2.76629520873057,4.02117953572758,1.97726175196821,14.3617850079388,-1.76156676412759,2.09420262814868,valid
catboost_poisson_s3_weather_offset,Frozen CatBoost Poisson final model,044,Kanal,47,72,56.8514528714086,0.71926221307921,0.894062705593865,0.586262685475976,2.55099744615461,-0.322309513374285,0.843166765318757,valid
catboost_poisson_s3_weather_offset,Frozen CatBoost Poisson final model,045,Kidričevo,47,28,42.562906387858,0.805624074331144,1.08753525814574,0.516792633655783,2.70962879589563,0.309849072082085,1.29653126834691,valid
catboost_poisson_s3_weather_offset,Frozen CatBoost Poisson final model,046,Kobarid,47,156,125.862136344932,2.87717317249365,3.8857359978283,1.91287548470819,9.98441154754878,-0.641231141597183,4.28638231839138,valid
catboost_poisson_s3_weather_offset,Frozen CatBoost Poisson final model,047,Kobilje,47,1,2.63240001993429,0.0763421672192588,0.159571129132065,0.0400876508281405,0.977840919685434,0.0347319153177509,0.231570550636121,valid
catboost_poisson_s3_weather_offset,Frozen CatBoost Poisson final model,048,Kočevje,47,127,84.6796964716373,1.23518251020008,1.58021355425409,0.935567439256895,3.93605662087326,-0.900431989965165,1.05336432849759,valid
