statistical_region_code,statistical_region_name,issue_week,target_window_start,target_window_end,target_kme_cases_next_8w,population_exposure,population_year_min,population_year_max,offset_log_population_per_100000,seasonal_sin_annual,seasonal_cos_annual,past_8w_kme_cases_for_persistence_baseline,latest_past_case_week_used,past_cases_used_by_selected_model,weather_required_by_selected_model
12,OBALNO-KRAŠKA STATISTIČNA REGIJA,2024-11-18,2024-11-25,2025-01-13,0,119056,2023,2023,0.1744237846668141,-0.6855476064742156,0.7280278011569846,0,2024-11-11,false,false
01,POMURSKA STATISTIČNA REGIJA,2024-11-25,2024-12-02,2025-01-20,0,114104,2023,2023,0.1319401272330298,-0.5933267643772321,0.8049617075821959,0,2024-11-18,false,false
02,PODRAVSKA STATISTIČNA REGIJA,2024-11-25,2024-12-02,2025-01-20,0,329014,2023,2023,1.1909301170634086,-0.5933267643772321,0.8049617075821959,1,2024-11-18,false,false
03,KOROŠKA STATISTIČNA REGIJA,2024-11-25,2024-12-02,2025-01-20,0,70718,2023,2023,-0.34647004860159186,-0.5933267643772321,0.8049617075821959,0,2024-11-18,false,false
04,SAVINJSKA STATISTIČNA REGIJA,2024-11-25,2024-12-02,2025-01-20,0,260132,2023,2023,0.9560190085029918,-0.5933267643772321,0.8049617075821959,0,2024-11-18,false,false
05,ZASAVSKA STATISTIČNA REGIJA,2024-11-25,2024-12-02,2025-01-20,0,57091,2023,2023,-0.5605236999628431,-0.5933267643772321,0.8049617075821959,0,2024-11-18,false,false
06,POSAVSKA STATISTIČNA REGIJA,2024-11-25,2024-12-02,2025-01-20,0,75987,2023,2023,-0.27460791296450904,-0.5933267643772321,0.8049617075821959,1,2024-11-18,false,false
07,JUGOVZHODNA SLOVENIJA,2024-11-25,2024-12-02,2025-01-20,0,147088,2023,2023,0.3858608611333074,-0.5933267643772321,0.8049617075821959,0,2024-11-18,false,false
08,OSREDNJESLOVENSKA STATISTIČNA REGIJA,2024-11-25,2024-12-02,2025-01-20,0,561407,2023,2023,1.7252759466898857,-0.5933267643772321,0.8049617075821959,7,2024-11-18,false,false
09,GORENJSKA STATISTIČNA REGIJA,2024-11-25,2024-12-02,2025-01-20,0,210188,2023,2023,0.7428321823379945,-0.5933267643772321,0.8049617075821959,1,2024-11-18,false,false
10,PRIMORSKO-NOTRANJSKA STATISTIČNA REGIJA,2024-11-25,2024-12-02,2025-01-20,0,53751,2023,2023,-0.6208079145022207,-0.5933267643772321,0.8049617075821959,1,2024-11-18,false,false
11,GORIŠKA STATISTIČNA REGIJA,2024-11-25,2024-12-02,2025-01-20,0,118436,2023,2023,0.16920254430080184,-0.5933267643772321,0.8049617075821959,0,2024-11-18,false,false
12,OBALNO-KRAŠKA STATISTIČNA REGIJA,2024-11-25,2024-12-02,2025-01-20,0,119056,2023,2023,0.1744237846668141,-0.5933267643772321,0.8049617075821959,0,2024-11-18,false,false
01,POMURSKA STATISTIČNA REGIJA,2024-12-02,2024-12-09,2025-01-27,0,114104,2023,2023,0.1319401272330298,-0.4925480679538645,0.8702852410301551,0,2024-11-25,false,false
02,PODRAVSKA STATISTIČNA REGIJA,2024-12-02,2024-12-09,2025-01-27,0,329014,2023,2023,1.1909301170634086,-0.4925480679538645,0.8702852410301551,1,2024-11-25,false,false
03,KOROŠKA STATISTIČNA REGIJA,2024-12-02,2024-12-09,2025-01-27,0,70718,2023,2023,-0.34647004860159186,-0.4925480679538645,0.8702852410301551,0,2024-11-25,false,false
04,SAVINJSKA STATISTIČNA REGIJA,2024-12-02,2024-12-09,2025-01-27,0,260132,2023,2023,0.9560190085029918,-0.4925480679538645,0.8702852410301551,0,2024-11-25,false,false
05,ZASAVSKA STATISTIČNA REGIJA,2024-12-02,2024-12-09,2025-01-27,0,57091,2023,2023,-0.5605236999628431,-0.4925480679538645,0.8702852410301551,0,2024-11-25,false,false
06,POSAVSKA STATISTIČNA REGIJA,2024-12-02,2024-12-09,2025-01-27,0,75987,2023,2023,-0.27460791296450904,-0.4925480679538645,0.8702852410301551,0,2024-11-25,false,false
07,JUGOVZHODNA SLOVENIJA,2024-12-02,2024-12-09,2025-01-27,0,147088,2023,2023,0.3858608611333074,-0.4925480679538645,0.8702852410301551,0,2024-11-25,false,false
08,OSREDNJESLOVENSKA STATISTIČNA REGIJA,2024-12-02,2024-12-09,2025-01-27,0,561407,2023,2023,1.7252759466898857,-0.4925480679538645,0.8702852410301551,6,2024-11-25,false,false
09,GORENJSKA STATISTIČNA REGIJA,2024-12-02,2024-12-09,2025-01-27,0,210188,2023,2023,0.7428321823379945,-0.4925480679538645,0.8702852410301551,1,2024-11-25,false,false
10,PRIMORSKO-NOTRANJSKA STATISTIČNA REGIJA,2024-12-02,2024-12-09,2025-01-27,0,53751,2023,2023,-0.6208079145022207,-0.4925480679538645,0.8702852410301551,2,2024-11-25,false,false
11,GORIŠKA STATISTIČNA REGIJA,2024-12-02,2024-12-09,2025-01-27,0,118436,2023,2023,0.16920254430080184,-0.4925480679538645,0.8702852410301551,0,2024-11-25,false,false
12,OBALNO-KRAŠKA STATISTIČNA REGIJA,2024-12-02,2024-12-09,2025-01-27,0,119056,2023,2023,0.1744237846668141,-0.4925480679538645,0.8702852410301551,0,2024-11-25,false,false
01,POMURSKA STATISTIČNA REGIJA,2024-12-09,2024-12-16,2025-02-03,0,114104,2023,2023,0.1319401272330298,-0.3846650997070013,0.923056206884176,0,2024-12-02,false,false
02,PODRAVSKA STATISTIČNA REGIJA,2024-12-09,2024-12-16,2025-02-03,0,329014,2023,2023,1.1909301170634086,-0.3846650997070013,0.923056206884176,1,2024-12-02,false,false
03,KOROŠKA STATISTIČNA REGIJA,2024-12-09,2024-12-16,2025-02-03,0,70718,2023,2023,-0.34647004860159186,-0.3846650997070013,0.923056206884176,0,2024-12-02,false,false
04,SAVINJSKA STATISTIČNA REGIJA,2024-12-09,2024-12-16,2025-02-03,0,260132,2023,2023,0.9560190085029918,-0.3846650997070013,0.923056206884176,0,2024-12-02,false,false
05,ZASAVSKA STATISTIČNA REGIJA,2024-12-09,2024-12-16,2025-02-03,0,57091,2023,2023,-0.5605236999628431,-0.3846650997070013,0.923056206884176,0,2024-12-02,false,false
06,POSAVSKA STATISTIČNA REGIJA,2024-12-09,2024-12-16,2025-02-03,0,75987,2023,2023,-0.27460791296450904,-0.3846650997070013,0.923056206884176,0,2024-12-02,false,false
07,JUGOVZHODNA SLOVENIJA,2024-12-09,2024-12-16,2025-02-03,0,147088,2023,2023,0.3858608611333074,-0.3846650997070013,0.923056206884176,0,2024-12-02,false,false
08,OSREDNJESLOVENSKA STATISTIČNA REGIJA,2024-12-09,2024-12-16,2025-02-03,0,561407,2023,2023,1.7252759466898857,-0.3846650997070013,0.923056206884176,5,2024-12-02,false,false
09,GORENJSKA STATISTIČNA REGIJA,2024-12-09,2024-12-16,2025-02-03,0,210188,2023,2023,0.7428321823379945,-0.3846650997070013,0.923056206884176,1,2024-12-02,false,false
10,PRIMORSKO-NOTRANJSKA STATISTIČNA REGIJA,2024-12-09,2024-12-16,2025-02-03,0,53751,2023,2023,-0.6208079145022207,-0.3846650997070013,0.923056206884176,2,2024-12-02,false,false
11,GORIŠKA STATISTIČNA REGIJA,2024-12-09,2024-12-16,2025-02-03,0,118436,2023,2023,0.16920254430080184,-0.3846650997070013,0.923056206884176,0,2024-12-02,false,false
12,OBALNO-KRAŠKA STATISTIČNA REGIJA,2024-12-09,2024-12-16,2025-02-03,0,119056,2023,2023,0.1744237846668141,-0.3846650997070013,0.923056206884176,0,2024-12-02,false,false
01,POMURSKA STATISTIČNA REGIJA,2024-12-16,2024-12-23,2025-02-10,0,114104,2023,2023,0.1319401272330298,-0.27123391067291097,0.9625134626077079,0,2024-12-09,false,false
02,PODRAVSKA STATISTIČNA REGIJA,2024-12-16,2024-12-23,2025-02-10,0,329014,2023,2023,1.1909301170634086,-0.27123391067291097,0.9625134626077079,1,2024-12-09,false,false
03,KOROŠKA STATISTIČNA REGIJA,2024-12-16,2024-12-23,2025-02-10,0,70718,2023,2023,-0.34647004860159186,-0.27123391067291097,0.9625134626077079,0,2024-12-09,false,false
04,SAVINJSKA STATISTIČNA REGIJA,2024-12-16,2024-12-23,2025-02-10,0,260132,2023,2023,0.9560190085029918,-0.27123391067291097,0.9625134626077079,0,2024-12-09,false,false
05,ZASAVSKA STATISTIČNA REGIJA,2024-12-16,2024-12-23,2025-02-10,0,57091,2023,2023,-0.5605236999628431,-0.27123391067291097,0.9625134626077079,0,2024-12-09,false,false
06,POSAVSKA STATISTIČNA REGIJA,2024-12-16,2024-12-23,2025-02-10,0,75987,2023,2023,-0.27460791296450904,-0.27123391067291097,0.9625134626077079,0,2024-12-09,false,false
07,JUGOVZHODNA SLOVENIJA,2024-12-16,2024-12-23,2025-02-10,0,147088,2023,2023,0.3858608611333074,-0.27123391067291097,0.9625134626077079,0,2024-12-09,false,false
08,OSREDNJESLOVENSKA STATISTIČNA REGIJA,2024-12-16,2024-12-23,2025-02-10,0,561407,2023,2023,1.7252759466898857,-0.27123391067291097,0.9625134626077079,2,2024-12-09,false,false
09,GORENJSKA STATISTIČNA REGIJA,2024-12-16,2024-12-23,2025-02-10,0,210188,2023,2023,0.7428321823379945,-0.27123391067291097,0.9625134626077079,1,2024-12-09,false,false
10,PRIMORSKO-NOTRANJSKA STATISTIČNA REGIJA,2024-12-16,2024-12-23,2025-02-10,0,53751,2023,2023,-0.6208079145022207,-0.27123391067291097,0.9625134626077079,1,2024-12-09,false,false
11,GORIŠKA STATISTIČNA REGIJA,2024-12-16,2024-12-23,2025-02-10,0,118436,2023,2023,0.16920254430080184,-0.27123391067291097,0.9625134626077079,0,2024-12-09,false,false
12,OBALNO-KRAŠKA STATISTIČNA REGIJA,2024-12-16,2024-12-23,2025-02-10,0,119056,2023,2023,0.1744237846668141,-0.27123391067291097,0.9625134626077079,0,2024-12-09,false,false
01,POMURSKA STATISTIČNA REGIJA,2024-12-23,2024-12-30,2025-02-17,0,114104,2023,2023,0.1319401272330298,-0.1538905767040627,0.9880878960910771,0,2024-12-16,false,false
02,PODRAVSKA STATISTIČNA REGIJA,2024-12-23,2024-12-30,2025-02-17,0,329014,2023,2023,1.1909301170634086,-0.1538905767040627,0.9880878960910771,1,2024-12-16,false,false
03,KOROŠKA STATISTIČNA REGIJA,2024-12-23,2024-12-30,2025-02-17,0,70718,2023,2023,-0.34647004860159186,-0.1538905767040627,0.9880878960910771,0,2024-12-16,false,false
04,SAVINJSKA STATISTIČNA REGIJA,2024-12-23,2024-12-30,2025-02-17,0,260132,2023,2023,0.9560190085029918,-0.1538905767040627,0.9880878960910771,0,2024-12-16,false,false
05,ZASAVSKA STATISTIČNA REGIJA,2024-12-23,2024-12-30,2025-02-17,0,57091,2023,2023,-0.5605236999628431,-0.1538905767040627,0.9880878960910771,0,2024-12-16,false,false
06,POSAVSKA STATISTIČNA REGIJA,2024-12-23,2024-12-30,2025-02-17,0,75987,2023,2023,-0.27460791296450904,-0.1538905767040627,0.9880878960910771,0,2024-12-16,false,false
07,JUGOVZHODNA SLOVENIJA,2024-12-23,2024-12-30,2025-02-17,0,147088,2023,2023,0.3858608611333074,-0.1538905767040627,0.9880878960910771,0,2024-12-16,false,false
08,OSREDNJESLOVENSKA STATISTIČNA REGIJA,2024-12-23,2024-12-30,2025-02-17,0,561407,2023,2023,1.7252759466898857,-0.1538905767040627,0.9880878960910771,2,2024-12-16,false,false
09,GORENJSKA STATISTIČNA REGIJA,2024-12-23,2024-12-30,2025-02-17,0,210188,2023,2023,0.7428321823379945,-0.1538905767040627,0.9880878960910771,1,2024-12-16,false,false
10,PRIMORSKO-NOTRANJSKA STATISTIČNA REGIJA,2024-12-23,2024-12-30,2025-02-17,0,53751,2023,2023,-0.6208079145022207,-0.1538905767040627,0.9880878960910771,1,2024-12-16,false,false
11,GORIŠKA STATISTIČNA REGIJA,2024-12-23,2024-12-30,2025-02-17,0,118436,2023,2023,0.16920254430080184,-0.1538905767040627,0.9880878960910771,0,2024-12-16,false,false
12,OBALNO-KRAŠKA STATISTIČNA REGIJA,2024-12-23,2024-12-30,2025-02-17,0,119056,2023,2023,0.1744237846668141,-0.1538905767040627,0.9880878960910771,0,2024-12-16,false,false
01,POMURSKA STATISTIČNA REGIJA,2024-12-30,2025-01-06,2025-02-24,0,114104,2023,2023,0.1319401272330298,-0.034327600513243496,0.9994106342455052,0,2024-12-23,false,false
02,PODRAVSKA STATISTIČNA REGIJA,2024-12-30,2025-01-06,2025-02-24,0,329014,2023,2023,1.1909301170634086,-0.034327600513243496,0.9994106342455052,1,2024-12-23,false,false
03,KOROŠKA STATISTIČNA REGIJA,2024-12-30,2025-01-06,2025-02-24,0,70718,2023,2023,-0.34647004860159186,-0.034327600513243496,0.9994106342455052,0,2024-12-23,false,false
04,SAVINJSKA STATISTIČNA REGIJA,2024-12-30,2025-01-06,2025-02-24,0,260132,2023,2023,0.9560190085029918,-0.034327600513243496,0.9994106342455052,0,2024-12-23,false,false
05,ZASAVSKA STATISTIČNA REGIJA,2024-12-30,2025-01-06,2025-02-24,0,57091,2023,2023,-0.5605236999628431,-0.034327600513243496,0.9994106342455052,0,2024-12-23,false,false
06,POSAVSKA STATISTIČNA REGIJA,2024-12-30,2025-01-06,2025-02-24,0,75987,2023,2023,-0.27460791296450904,-0.034327600513243496,0.9994106342455052,0,2024-12-23,false,false
07,JUGOVZHODNA SLOVENIJA,2024-12-30,2025-01-06,2025-02-24,0,147088,2023,2023,0.3858608611333074,-0.034327600513243496,0.9994106342455052,0,2024-12-23,false,false
08,OSREDNJESLOVENSKA STATISTIČNA REGIJA,2024-12-30,2025-01-06,2025-02-24,0,561407,2023,2023,1.7252759466898857,-0.034327600513243496,0.9994106342455052,1,2024-12-23,false,false
09,GORENJSKA STATISTIČNA REGIJA,2024-12-30,2025-01-06,2025-02-24,0,210188,2023,2023,0.7428321823379945,-0.034327600513243496,0.9994106342455052,1,2024-12-23,false,false
10,PRIMORSKO-NOTRANJSKA STATISTIČNA REGIJA,2024-12-30,2025-01-06,2025-02-24,0,53751,2023,2023,-0.6208079145022207,-0.034327600513243496,0.9994106342455052,1,2024-12-23,false,false
11,GORIŠKA STATISTIČNA REGIJA,2024-12-30,2025-01-06,2025-02-24,0,118436,2023,2023,0.16920254430080184,-0.034327600513243496,0.9994106342455052,0,2024-12-23,false,false
12,OBALNO-KRAŠKA STATISTIČNA REGIJA,2024-12-30,2025-01-06,2025-02-24,0,119056,2023,2023,0.1744237846668141,-0.034327600513243496,0.9994106342455052,0,2024-12-23,false,false
01,POMURSKA STATISTIČNA REGIJA,2025-01-06,2025-01-13,2025-03-03,0,113668,2024,2024,0.12811173276379592,0.08596479873744647,0.9962981749346078,0,2024-12-30,false,false
02,PODRAVSKA STATISTIČNA REGIJA,2025-01-06,2025-01-13,2025-03-03,0,330572,2024,2024,1.1956543013171934,0.08596479873744647,0.9962981749346078,0,2024-12-30,false,false
03,KOROŠKA STATISTIČNA REGIJA,2025-01-06,2025-01-13,2025-03-03,0,70492,2024,2024,-0.3496709577859684,0.08596479873744647,0.9962981749346078,0,2024-12-30,false,false
04,SAVINJSKA STATISTIČNA REGIJA,2025-01-06,2025-01-13,2025-03-03,0,261786,2024,2024,0.9623571901219904,0.08596479873744647,0.9962981749346078,0,2024-12-30,false,false
05,ZASAVSKA STATISTIČNA REGIJA,2025-01-06,2025-01-13,2025-03-03,0,57243,2024,2024,-0.557864821771777,0.08596479873744647,0.9962981749346078,0,2024-12-30,false,false
06,POSAVSKA STATISTIČNA REGIJA,2025-01-06,2025-01-13,2025-03-03,0,76027,2024,2024,-0.2740816456348791,0.08596479873744647,0.9962981749346078,0,2024-12-30,false,false
07,JUGOVZHODNA SLOVENIJA,2025-01-06,2025-01-13,2025-03-03,0,147789,2024,2024,0.3906153948578283,0.08596479873744647,0.9962981749346078,0,2024-12-30,false,false
08,OSREDNJESLOVENSKA STATISTIČNA REGIJA,2025-01-06,2025-01-13,2025-03-03,0,565353,2024,2024,1.7322801288264171,0.08596479873744647,0.9962981749346078,1,2024-12-30,false,false
09,GORENJSKA STATISTIČNA REGIJA,2025-01-06,2025-01-13,2025-03-03,0,209451,2024,2024,0.739319635802722,0.08596479873744647,0.9962981749346078,1,2024-12-30,false,false
10,PRIMORSKO-NOTRANJSKA STATISTIČNA REGIJA,2025-01-06,2025-01-13,2025-03-03,0,54109,2024,2024,-0.6141696553765181,0.08596479873744647,0.9962981749346078,1,2024-12-30,false,false
11,GORIŠKA STATISTIČNA REGIJA,2025-01-06,2025-01-13,2025-03-03,0,118254,2024,2024,0.16766466745032088,0.08596479873744647,0.9962981749346078,0,2024-12-30,false,false
12,OBALNO-KRAŠKA STATISTIČNA REGIJA,2025-01-06,2025-01-13,2025-03-03,0,119205,2024,2024,0.1756745140721611,0.08596479873744647,0.9962981749346078,0,2024-12-30,false,false
01,POMURSKA STATISTIČNA REGIJA,2025-01-13,2025-01-20,2025-03-10,0,113668,2024,2024,0.12811173276379592,0.2051044998686192,0.9787400799669153,0,2025-01-06,false,false
02,PODRAVSKA STATISTIČNA REGIJA,2025-01-13,2025-01-20,2025-03-10,0,330572,2024,2024,1.1956543013171934,0.2051044998686192,0.9787400799669153,0,2025-01-06,false,false
03,KOROŠKA STATISTIČNA REGIJA,2025-01-13,2025-01-20,2025-03-10,0,70492,2024,2024,-0.3496709577859684,0.2051044998686192,0.9787400799669153,0,2025-01-06,false,false
04,SAVINJSKA STATISTIČNA REGIJA,2025-01-13,2025-01-20,2025-03-10,0,261786,2024,2024,0.9623571901219904,0.2051044998686192,0.9787400799669153,0,2025-01-06,false,false
05,ZASAVSKA STATISTIČNA REGIJA,2025-01-13,2025-01-20,2025-03-10,0,57243,2024,2024,-0.557864821771777,0.2051044998686192,0.9787400799669153,0,2025-01-06,false,false
06,POSAVSKA STATISTIČNA REGIJA,2025-01-13,2025-01-20,2025-03-10,0,76027,2024,2024,-0.2740816456348791,0.2051044998686192,0.9787400799669153,0,2025-01-06,false,false
07,JUGOVZHODNA SLOVENIJA,2025-01-13,2025-01-20,2025-03-10,0,147789,2024,2024,0.3906153948578283,0.2051044998686192,0.9787400799669153,0,2025-01-06,false,false
08,OSREDNJESLOVENSKA STATISTIČNA REGIJA,2025-01-13,2025-01-20,2025-03-10,0,565353,2024,2024,1.7322801288264171,0.2051044998686192,0.9787400799669153,1,2025-01-06,false,false
09,GORENJSKA STATISTIČNA REGIJA,2025-01-13,2025-01-20,2025-03-10,0,209451,2024,2024,0.739319635802722,0.2051044998686192,0.9787400799669153,0,2025-01-06,false,false
10,PRIMORSKO-NOTRANJSKA STATISTIČNA REGIJA,2025-01-13,2025-01-20,2025-03-10,0,54109,2024,2024,-0.6141696553765181,0.2051044998686192,0.9787400799669153,1,2025-01-06,false,false
11,GORIŠKA STATISTIČNA REGIJA,2025-01-13,2025-01-20,2025-03-10,0,118254,2024,2024,0.16766466745032088,0.2051044998686192,0.9787400799669153,0,2025-01-06,false,false
12,OBALNO-KRAŠKA STATISTIČNA REGIJA,2025-01-13,2025-01-20,2025-03-10,0,119205,2024,2024,0.1756745140721611,0.2051044998686192,0.9787400799669153,0,2025-01-06,false,false
01,POMURSKA STATISTIČNA REGIJA,2025-01-20,2025-01-27,2025-03-17,0,113668,2024,2024,0.12811173276379592,0.3212696616923644,0.9469877530760753,0,2025-01-13,false,false
02,PODRAVSKA STATISTIČNA REGIJA,2025-01-20,2025-01-27,2025-03-17,0,330572,2024,2024,1.1956543013171934,0.3212696616923644,0.9469877530760753,0,2025-01-13,false,false
03,KOROŠKA STATISTIČNA REGIJA,2025-01-20,2025-01-27,2025-03-17,0,70492,2024,2024,-0.3496709577859684,0.3212696616923644,0.9469877530760753,0,2025-01-13,false,false
04,SAVINJSKA STATISTIČNA REGIJA,2025-01-20,2025-01-27,2025-03-17,0,261786,2024,2024,0.9623571901219904,0.3212696616923644,0.9469877530760753,0,2025-01-13,false,false
05,ZASAVSKA STATISTIČNA REGIJA,2025-01-20,2025-01-27,2025-03-17,0,57243,2024,2024,-0.557864821771777,0.3212696616923644,0.9469877530760753,0,2025-01-13,false,false
06,POSAVSKA STATISTIČNA REGIJA,2025-01-20,2025-01-27,2025-03-17,0,76027,2024,2024,-0.2740816456348791,0.3212696616923644,0.9469877530760753,0,2025-01-13,false,false
07,JUGOVZHODNA SLOVENIJA,2025-01-20,2025-01-27,2025-03-17,1,147789,2024,2024,0.3906153948578283,0.3212696616923644,0.9469877530760753,0,2025-01-13,false,false
08,OSREDNJESLOVENSKA STATISTIČNA REGIJA,2025-01-20,2025-01-27,2025-03-17,0,565353,2024,2024,1.7322801288264171,0.3212696616923644,0.9469877530760753,0,2025-01-13,false,false
09,GORENJSKA STATISTIČNA REGIJA,2025-01-20,2025-01-27,2025-03-17,0,209451,2024,2024,0.739319635802722,0.3212696616923644,0.9469877530760753,0,2025-01-13,false,false
10,PRIMORSKO-NOTRANJSKA STATISTIČNA REGIJA,2025-01-20,2025-01-27,2025-03-17,0,54109,2024,2024,-0.6141696553765181,0.3212696616923644,0.9469877530760753,1,2025-01-13,false,false
11,GORIŠKA STATISTIČNA REGIJA,2025-01-20,2025-01-27,2025-03-17,0,118254,2024,2024,0.16766466745032088,0.3212696616923644,0.9469877530760753,0,2025-01-13,false,false
12,OBALNO-KRAŠKA STATISTIČNA REGIJA,2025-01-20,2025-01-27,2025-03-17,0,119205,2024,2024,0.1756745140721611,0.3212696616923644,0.9469877530760753,0,2025-01-13,false,false
01,POMURSKA STATISTIČNA REGIJA,2025-01-27,2025-02-03,2025-03-24,0,113668,2024,2024,0.12811173276379592,0.4327755925504312,0.901501684131884,0,2025-01-20,false,false
02,PODRAVSKA STATISTIČNA REGIJA,2025-01-27,2025-02-03,2025-03-24,0,330572,2024,2024,1.1956543013171934,0.4327755925504312,0.901501684131884,0,2025-01-20,false,false
03,KOROŠKA STATISTIČNA REGIJA,2025-01-27,2025-02-03,2025-03-24,0,70492,2024,2024,-0.3496709577859684,0.4327755925504312,0.901501684131884,0,2025-01-20,false,false
04,SAVINJSKA STATISTIČNA REGIJA,2025-01-27,2025-02-03,2025-03-24,0,261786,2024,2024,0.9623571901219904,0.4327755925504312,0.901501684131884,0,2025-01-20,false,false
05,ZASAVSKA STATISTIČNA REGIJA,2025-01-27,2025-02-03,2025-03-24,0,57243,2024,2024,-0.557864821771777,0.4327755925504312,0.901501684131884,0,2025-01-20,false,false
06,POSAVSKA STATISTIČNA REGIJA,2025-01-27,2025-02-03,2025-03-24,0,76027,2024,2024,-0.2740816456348791,0.4327755925504312,0.901501684131884,0,2025-01-20,false,false
07,JUGOVZHODNA SLOVENIJA,2025-01-27,2025-02-03,2025-03-24,1,147789,2024,2024,0.3906153948578283,0.4327755925504312,0.901501684131884,0,2025-01-20,false,false
08,OSREDNJESLOVENSKA STATISTIČNA REGIJA,2025-01-27,2025-02-03,2025-03-24,0,565353,2024,2024,1.7322801288264171,0.4327755925504312,0.901501684131884,0,2025-01-20,false,false
09,GORENJSKA STATISTIČNA REGIJA,2025-01-27,2025-02-03,2025-03-24,0,209451,2024,2024,0.739319635802722,0.4327755925504312,0.901501684131884,0,2025-01-20,false,false
10,PRIMORSKO-NOTRANJSKA STATISTIČNA REGIJA,2025-01-27,2025-02-03,2025-03-24,0,54109,2024,2024,-0.6141696553765181,0.4327755925504312,0.901501684131884,0,2025-01-20,false,false
11,GORIŠKA STATISTIČNA REGIJA,2025-01-27,2025-02-03,2025-03-24,0,118254,2024,2024,0.16766466745032088,0.4327755925504312,0.901501684131884,0,2025-01-20,false,false
12,OBALNO-KRAŠKA STATISTIČNA REGIJA,2025-01-27,2025-02-03,2025-03-24,0,119205,2024,2024,0.1756745140721611,0.4327755925504312,0.901501684131884,0,2025-01-20,false,false
01,POMURSKA STATISTIČNA REGIJA,2025-02-03,2025-02-10,2025-03-31,0,113668,2024,2024,0.12811173276379592,0.5380051715382996,0.8429415373547828,0,2025-01-27,false,false
02,PODRAVSKA STATISTIČNA REGIJA,2025-02-03,2025-02-10,2025-03-31,0,330572,2024,2024,1.1956543013171934,0.5380051715382996,0.8429415373547828,0,2025-01-27,false,false
03,KOROŠKA STATISTIČNA REGIJA,2025-02-03,2025-02-10,2025-03-31,0,70492,2024,2024,-0.3496709577859684,0.5380051715382996,0.8429415373547828,0,2025-01-27,false,false
04,SAVINJSKA STATISTIČNA REGIJA,2025-02-03,2025-02-10,2025-03-31,0,261786,2024,2024,0.9623571901219904,0.5380051715382996,0.8429415373547828,0,2025-01-27,false,false
05,ZASAVSKA STATISTIČNA REGIJA,2025-02-03,2025-02-10,2025-03-31,0,57243,2024,2024,-0.557864821771777,0.5380051715382996,0.8429415373547828,0,2025-01-27,false,false
06,POSAVSKA STATISTIČNA REGIJA,2025-02-03,2025-02-10,2025-03-31,0,76027,2024,2024,-0.2740816456348791,0.5380051715382996,0.8429415373547828,0,2025-01-27,false,false
07,JUGOVZHODNA SLOVENIJA,2025-02-03,2025-02-10,2025-03-31,1,147789,2024,2024,0.3906153948578283,0.5380051715382996,0.8429415373547828,0,2025-01-27,false,false
08,OSREDNJESLOVENSKA STATISTIČNA REGIJA,2025-02-03,2025-02-10,2025-03-31,0,565353,2024,2024,1.7322801288264171,0.5380051715382996,0.8429415373547828,0,2025-01-27,false,false
09,GORENJSKA STATISTIČNA REGIJA,2025-02-03,2025-02-10,2025-03-31,0,209451,2024,2024,0.739319635802722,0.5380051715382996,0.8429415373547828,0,2025-01-27,false,false
10,PRIMORSKO-NOTRANJSKA STATISTIČNA REGIJA,2025-02-03,2025-02-10,2025-03-31,0,54109,2024,2024,-0.6141696553765181,0.5380051715382996,0.8429415373547828,0,2025-01-27,false,false
11,GORIŠKA STATISTIČNA REGIJA,2025-02-03,2025-02-10,2025-03-31,0,118254,2024,2024,0.16766466745032088,0.5380051715382996,0.8429415373547828,0,2025-01-27,false,false
12,OBALNO-KRAŠKA STATISTIČNA REGIJA,2025-02-03,2025-02-10,2025-03-31,0,119205,2024,2024,0.1756745140721611,0.5380051715382996,0.8429415373547828,0,2025-01-27,false,false
01,POMURSKA STATISTIČNA REGIJA,2025-02-10,2025-02-17,2025-04-07,0,113668,2024,2024,0.12811173276379592,0.6354323008901774,0.7721565844991642,0,2025-02-03,false,false
02,PODRAVSKA STATISTIČNA REGIJA,2025-02-10,2025-02-17,2025-04-07,0,330572,2024,2024,1.1956543013171934,0.6354323008901774,0.7721565844991642,0,2025-02-03,false,false
03,KOROŠKA STATISTIČNA REGIJA,2025-02-10,2025-02-17,2025-04-07,0,70492,2024,2024,-0.3496709577859684,0.6354323008901774,0.7721565844991642,0,2025-02-03,false,false
04,SAVINJSKA STATISTIČNA REGIJA,2025-02-10,2025-02-17,2025-04-07,0,261786,2024,2024,0.9623571901219904,0.6354323008901774,0.7721565844991642,0,2025-02-03,false,false
05,ZASAVSKA STATISTIČNA REGIJA,2025-02-10,2025-02-17,2025-04-07,0,57243,2024,2024,-0.557864821771777,0.6354323008901774,0.7721565844991642,0,2025-02-03,false,false
06,POSAVSKA STATISTIČNA REGIJA,2025-02-10,2025-02-17,2025-04-07,1,76027,2024,2024,-0.2740816456348791,0.6354323008901774,0.7721565844991642,0,2025-02-03,false,false
07,JUGOVZHODNA SLOVENIJA,2025-02-10,2025-02-17,2025-04-07,1,147789,2024,2024,0.3906153948578283,0.6354323008901774,0.7721565844991642,0,2025-02-03,false,false
08,OSREDNJESLOVENSKA STATISTIČNA REGIJA,2025-02-10,2025-02-17,2025-04-07,0,565353,2024,2024,1.7322801288264171,0.6354323008901774,0.7721565844991642,0,2025-02-03,false,false
