year,target_column,baseline_prevalence_per_100k,recent_momentum,thermal_humidity_index,wetness_index,kme_cases_per_100k,residual_target
2019,kme_cases_per_100k,185.6267996360463,66.78208698630692,-0.3358844845888591,-1.424122702927017,180.71698086484423,-4.909818771202055
2020,kme_cases_per_100k,200.60097491263423,-19.883994047789997,1.8896405930943592,-0.8384284423526442,301.5523875503833,100.95141263774906
2021,kme_cases_per_100k,244.89275167919357,56.65963587118972,-0.7984382315575256,-0.17439898342931714,100.59888726883833,-144.29386441035524
2022,kme_cases_per_100k,194.2894185613553,-93.69053129251697,0.5764537320035622,0.22608001502479658,205.7939450450572,11.504526483701909
2023,kme_cases_per_100k,202.64840662142626,3.1455384236309385,-2.5137731909694603,0.8288198528000358,101.69492639717312,-100.95348022425314
2024,kme_cases_per_100k,136.02925290368955,-34.33432650651643,-1.0804650300440377,-0.41029175393206174,146.00641182625756,9.977158922568009
2025,kme_cases_per_100k,151.1650944228293,-5.158682596571737,4.209459313909735,-1.6099730424957142,127.0130530917857,-24.152041331043606
