year,target_column,baseline_prevalence_per_100k,recent_momentum,thermal_humidity_index,wetness_index,tick_borne_cases_total_per_100k,residual_target
2019,tick_borne_cases_total_per_100k,12697.98170151799,3641.049910026044,-0.3358844845888591,-1.424122702927017,6559.537981121239,-6138.443720396752
2020,tick_borne_cases_total_per_100k,6559.537981121239,-2416.801483634392,1.8896405930943592,-0.8384284423526442,12391.061742979386,5831.523761858147
2021,tick_borne_cases_total_per_100k,12391.061742979386,1841.534601106514,-0.7984382315575256,-0.17439898342931714,4859.575280164045,-7531.486462815341
2022,tick_borne_cases_total_per_100k,4859.575280164045,-3077.1497212575114,0.5764537320035622,0.22608001502479658,6752.001339811636,1892.4260596475915
2023,tick_borne_cases_total_per_100k,6752.001339811636,-1248.8781145067187,-2.5137731909694603,0.8288198528000358,4159.806751198653,-2592.1945886129834
2024,tick_borne_cases_total_per_100k,4159.806751198653,-1097.3210391927914,-1.0804650300440377,-0.41029175393206174,5228.95490265685,1069.1481514581974
2025,tick_borne_cases_total_per_100k,5228.95490265685,-151.29942856552952,4.209459313909735,-1.6099730424957142,8066.91653449204,2837.96163183519
